,liver,brain,lung
1375227_at,4.056767277,3.306386894,3.177242348
1375228_at,6.083950932,5.401527524,5.635214665
1375229_at,4.577060333,4.144345215,4.011953067
1375230_at,7.238719047,5.58781191,7.590622661
1375231_a_at,9.404616512,9.830008602,8.454251793
1375232_at,6.308765626,5.860435036,6.970666461
1375233_at,5.777163867,6.240299479,7.658096938
1375234_at,4.247355351,4.29104641,4.46726805
1375235_at,3.173755883,3.053587438,2.762660712
1375236_at,3.936634411,4.862582741,4.505042437
1375237_at,4.376765268,3.787077173,4.018549938
1375238_at,3.703864861,3.108373623,3.062166785
1375239_at,4.070576471,3.65745539,3.624581343
1375240_at,3.698202906,3.224532172,3.115347035
1375241_at,3.643413213,3.049927672,3.089250499
1375242_at,4.86986811,3.759279185,3.60349497
1375243_at,5.994893198,5.335870441,5.31756659
1375244_at,4.600077661,4.216759157,4.244085282
1375245_at,8.533896663,9.851660739,8.849190706
1375246_at,10.76520143,11.77647339,11.25271776
1375247_at,7.773406103,7.906769492,7.270360177
1375248_at,6.980838116,6.154815075,7.186642124
1375249_at,7.156821695,7.863313398,7.904974781
1375250_at,6.319609707,4.927458336,5.450264818
1375251_at,4.245197208,3.841903108,3.925897265
1375252_at,4.345218184,4.335077015,4.011925908
1375253_at,6.340321867,6.539063422,6.388995964
1375254_at,8.326247402,7.065960427,7.69727507
1375255_at,3.143937718,2.808039816,2.617926401
1375256_at,4.298369042,3.832562172,3.747887717
1375257_at,3.816498809,3.342635724,3.312592006
1375258_at,3.871336815,2.930212836,2.954714639
1375259_at,9.986802802,8.118490785,9.160253694
1375260_at,4.048133893,3.486959032,3.581040638
1375261_at,5.464622001,4.517968752,4.550080381
1375262_at,6.205902763,5.267550947,5.316434988
1375263_at,3.598639058,3.191846089,4.443512071
1375264_at,4.206563204,6.091793232,3.887946105
1375265_at,4.166160985,3.738384816,3.934817481
1375266_at,7.583017771,8.666997091,9.581657482
1375267_at,4.004304428,3.977938712,8.977309057
1375268_at,7.764860417,5.121541832,6.588256399
1375269_at,9.567875942,6.838954974,8.941810231
1375270_at,8.162500057,7.31145476,7.648621138
1375271_at,5.702900782,4.844262717,6.074056805
1375272_at,8.047581269,8.270534549,7.475727447
1375273_at,5.705377798,5.004230193,5.03580064
1375274_at,3.626699241,3.201220209,3.12956148
1375275_at,4.90008883,3.896183342,3.900307651
1375276_at,7.498364443,5.624466191,6.446091145
1375277_at,4.805898601,4.88163982,6.585438585
1375278_at,7.344954025,10.77253454,8.573216406
1375279_at,7.346890352,7.039091855,7.676313073
1375280_at,8.986175317,8.567033267,8.519625004
1375281_at,5.279896436,4.314294927,5.237241418
1375282_at,7.936042067,7.644021027,7.451407706
1375283_at,4.474570477,3.580564829,3.676336527
1375284_at,3.513036255,3.104658601,3.180908218
1375285_at,4.135356595,3.543029473,3.540635844
1375286_at,4.030040654,3.568822614,3.673086168
1375287_at,4.840325031,4.427870805,4.343345808
1375288_at,4.814784776,3.839402017,3.992029419
1375289_at,8.502477688,8.936694597,8.127590844
1375290_at,4.350765313,3.854915836,3.880069255
1375291_at,4.110302013,3.636311072,3.607646539
1375292_at,3.993274444,3.29008234,3.250201858
1375293_at,3.346950807,3.412018866,3.00845503
1375294_at,4.01562422,8.0178727,4.148566028
1375295_at,8.561593099,10.38456299,9.554711751
1375296_at,10.88172414,11.23922917,11.4653259
1375297_at,8.543118989,8.939137592,7.454821914
1375298_at,8.489847396,9.756631272,10.25149825
1375299_at,6.340099961,6.1330406,6.950922229
1375300_at,4.338409372,3.578873205,3.488974183
1375301_at,4.389291083,3.518807664,3.798956114
1375302_at,6.55977187,8.444122928,8.66400781
1375303_at,3.980841451,3.53876673,5.490341812
1375304_at,3.678809024,3.293862422,3.164435841
1375305_at,5.638239741,11.64344995,7.767150131
1375306_at,5.7708293,5.321946979,5.519274357
1375307_at,5.885759975,9.048129102,8.057050546
1375308_at,5.238951573,5.426154685,6.470244191
1375309_at,4.751560941,5.679473199,4.900682603
1375310_at,5.285279873,5.043143129,4.441677801
1375311_at,4.419502019,3.340159296,3.492519556
1375312_at,3.695638154,3.068041159,3.250060703
1375313_at,3.955237436,3.339093702,3.368313206
1375314_at,4.8617338,5.007247092,4.966943252
1375315_at,8.700823513,8.450938837,8.229618258
1375316_at,4.189199893,3.466196248,3.397158329
1375317_at,6.015108716,5.162164439,5.53387575
1375318_at,5.054144756,3.963829494,3.96944904
1375319_at,4.443349785,6.563346306,3.457907308
1375320_at,3.490002611,3.984854083,3.995119879
1375321_at,5.853397066,4.80322413,3.879116389
1375322_at,4.333769325,3.369204353,3.39088228
1375323_a_at,5.535150833,5.007139253,4.577487973
1375324_at,3.921596284,3.32073191,3.3000518
1375325_at,4.202926887,4.037093781,3.783942308
1375326_at,3.682387439,2.883635987,2.875273237
1375327_at,6.345797218,5.811088083,6.037445234
1375328_at,3.633424403,2.985700383,3.054197748
1375329_at,3.028731684,2.689072407,2.791598338
1375330_at,3.198752209,3.027930309,3.063381671
1375331_at,3.345242967,6.804601398,2.88154185
1375332_at,4.718443661,4.012821098,4.150064459
1375333_at,2.821546536,2.443921551,2.483850758
1375334_at,4.41927284,3.786353339,3.912747227
1375335_at,10.98631486,11.57294797,10.87674424
1375336_at,11.77708815,12.31574498,11.7560361
1375337_at,8.080618676,7.603416614,8.991183502
1375338_at,9.332455182,9.899709971,9.783354894
1375339_at,9.142655108,8.102518975,9.059626809
1375340_at,13.34525109,13.91955165,13.41344578
1375341_at,4.982096091,6.654200175,6.816485987
1375342_at,7.459069875,6.521629214,7.247494729
1375343_at,6.201993601,10.2681988,10.17053401
1375344_at,3.905381081,3.484778632,3.982483086
1375345_at,9.766048086,8.394410213,8.917060669
1375346_at,8.780118608,5.038051143,6.97997484
1375347_at,8.267441436,9.437948071,9.527993587
1375348_at,3.213927334,2.946051647,3.097861241
1375349_at,7.812754078,8.936704129,8.002792912
1375350_at,6.353153748,6.766829654,6.747700733
1375351_at,5.525662691,6.9827991,6.058773409
1375352_at,6.638763629,6.199985168,5.475547923
1375353_at,5.72909228,7.614110519,6.42346725
1375354_at,5.379365607,5.738286225,5.044508173
1375355_at,5.271779676,4.883620361,4.426499946
1375356_at,5.27135081,4.511554409,5.095054953
1375357_at,8.498488876,6.97966907,7.416677854
1375358_at,5.104405561,7.926573252,8.114825982
1375359_at,3.741364639,4.015265174,3.985346714
1375360_at,5.448236415,5.037252486,4.965468579
1375361_at,4.787207677,4.191225633,4.645053356
1375362_at,9.149111745,7.555844666,9.123036618
1375363_at,8.04823519,8.176889631,8.760885975
1375364_at,4.343066741,3.44869826,3.526333791
1375365_at,3.817288673,3.806929728,3.9181679
1375366_at,4.186059003,3.589845658,3.835071995
1375367_at,5.568656706,3.615019774,9.034658579
1375368_at,7.490723873,8.383074891,7.709002602
1375369_at,10.30068531,8.516671848,9.055589351
1375370_at,4.352875541,7.173245188,4.340872271
1375371_at,8.741632723,8.510458718,8.558890831
1375372_at,5.549615714,5.2661956,5.128261431
1375373_at,4.313366241,4.043322922,4.167580563
1375374_at,8.268841195,7.172209724,7.29049438
1375375_at,3.62365515,3.242739769,3.292498358
1375376_at,3.684691216,3.044834855,3.01817053
1375377_at,4.691189182,6.558804732,6.398609511
1375378_at,8.101616451,8.386556157,9.604881527
1375379_at,3.760495927,3.193446088,3.435191593
1375380_at,5.687701579,4.999802916,4.737748266
1375381_at,5.91592619,5.230342849,5.358136141
1375382_at,5.006361658,4.79163403,5.723305893
1375383_at,4.773862274,4.069521972,4.344937811
1375384_at,3.420629268,3.151735282,3.194240123
1375385_at,4.429052775,4.458482271,4.678228711
1375386_at,4.087798965,4.9721676,4.932756214
1375387_at,3.869793523,3.448167759,3.41369989
1375388_at,7.327984324,6.079263183,6.378628095
1375389_at,4.684010619,3.983245608,3.899017722
1375390_at,3.989883612,3.709389931,3.668526649
1375391_at,4.711495228,7.497497581,4.657960553
1375392_at,5.551892707,6.182951911,6.268730847
1375393_at,6.779791508,7.078062296,7.082041145
1375394_at,4.679565461,4.119130944,3.910299076
1375395_at,4.398540393,3.816898628,4.101891335
1375396_at,7.929067228,7.970031328,8.333667681
1375397_at,3.546371162,2.843522861,2.915924543
1375398_at,4.506010839,3.961924896,3.797471566
1375399_a_at,5.309817616,4.481796515,4.317665206
1375400_at,4.194581077,3.409996012,3.401472784
1375401_at,4.610740714,4.031216224,3.752175927
1375402_at,4.576489971,5.143549968,5.905864626
1375403_at,3.328187002,2.987443707,2.872622983
1375404_at,5.867843248,7.87454975,6.27494886
1375405_at,2.732533726,2.530619436,2.654629918
1375406_s_at,4.27694182,4.312434421,4.580095096
1375407_at,4.451642771,3.709771552,3.88878022
1375408_at,5.943696379,4.882142791,5.085180392
1375409_at,3.318806912,3.62430722,3.014603963
1375410_at,3.685556069,3.448897153,3.476934351
1375411_at,10.3310446,9.857962046,9.806279139
1375412_at,8.038589538,9.209991856,8.432414047
1375413_at,8.001285993,9.080125083,7.806526517
1375414_at,8.576444638,9.219831878,9.073830991
1375415_at,7.372264459,6.092960012,6.663807903
1375416_at,7.154778613,6.718797474,6.902295981
1375417_at,7.660096473,8.637283128,7.847125037
1375418_at,7.091561399,8.057188298,7.529322166
1375419_at,7.022437039,5.034914059,4.611625263
1375420_at,6.072919793,6.598888133,7.60944378
1375421_a_at,8.777332111,11.45332646,9.560565087
1375422_at,8.953860546,9.780339152,10.51988361
1375423_at,8.113672433,4.16857712,7.805639641
1375424_at,9.356828949,10.90091882,10.55105981
1375425_at,9.065108697,8.519036363,8.530065781
1375426_a_at,8.559557103,8.630496909,8.95071987
1375427_at,4.783607793,4.362515333,4.279537721
1375428_at,9.614304625,6.51204636,6.820622354
1375429_at,8.945694233,9.708693609,9.690611502
1375430_at,6.291272726,6.69549609,7.444403507
1375431_at,8.698017395,8.422544727,6.977472311
1375432_at,7.520952602,7.614485219,7.84692586
1375433_at,4.105995157,8.828708246,3.192396029
1375434_at,5.875470265,5.266453734,5.143812214
1375435_at,6.978495619,6.066532023,6.394109098
1375436_at,10.34635411,6.755098141,7.337137219
1375437_at,7.449573459,6.377262059,7.312791125
1375438_at,8.078499272,7.923981193,7.642153586
1375439_at,7.201676166,7.326006067,6.516124299
1375440_at,8.030282962,7.236978263,7.550239062
1375441_at,8.078940635,8.914781916,8.266666967
1375442_at,6.883324846,6.15012362,6.632137858
1375443_at,6.657719202,7.003554381,6.210889561
1375444_at,6.681540963,6.508974133,6.003306804
1375445_at,6.688571883,4.988439054,4.988786959
1375446_at,3.780940629,3.020739475,3.095391829
1375447_at,6.900411641,6.416871999,6.066854091
1375448_at,7.047778628,6.545787748,6.382944617
1375449_at,6.78944855,7.757569574,9.024805814
1375450_at,8.130708413,9.287473422,8.818079729
1375451_at,6.368291646,6.346220026,6.60618399
1375452_at,10.61058175,7.661352248,8.554350021
1375453_at,6.419524808,7.149148275,7.100915492
1375454_at,3.167794613,2.824591225,2.777617552
1375455_at,3.490170809,3.345042887,2.982479737
1375456_at,3.349065492,3.189255107,3.218738917
1375457_at,6.600712309,5.12750522,4.737495344
1375458_at,5.418047351,4.976314982,4.852409117
1375459_at,6.53579236,9.321313541,7.803157429
1375460_at,8.28918036,8.041656596,7.656305326
1375461_at,7.249824444,7.371962503,7.008172669
1375462_at,4.616466992,4.219925026,4.060638224
1375463_at,7.38962103,7.407928664,8.386554087
1375464_at,5.075419819,5.348714137,5.423799086
1375465_at,3.588168828,5.91502597,2.743155039
1375466_at,4.616173426,4.106139778,4.074516778
1375467_at,5.343686779,5.195549213,4.729901989
1375468_at,5.887635625,7.933848268,7.073111352
1375469_at,7.292474507,8.17398773,7.679807886
1375470_at,5.827431869,4.793650104,4.619525095
1375471_at,3.990314578,3.41633327,3.312952291
1375472_at,3.224470583,2.881173991,2.807987277
1375473_at,5.871284348,6.365965524,8.245063533
1375474_at,4.81135395,4.346808569,4.025221188
1375475_at,4.47127613,4.753599434,4.338898401
1375476_at,5.48553858,6.503548361,5.734272342
1375477_at,4.176187939,3.558461273,3.386739752
1375478_at,5.813826623,5.284563785,5.17137079
1375479_at,4.266735464,3.481479263,3.614312636
1375480_at,5.614193315,5.384488129,4.899000586
1375481_at,6.230634943,5.424349809,5.51026583
1375482_at,4.171684497,3.483146909,3.463435025
1375483_at,4.465951217,3.806929064,3.782372276
1375484_at,6.435996278,8.643377992,6.39792482
1375485_at,3.055685254,3.007217027,2.914178132
1375486_at,5.449799441,6.603823598,5.721444649
1375487_at,4.244000563,3.430221808,3.846157228
1375488_at,4.347184718,4.097146644,4.044719753
1375489_at,3.770622231,3.116054821,2.910824262
1375490_at,5.71591403,4.41003254,6.80408048
1375491_at,3.919110544,3.400208824,3.475487548
1375492_at,4.292452401,3.67858204,4.257480586
1375493_at,4.228959991,5.508727619,6.178164695
1375494_a_at,4.929144481,5.415750813,4.713698191
1375495_at,4.681760441,5.582314975,5.837037459
1375496_at,4.186516215,3.964114487,3.922407362
1375497_at,4.079731204,3.691413329,4.937369575
1375498_at,5.563052776,5.581983067,6.132522494
1375499_at,3.752629107,4.148126204,3.966413515
1375500_at,5.776046204,4.892612528,4.76021608
1375501_at,4.041647241,3.379778808,3.481743391
1375502_at,2.805466758,2.80710779,2.917533215
1375503_at,4.965662215,4.585495027,4.209980814
1375504_at,8.890189922,5.24989598,5.992337256
1375505_at,5.38914221,4.501748036,4.509744424
1375506_at,9.167364897,7.091846402,7.922075471
1375507_at,3.214437555,2.876203525,2.80694222
1375508_at,3.252031175,3.517294451,3.305121187
1375509_at,3.118957952,2.765377036,2.691548325
1375510_x_at,7.602480672,6.563975363,6.388558042
1375511_at,3.325514898,2.87252189,3.181527896
1375512_at,3.908170628,3.17091196,3.468740998
1375513_at,6.312568364,6.599721086,6.651989948
1375514_at,4.163000761,3.718752682,3.503778976
1375515_at,4.056073464,3.1426571,2.979539173
1375516_at,10.39979681,11.04438651,10.15425857
1375517_at,9.059094038,8.728162236,9.02144749
1375518_at,5.420722368,4.22640971,6.743083132
1375519_at,10.35139874,8.97151639,11.3029842
1375520_at,9.982889086,8.854065964,9.554382785
1375521_at,8.055290574,8.100888987,8.35256073
1375522_at,8.913000406,8.367848427,8.60927148
1375523_at,7.971386718,9.969402413,11.33289288
1375524_at,8.551307258,8.88038407,9.601846573
1375525_at,7.851752562,8.374478439,9.08628371
1375526_at,9.527279056,7.850333783,8.60016157
1375527_at,8.408935604,8.985194271,9.062943565
1375528_at,4.747223898,4.619458834,3.621178362
1375529_at,8.680017064,7.150392958,6.672228531
1375530_at,9.948618891,7.427834932,8.068071086
1375531_at,7.083350153,5.139935676,6.096171624
1375532_at,10.4478723,9.65683625,10.24910675
1375533_at,6.300536852,6.614686931,7.545454977
1375534_at,8.770325978,9.674520468,9.666562982
1375535_at,10.301596,10.2515604,3.576400384
1375536_at,8.438318557,7.999983525,9.609319825
1375537_at,8.242667355,8.756813156,8.861652697
1375538_at,7.952484825,8.118563189,10.02482864
1375539_at,4.023779453,5.703946625,3.38105356
1375540_at,6.525233519,6.479081666,6.939287227
1375541_at,3.368295483,2.947993546,2.858906624
1375542_at,7.777025622,5.603030985,7.046137552
1375543_at,3.934679823,3.109904998,3.221548289
1375544_at,3.66626791,3.501014193,3.388403266
1375545_at,5.792644403,8.254881754,6.738916748
1375546_at,6.74023928,6.8949169,6.656346809
1375547_at,6.272336636,5.982366768,5.77384999
1375548_at,7.652455305,8.155245528,8.693765916
1375549_at,6.311601007,6.748845138,4.834595483
1375550_at,8.557127119,7.885122936,8.551134956
1375551_at,6.659972457,5.900267632,6.172251381
1375552_at,9.208625958,9.206784866,8.814198979
1375553_at,5.008651414,4.897297254,6.352717838
1375554_at,7.9629515,7.440312248,8.316764679
1375555_at,4.318137986,3.54283327,3.778613646
1375556_at,5.075498169,4.454273565,4.325730333
1375557_at,3.336083708,3.033572861,2.861654044
1375558_at,6.572087594,5.910215653,6.174892096
1375559_at,7.125522116,6.439713767,8.332375189
1375560_at,9.112029023,5.302180109,5.242750966
1375561_at,7.644923362,8.043822774,8.418874492
1375562_at,5.60779743,7.554628919,6.974247331
1375563_at,5.225458016,7.562859482,6.929241051
1375564_at,5.434614891,4.966635719,4.797049793
1375565_at,6.591037423,6.996366904,6.595589637
1375566_at,7.162838022,5.776583232,7.212033786
1375567_at,5.234521853,4.582619436,4.708597648
1375568_at,4.883104942,4.518261269,4.443033665
1375569_at,4.750155784,8.004906652,5.224352534
1375570_at,5.183427449,4.582704902,5.102025723
1375571_at,4.167467546,3.315265586,3.475007814
1375572_at,4.16578685,3.748790304,4.039744593
1375573_at,7.482842194,8.020267954,8.326747608
1375574_at,5.588398194,7.11596621,6.180483835
1375575_at,4.707385268,10.47806835,4.666802354
1375576_at,5.467285152,4.685139732,4.445393599
1375577_at,6.33061142,6.217573082,6.808038648
1375578_at,3.494512623,3.161427124,3.167804896
1375579_at,7.952629633,7.714953135,7.301329753
1375580_at,7.151146182,6.436709021,6.853087808
1375581_at,6.027822742,5.091860036,5.028385422
1375582_at,5.246705442,5.621870379,6.007650088
1375583_at,4.689201167,4.048900771,3.955336297
1375584_at,3.846934845,3.041904523,3.036771253
1375585_at,7.457159434,8.26354418,8.106214588
1375586_at,3.598379166,3.422314357,3.554989314
1375587_at,4.4334727,3.700054797,3.716357314
1375588_at,5.330414869,5.160673335,4.914826737
1375589_at,4.971311548,4.309301106,4.273535485
1375590_at,8.368948818,8.179746708,8.986924874
1375591_at,4.365009138,4.553631368,4.34002816
1375592_at,3.391084116,2.944033152,2.918609862
1375593_at,4.724587155,4.575154325,4.430469409
1375594_at,4.395585472,3.758573785,3.59338479
1375595_at,6.796252237,6.564558234,6.617818013
1375596_at,5.488578878,5.242574209,5.152250591
1375597_at,5.428991629,5.321834325,5.827916542
1375598_at,4.635572994,7.716869471,5.143795556
1375599_at,3.682289635,3.235794858,3.179076588
1375600_at,5.256147653,5.332766859,5.152249793
1375601_at,4.263297888,6.365794295,5.395737587
1375602_at,6.326632287,5.088096814,7.86950182
1375603_at,3.139388537,2.807982256,2.824729958
1375604_at,3.921832518,3.929400107,3.756169248
1375605_at,3.213549274,2.886764833,3.010122039
1375606_at,3.095115038,3.064223131,2.946164681
1375607_at,5.343695607,4.150968315,4.320036389
1375608_at,4.644121387,3.771390375,3.762329077
