,reads.1.RPKM,reads.2.RPKM,reads.3.RPKM,reads.4.RPKM,reads.5.RPKM,reads.6.RPKM,reads.7.RPKM,reads.8.RPKM,reads.9.RPKM,reads.10.RPKM
NM_017440,0.253123,0.214265,0.208008,0.435658,0.582704,0.227136,0.315411,0.138595,0.469811,0.274329
NM_020128,0.208866,0.107009,0.137136,0.200254,0.264617,0.199194,0.108439,0.163904,0.1292,0.134969
NM_001010942,2.52372,3.43418,2.64936,5.16028,2.88329,4.10505,3.45113,3.19264,4.44925,2.75033
NM_015646,2.31669,3.15275,2.43209,5.19186,2.64691,3.76864,3.16831,2.9309,4.53544,2.96216
NM_020401,1.6995,1.31571,1.77254,1.79385,1.54157,1.54085,1.50065,1.91887,1.65496,1.79741
NM_018656,1.42431,1.04244,1.02308,2.43036,1.49231,1.38126,1.36668,1.21426,2.26639,1.45628
NM_002392,1.86919,2.8506,4.11912,5.01444,3.09812,3.48178,3.50474,3.70987,4.80652,3.61363
NM_001005502,1.4622,1.86497,1.26666,5.15589,1.49125,2.25322,2.51872,1.82593,4.0887,1.40348
NM_001874,1.32808,1.69396,1.15048,4.27445,1.28652,1.97754,2.15048,1.5272,3.44234,1.27474
NM_198320,1.38508,1.76665,1.19985,5.03466,1.41255,2.13428,2.38596,1.87678,4.02303,1.32944
NM_007007,1.76844,1.81942,2.74793,2.60161,3.17632,2.39801,2.55093,2.48798,2.87033,2.8635
NM_000239,77.3388,32.4707,90.2169,604.124,43.158,152.215,234.272,155.899,476.038,77.9751
NM_006530,1.81021,1.13056,1.52141,1.4812,2.07224,1.27672,1.38958,1.63195,1.39984,1.26915
NM_001042555,0.522211,0.44313,0.494289,0.709889,1.11739,0.674905,0.512294,0.542652,0.721029,0.90948
NM_006654,0.380727,0.434163,0.484287,0.340534,1.09488,0.527983,0.501929,0.531672,0.706474,0.891163
NM_006431,9.15053,11.9899,11.5287,9.11331,14.552,12.0903,10.3516,11.4683,10.1307,13.3518
NM_001198842,0.501394,1.05726,0.410311,0.414577,1.74683,0.967353,0.815561,0.605785,1.08761,1.0877
NM_201550,3.21676,0.414359,0.414965,0.0577779,0.224688,0.378125,1.19666,0.813255,0.0956743,0.375882
NM_032735,0.0669482,0.347211,1.96032,0.162304,0.240542,0.699958,0.810572,1.27326,0.41757,1.1177
NM_152439,0.0203254,0.151959,0.914472,0.391923,0.735843,0.318596,0.256933,0.639805,0.161197,0.528456
NM_022456,0.425253,0.29399,0.420155,0.281043,0.728863,0.342489,0.340365,0.332503,0.38872,0.675807
NM_175624,0.150727,0.105824,0.193731,0.19038,0.482871,0.206587,0.226237,0.272951,0.227421,0.348893
NM_175623,0.222142,0.174554,0.14304,0.256094,0.357392,0.247534,0.177716,0.149047,0.322513,0.286175
NM_175625,0.0779917,0.0627656,0.0639515,0.175072,0.23446,0.149888,0.117215,0.121084,0.190489,0.145131
NM_001024647,0.0117912,0.00685098,0.00959074,0.00922852,0.0957896,0.0181894,0.00438404,0.0147439,0.0312429,0.0482516
NM_014515,1.90208,1.97929,2.21139,2.49375,2.21294,1.84028,1.76202,1.76497,3.03786,2.23511
NM_001199302,2.50049,2.17797,3.21312,2.83413,3.76884,2.95904,3.35611,3.35908,3.00083,3.26361
NM_001199303,0.452119,0.386875,0.820716,1.00467,0.951445,0.730074,0.505362,0.751907,0.643106,0.848943
NR_037615,0.126433,0.215549,0.474597,0.944081,0.266069,0.453441,0.673682,0.331532,0.754319,0.361054
NM_014505,2.35098,2.97012,3.30496,3.77338,20.1022,4.90883,3.23741,4.30804,8.13807,13.3818
NM_001109754,1.38232,1.05731,0.529881,1.63604,0.710388,1.08116,1.34289,0.798166,1.45731,0.742489
NM_002837,2.97624,1.86441,1.50535,3.19882,1.1022,2.0578,2.29455,2.02317,2.47555,1.1987
NM_002849,0.0647566,0.210014,0.0664922,0.25795,1.77299,0.370441,0.318484,0.212581,0.662589,1.1454
NM_130846,0.0612061,0.000377768,0.130254,0.0184528,0.38799,0.0122064,0.00859561,0.124069,0.0451771,0.395383
NM_004616,1.30512,3.55082,7.15538,2.61248,2.19548,3.52088,3.88669,5.00054,3.34349,3.9753
NM_003667,0.341505,0.866805,3.99994,0.903735,2.31482,1.7914,1.69692,2.71365,1.41591,2.91707
NM_144982,1.25528,0.738287,0.999513,1.71793,1.10773,0.903964,1.1565,1.07085,1.59735,1.09141
NM_031435,0.357746,0.212308,0.263242,0.229875,0.502531,0.327449,0.379766,0.263952,0.297863,0.433794
NM_018279,2.4907,2.37412,3.04037,3.14737,4.16689,2.68897,2.9346,3.55491,3.30847,3.97283
NM_014999,21.8757,11.5112,20.3326,14.5136,17.2026,15.3133,17.113,19.4336,15.3281,18.884
NM_001146213,0.501102,0.610964,0.927096,0.487577,0.790761,0.653082,0.580729,0.712558,0.549992,0.820359
NM_001146214,0.364699,0.44464,0.674725,0.507332,0.575502,0.4753,0.422646,0.66685,0.554369,0.597058
NM_022771,0.419915,0.511963,0.776876,0.408575,0.662633,0.547265,0.486638,0.597119,0.460888,0.687443
NR_027449,0.476384,0.535704,0.638044,0.420479,0.594247,0.608467,0.795808,0.755009,0.40975,0.77201
NR_024072,0.127925,0.127332,0.163952,0.29761,0.0723346,0.237375,0.146759,0.146129,0.184804,0.0363026
NR_026837,0.252248,0.0823068,0.126419,0.236616,0.745196,0.127079,0.202241,0.256744,0.328618,0.48297
NR_026836,6.59E-07,0.0618208,0.0488996,0.0717021,0.185409,0.0644555,0.0661676,0.0260761,0.11918,0.105872
NM_013381,0.271883,0.293972,0.270469,0.421488,1.79062,0.377066,0.342682,0.430622,0.826272,1.27544
NM_001136262,11.362,12.5985,12.6169,13.0457,44.6948,16.6885,12.8932,16.2807,21.1973,32.6088
NM_139136,0.125722,0.221038,0.381748,0.222878,2.29909,0.469147,0.273705,0.292919,0.769146,1.41245
NM_153748,0.32933,0.378152,0.400009,0.413435,3.30887,0.503715,0.491862,0.626137,0.977647,2.04761
NM_139137,0.251268,0.422185,0.225392,0.602659,5.27409,1.57568,0.443721,1.10397,2.11319,3.40657
NM_032606,0.230256,0.160433,0.0918099,0.234359,0.410122,0.0690189,0.300479,0.184115,0.325983,0.343047
NM_152436,0.199027,0.0849022,0.0850264,0.0289391,0.0562696,0.170451,0.114165,0.0852558,0.0287521,0.0847202
NM_006851,1.48469,0.993954,0.910648,2.50566,1.26112,1.22758,1.65157,1.42324,2.46154,1.21843
NM_007043,1.71338,2.09367,2.31216,1.39133,2.3433,2.00974,1.88513,2.06133,1.65179,2.34906
NM_007350,2.61885,4.46868,2.55253,7.25191,4.49183,4.61861,4.09771,3.43194,6.17096,3.79849
NM_004537,3.76682,3.19129,7.73157,4.41013,8.06234,5.08223,5.73608,7.41821,5.30394,9.07119
NM_139207,9.19229,5.593,18.49,8.59165,10.5093,9.26651,11.0902,14.2769,9.64092,13.6892
NM_024685,0.850655,0.710149,0.971044,1.01943,1.80569,0.849942,1.08805,1.16565,1.22096,1.59441
NM_001003712,0.887592,0.587785,1.04006,1.07303,1.60597,0.933907,0.894628,0.941479,1.19797,1.33136
NM_020841,0.781366,0.517442,0.915587,0.94461,1.41389,0.822138,0.78756,0.828803,1.05463,1.17206
NM_015336,1.78256,1.10766,1.73582,1.63604,5.39368,2.05904,1.7687,1.98768,2.78206,3.90944
NM_001321,3.16455,8.74368,3.5896,3.83181,4.53517,6.26928,3.39574,3.59929,3.31048,4.7689
NM_014903,0.317386,0.250728,0.431882,0.451234,2.45269,0.599005,0.404573,0.604252,1.02909,1.60622
NM_001135805,0.851389,1.00447,1.12795,1.31719,11.9631,2.35631,1.66894,2.0781,4.07171,7.91467
NM_005639,2.25471,2.50303,3.19785,2.94557,30.5622,6.18041,3.35133,5.66322,11.4311,19.1862
NM_001135806,2.2946,3.42773,3.60111,3.79914,34.2126,7.03205,4.46698,6.66949,11.8458,22.4095
NM_002583,1.05828,1.22894,0.70328,1.92346,0.772935,1.58609,1.21409,0.931842,1.73267,0.7508
NM_001143885,0.80326,0.634037,0.251626,0.874126,0.910811,0.334083,0.640159,0.63484,0.997693,0.615807
NM_001143886,0.10376,0.149656,0.104172,0.0612061,0.471152,0.0837004,0.0687761,0.127301,0.176861,0.19903
NM_002480,2.15943,1.35318,3.43171,3.85318,4.0761,2.95036,3.10386,3.0296,3.81989,4.28792
NM_173591,0.0364911,0.0121074,0.0121251,0.00619023,0.030091,0.0182303,0.0183154,0.0060789,0.0184507,0.0362443
NM_001145026,0.032556,0.00648106,0.0194716,0.0728996,0.0128861,0.026023,0.0326807,0.0325402,0.0526753,0.0258686
NM_002469,10.7364,36.1226,181.39,29.9391,39.2217,65.0994,61.6386,118.117,39.2642,97.8732
NM_005593,0,0.225345,0.548066,0.0329182,0.0640066,0.129259,0.097397,0.323262,0.130822,0.224861
NM_004664,1.43882,2.78475,1.35457,1.30174,2.17518,2.11649,1.88565,0.798956,1.13166,1.74666
NM_024560,3.61444,7.85687,2.29426,2.55705,2.26144,5.00415,3.40049,2.39766,1.88491,1.96403
NM_003625,0.473155,0.591725,0.701433,0.740903,6.30273,1.20008,0.937755,1.152,2.33103,4.24164
NM_014167,2.42177,2.28266,2.18607,2.06321,1.76144,2.59324,2.05846,2.42708,2.25291,2.55574
NR_033192,1.16798,1.09339,0.873454,0.882453,0.697481,0.631385,0.94024,0.419679,0.353927,0.280704
NM_032230,0.413411,0.187457,0.171029,0.455372,0.331767,0.346137,0.402821,0.397101,0.586688,0.267545
NM_152588,0.710692,0.535604,0.718557,2.01507,3.6971,1.01442,1.03955,1.13656,2.52566,2.63194
NM_182767,0.101557,0.171491,0.24524,0.19393,2.42557,0.456221,0.321994,0.386593,0.895344,1.65605
NM_018057,0.020817,0.0218871,0.0339964,0.0413695,0.519931,0.156658,0.0493504,0.163311,0.257249,0.244854
NM_001079910,0.000394898,0.000786139,0.000196822,0.00241161,0.0614862,0.0450829,0.0404083,0.000986765,0.00219636,0.0750034
NM_032165,0.0215772,0.0429545,0.0107543,0.13177,0.00129781,3.61E-05,0.00600326,0.0539167,0.120009,0.00698337
NM_005447,0.547434,0.190715,0.491127,0.585049,0.162511,0.300837,0.439624,0.437735,0.55359,0.163119
NM_013244,0.254186,0.101204,0.101352,0.0517432,0.402441,0.076192,0.0765478,0.0762189,0.102818,0.201973
NR_033410,2.15376,1.33987,2.52264,2.10994,2.23778,1.69467,2.16201,2.0989,2.36855,2.27289
NM_001009894,1.08976,1.18385,1.09718,0.562169,2.19475,1.24776,0.989866,1.09375,1.03932,1.72593
NM_025114,0.298417,0.21816,0.213456,0.419592,0.796983,0.308675,0.28753,0.376935,0.455656,0.530379
NM_181783,0.313944,0.489116,0.36057,0.500148,0.729372,0.518256,0.363104,0.388829,0.607342,0.542297
NM_000899,0.487479,0.122739,0.238154,0.857848,0.533833,0.223312,0.640943,0.406264,0.865467,0.382737
NM_003994,0.174529,0.167523,0.325051,0.43585,0.728615,0.304793,0.150141,0.348381,0.447495,0.522387
NM_001946,3.33892,2.29019,2.51502,11.9793,3.68145,3.67488,5.56675,4.27638,10.1715,3.15313
NM_022652,1.82573,2.85568,2.06277,3.14775,1.87031,2.68103,2.06932,1.95076,2.33774,1.92464
NM_001199777,0.1219,0.116903,0.109215,0.108784,0.526026,0.105917,0.0849748,0.130894,0.303101,0.329028
NM_172240,1.00419,0.557033,0.61717,0.654907,1.17367,0.80835,0.847949,0.779195,0.563223,0.740748
NR_037660,0.189671,0.350834,0.200949,0.326469,0.908082,0.317862,0.255015,0.177482,0.639313,0.746227
NM_003774,0.34374,0.309467,0.246083,0.508279,0.319963,0.365102,0.48304,0.255556,0.629419,0.284716
NM_001199781,0.0120864,0.117996,0.0290853,0.244568,0.0415053,0.200155,0.0722924,0.130699,0.0450424,0.0772864
NM_001001323,1.01585,1.42876,1.95938,2.74553,9.96672,3.05778,2.0315,2.65794,4.44349,6.79917
NM_001682,1.21637,1.85914,1.67553,1.92331,9.26768,2.39396,1.92609,2.55114,4.08682,6.24173
NR_028138,0.377142,0.277466,0.653816,1.10152,1.52523,0.39321,0.625489,0.491685,1.11098,0.977193
NM_002345,9.17677,2.8906,4.16854,14.8735,1.9081,5.36217,8.72216,6.15358,12.1932,3.41513
NM_001920,27.4909,10.9535,12.9648,13.4643,6.88873,11.3018,17.3354,15.2907,12.7282,8.68984
NM_133503,131.895,39.9568,48.4432,61.1106,28.2383,46.406,76.8235,58.7359,55.1385,38.7563
NM_133504,0.27547,1.27384,0.524977,0.408241,0.168169,0.514658,0.327478,0.298507,0.297321,0.218763
NM_133506,0.291421,1.63441,0.905892,0.43255,0.171816,0.848367,0.39443,0.483797,0.345644,0.217235
NM_133507,0.106348,1.36535,0.329841,0.156638,0.0587951,0.369065,0.130226,0.178558,0.101743,0.115595
NM_001731,8.04621,7.95668,7.49712,13.5246,4.24085,8.46978,9.13146,8.31528,11.1747,5.49826
NM_003566,1.64009,1.18616,1.99002,1.28794,2.27938,1.54665,1.6772,1.91558,1.59641,2.04387
NM_019094,1.10188,0.441337,0.452187,0.459549,0.966551,0.797729,0.722853,0.612596,0.781946,0.874697
NM_199040,1.08816,0.435864,0.446597,0.45384,0.954593,0.78781,0.713915,0.605017,0.772246,0.86384
NR_002212,14.733,4.93398,6.22602,2.93067,11.5812,5.26414,8.03621,7.21898,5.32639,9.08626
NM_003348,8.72621,7.55455,7.46958,6.74462,16.0308,8.64192,7.77344,8.58721,8.64902,12.4364
NM_014050,0.823727,0.976912,0.707551,0.579748,0.832448,0.85806,0.747709,0.80581,0.56714,0.800748
NM_172177,0.79962,0.948332,0.686848,0.562785,0.808085,0.832948,0.72583,0.782227,0.550545,0.777312
NM_172178,0.656742,0.778878,0.564119,0.462222,0.663695,0.684115,0.596135,0.642457,0.45217,0.63842
NM_003877,3.26989,3.18833,1.88475,6.2488,1.47476,3.46718,3.61735,2.95704,5.4886,1.87796
NM_003805,9.26915,11.9035,3.71239,3.91693,4.74985,7.02873,6.60463,5.12865,3.97531,4.60322
NM_005761,0.47018,0.228428,0.404933,2.34133,0.750778,0.801386,1.20681,0.679788,2.10515,0.543062
NR_037687,0.123092,0.059207,0.104526,0.170542,0.220379,0.0144878,0.0171575,0.333073,0.126794,0.355179
NM_001042399,0.32252,0.303192,0.303635,0.244801,0.310279,0.331201,0.305768,0.286545,0.209684,0.320338
NM_016122,0.231539,0.217663,0.217981,0.410849,0.222751,0.237772,0.219513,0.205713,0.37952,0.229973
NM_020698,1.04809,1.56068,3.95338,2.4237,4.80394,2.68924,2.37354,3.51149,3.24746,4.5221
NR_030171,0.847579,0.421828,0.422444,4.74476,0.419354,1.69374,2.12706,1.69434,3.42844,0
NM_018838,135.004,75.0726,106.924,46.1932,88.9254,77.6547,95.4827,101.143,61.6632,98.6323
NM_003297,0.584417,0.698763,0.530761,0.478942,0.623461,0.52415,0.507734,0.515941,0.381628,0.434433
NM_001032287,0.892895,0.125972,0.807746,1.11551,0.605524,0.566087,0.651775,0.618806,0.834491,0.775578
NM_001127362,0.0768305,0.320593,0.270961,0.304811,0.0521029,0.246375,0.25658,0.0532461,0.27719,0.267316
NM_018351,0.576916,0.289757,0.295456,1.01817,0.481842,0.460089,0.637569,0.465541,0.867076,0.425817
NM_017599,2.78018,2.57424,4.28593,2.81876,3.74275,3.00396,3.28841,3.62971,2.75695,4.13136
NM_006838,6.14495,8.37877,6.96454,5.69755,7.56608,7.33132,5.99948,6.87115,5.91611,7.3157
NM_001042403,0.020368,0.0202737,0.030455,0.155482,0.0201548,0.0610529,0.051115,0.0610744,0.133881,0.0505756
NM_021229,7.07137,7.07924,3.7549,8.27699,4.11767,6.01922,6.3886,4.59416,6.77958,4.18711
NM_003095,11.9025,28.3843,13.8421,14.3229,17.0534,20.0066,14.375,13.5696,11.8482,14.1617
NM_152435,2.20942,18.6015,3.25773,2.95154,1.91301,10.049,4.62058,3.08249,0.698207,2.03446
NM_002108,2.05158,18.7061,3.57496,2.61416,1.75116,9.9207,4.51189,3.50634,0.855198,1.88215
NM_000895,7.85122,6.17588,10.2765,21.5931,7.39121,10.3959,12.84,11.306,18.6783,8.98323
NM_005230,3.95379,1.79713,2.18705,5.11755,1.76398,2.39769,3.90011,2.80972,4.66848,2.04297
NM_001170464,0.822373,0.913379,1.23746,1.45636,4.26128,1.23126,1.1416,1.30815,2.11876,3.08033
NM_002595,0.753639,0.853835,0.983406,1.20541,2.94245,1.33634,1.23778,1.33288,1.91402,1.86293
NM_001135176,0.0742075,0.145328,0.171387,0.313622,0.190026,0.266454,0.101437,0.138514,0.133122,0.187406
NM_001135177,0.199605,0.190039,0.302895,0.0950343,0.0565828,0.192952,0.193142,0.319609,0.107389,0.0985597
NM_152905,0.468729,0.175924,0.310689,0.30218,0.139225,0.147159,0.532893,0.426772,0.282748,0.309132
NM_001135175,0.0718671,0.0943196,0.0766906,0.0895782,0.332054,0.109041,0.0658342,0.0642273,0.203573,0.311802
NR_024037,0.046841,0,0,0.190703,0.0927014,0.0234009,0.117551,0.0702274,0.0947353,0.0930482
NR_033801,0.20824,0.207276,0.326196,0.469321,0.618182,0.341823,0.313557,0.327076,0.511413,0.502306
NR_027157,0.0201064,0.118727,0.0471275,0.114047,0.0835949,0.091418,0.0451728,0.0224995,0.106033,0.0420461
NM_001032283,1.55295,2.06051,0.915572,2.10675,1.46981,2.02414,1.65011,1.48656,1.97935,0.980831
NM_001032284,0.602843,0.755476,1.39615,1.3368,1.41174,0.824911,0.774448,1.42333,1.29786,1.70036
NM_003276,0.500279,0.90304,0.587718,0.746545,0.945759,0.84399,0.561987,0.688064,0.868735,0.772283
NM_002635,19.8078,55.3362,17.6523,36.5961,48.5076,39.9809,27.1176,24.9933,35.4023,37.7817
NM_005888,141.3,41.5457,87.7399,15.1193,32.1022,51.5037,76.6658,76.8199,23.1315,50.3935
NM_213611,13.3046,9.44479,10.2181,10.487,12.9342,11.1599,13.4274,11.7008,12.294,13.0909
NR_003015,0.589915,0.195728,0.588042,3.60257,0.19458,0.982369,1.38174,0.589629,2.98274,0.585925
NM_201612,1.16558,1.07674,0.358915,0.732666,0.429182,0.728584,0.855212,0.177027,1.15165,0.703354
NM_153687,0.361634,0.438846,0.286939,0.449432,0.216632,0.278421,0.400563,0.278281,0.32802,0.271065
NM_001160,0.0910621,0.0602927,0.0378221,0.155517,0.0654479,0.0737384,0.0975599,0.0776968,0.18937,0.1018
NM_013229,0.0632958,0.0419085,0.0643334,0.259583,0.0454918,0.0991984,0.117307,0.146017,0.183499,0.0707591
NM_181861,0.0577327,0.0382252,0.0786697,0.236769,0.0414936,0.0904803,0.106997,0.133184,0.192895,0.0645402
NM_181868,0.0829189,0.054901,0.0467748,0.141609,0.059595,0.0671449,0.0888367,0.0707484,0.199198,0.0926963
NM_181869,0.220673,0.282305,0.449762,0.572372,1.29213,0.513927,0.636912,0.462021,0.73926,0.847941
NM_152788,0.148016,0.128463,0.136972,0.342438,1.0475,0.301326,0.129066,0.22448,0.61218,0.671935
NM_181670,1.39765,1.34616,1.65118,1.91797,16.6207,3.20128,2.02225,3.41885,5.99939,11.0677
NM_015054,0.973162,1.4757,1.65066,1.19146,2.78853,1.60649,1.25131,1.45634,1.49623,2.30278
NM_001006947,0.495356,0.382129,0.400729,0.166095,0.46135,0.282768,0.526814,0.3039,0.395854,0.572916
NR_036632,0.233151,0.398845,0.251873,1.04441,0.187819,0.560841,0.413653,0.341011,0.770619,0.230937
NR_024261,0.220597,0.401246,0.261571,0.848175,0.179502,0.350099,0.353278,0.238173,0.588352,0.219714
NM_022496,2.46498,3.12273,2.513,2.67997,7.62244,3.49846,2.86808,3.27572,4.10729,5.6478
NM_017988,1.53785,1.83945,1.46856,1.65733,1.41945,1.62695,1.49185,1.58877,1.55514,1.39909
NM_005123,0.848766,7.07836,1.55494,1.14407,0.771783,3.66727,1.77311,1.39864,0.162383,0.592395
NM_174942,0.19005,0.147132,0.126298,0.300902,0.104478,0.147693,0.148383,0.168851,0.192187,0.0629215
NM_178826,0.0835236,0.118767,0.142729,0.145735,1.05083,0.154985,0.0838434,0.178892,0.410248,0.711074
NM_145913,0,0.0297821,0.0447385,0.243631,0,0.0597912,0.0600704,0.0149531,0.166414,0.0297182
NM_014503,0.485594,0.591963,0.636339,0.560888,0.485911,0.566961,0.542224,0.528987,0.45795,0.525663
NM_001177,6.89153,7.49986,5.83157,5.65824,8.94099,6.64093,6.36449,6.56674,6.55088,7.49898
NM_152323,0.0506278,0.352754,0.0504671,0.15459,0,0.252927,0.152465,0.253016,0.0511971,0.0502853
NM_002465,13.4681,46.405,241.427,36.6207,55.1775,89.2972,84.1869,163.5,50.0637,131.398
NM_206819,16.2127,58.7692,308.798,47.1338,69.2289,112.348,106.955,204.755,63.9501,166.44
NM_206820,16.5466,59.7379,312.474,46.6767,70.5654,112.468,109.473,207.864,65.0196,166.836
NM_206821,21.9338,78.7978,412.57,60.8121,90.9447,147.575,143.266,271.083,84.5224,217.952
NM_020244,18.9896,19.8929,9.32658,6.81001,10.8284,13.8358,12.3884,10.1838,6.44886,9.51087
NM_001177948,0.0625489,0.16766,0.0635137,0.253888,0.103648,0.0440864,0.214492,0.105397,0.235061,0.0802278
NM_024312,3.31805,1.68611,2.1673,3.91042,5.27924,2.5737,3.16422,2.87134,4.44144,4.06748
NM_018370,2.46977,1.02201,2.35128,12.0464,1.42791,3.52133,5.37631,3.75834,9.8218,2.4255
NM_016053,6.08438,7.1281,5.15262,4.93232,6.55349,5.59509,5.78337,5.43561,5.71719,5.24102
NM_024057,0.938316,0.730934,0.89467,0.788944,0.60554,0.570671,0.573336,0.774755,0.866356,1.05353
NM_017915,0.0423009,0.0631653,0.111335,0.0812003,0.0788832,0.0626103,0.0424629,0.0796789,0.0806757,0.0633912
NM_000618,0.247595,0.591258,0.252957,0.234696,0.186708,0.40367,0.224607,0.290844,0.217566,0.203141
NM_001111283,0.216673,0.541114,0.234096,0.220629,0.163389,0.381775,0.210004,0.271195,0.190391,0.17777
NM_001111284,0.285144,0.837037,0.419498,0.44359,0.162474,0.607708,0.411086,0.380226,0.340659,0.222996
NM_001111285,1.13228,6.79609,2.65058,1.9664,1.28585,3.69656,2.19974,2.18712,1.27647,0.864779
NM_000277,8.10464,74.922,13.0871,10.2087,7.51177,39.2984,17.3573,13.1591,2.78137,7.30311
NM_004316,0.39581,0.807654,0.512919,0.423007,3.72084,1.20621,0.456924,0.850579,1.3809,2.69296
NM_017564,0.286715,2.29499,0.40489,0.449895,0.200964,1.26526,0.569629,0.441804,0.102687,0.195783
NM_001031701,0.449755,1.18701,2.37749,1.04732,2.89281,1.64772,1.40232,1.93437,1.57117,2.73442
NR_027249,0.0544283,0.043341,0.0217022,0.0332389,0.0323151,0.0435061,0.065564,0.0217607,0.0330242,0.0540601
NM_003299,48.3055,168.444,48.4857,56.7794,48.1745,103.608,63.263,50.3788,40.5546,42.5413
NR_037425,38.0053,13.4359,31.5666,83.0141,9.98233,34.468,45.2272,40.016,66.8393,22.6887
NM_001135570,1.21955,1.185,1.38935,0.709306,2.09751,1.42162,0.874445,1.65431,1.35072,2.04768
NM_003211,0.772854,0.905031,0.694871,0.940868,0.839742,1.01447,0.745389,0.575573,0.781544,0.571957
NM_031302,1.25714,0.625662,0.652684,1.25289,0.596077,0.628046,0.709852,0.83769,1.11237,0.70236
NM_013320,0.797183,1.01533,1.46113,0.933534,1.63705,1.19906,1.09279,1.16521,1.22222,1.5325
NM_006166,2.73893,1.75661,1.98435,1.65253,3.12938,2.04543,2.29591,2.2296,2.24148,2.87465
NM_001093771,0.68052,0.724196,0.608019,0.563518,0.553832,0.783658,0.625696,0.629639,0.617861,0.716665
NM_003330,2.10564,1.74863,2.08423,2.38752,1.64181,1.76871,2.20708,2.16686,2.15909,2.0324
NM_182729,3.43964,2.97983,2.66767,3.04383,2.53681,3.43985,2.61936,3.35234,2.62618,2.517
NM_182742,1.31636,1.16585,1.46072,0.940901,1.29564,0.881028,1.65735,1.07841,1.0395,1.39638
NM_182743,2.14181,1.98835,1.84823,1.14861,2.00805,1.71093,1.94496,1.64017,1.22011,1.705
NM_001008394,0.377096,0.0682455,0.239208,0.942094,0.610607,0.274022,0.481778,0.685297,1.07467,0.408595
NM_001173982,1.11644,0.753924,1.06488,4.82609,2.09255,1.56926,2.1975,1.8686,4.24589,1.66419
NM_018413,1.05979,0.715657,1.01085,4.58117,1.98632,1.65374,2.08594,1.77374,4.03043,1.74313
NM_032148,0.513235,2.70617,0.829631,1.55303,1.16671,2.05122,1.10002,0.901192,1.03801,0.881753
NM_152318,2.37104,5.82149,2.915,2.73507,2.34622,3.55358,3.25283,3.79183,2.87724,2.041
NM_001034173,0.0918829,0.0670688,0.143493,0.19951,0.224273,0.131589,0.156799,0.116329,0.213707,0.191649
NR_027752,0.104403,0.0762077,0.163045,0.226696,0.254831,0.149519,0.178165,0.13218,0.242827,0.217763
NM_015275,1.4902,1.82884,1.31666,1.93903,1.85163,1.98809,1.5809,1.62488,1.83232,1.65672
NM_018171,3.02872,2.40873,2.16951,2.44756,3.32835,2.75246,2.58198,2.60131,2.75496,2.73613
NM_001145199,0.647784,1.32539,2.94165,1.35528,1.63812,1.83385,1.40891,1.76256,1.71045,1.93021
NM_014840,4.90083,2.92688,4.03035,2.97823,14.9123,4.90392,4.34805,4.74717,6.43542,10.6659
NM_006825,7.31889,8.99343,5.16506,7.35043,6.28092,7.47454,6.68049,5.76164,5.862,5.59678
NM_152772,4.58793,1.21337,2.91635,3.33872,2.93888,2.12596,3.09258,3.34513,3.5861,2.90585
NM_018082,0.913246,0.714976,0.846464,0.682805,0.812147,0.887814,0.840443,0.83327,0.715223,0.903949
NM_001160708,0.102851,1.11124,0.10931,0.27555,0.692609,0.581381,0.338087,0.14951,0.320034,0.29501
NM_213594,0.0373667,0.165446,0.250884,0.182357,1.91081,0.318948,0.0605633,0.435535,0.84932,1.25167
NM_032491,0.149807,0.065688,0.0804577,0.0450214,0.3146,0.12673,0.242805,0.087771,0.0309414,0.176407
NM_018157,2.7393,1.14753,1.56175,1.08315,2.35961,1.50634,1.79033,1.83188,1.34519,2.20206
