,cell1,cell2,cell3,cell4,cell5
GMPPA,0.540344945,0.192837793,0.126614147,0.154966751,0.235253345
CHPF,0.012976121,0,0.005492583,0.030113671,0.010940955
STK11IP,0.037729011,0.06958685,0.025140405,0.137426487,0.187684036
EPHA4,0.025443512,0,0,0.022986634,0
SGPP2,0.006795707,0.009994453,0,0,0
FARSB,0.162492335,0.165249123,0.260152534,0.195022813,0.072800215
ACSL3,0.119091292,0.048888719,0.18770793,0.180144932,0.066530115
AP1S3,0.010100107,0.022929831,0.061615543,0.030979529,0.038666729
WDFY1,0.061115629,0.039282255,0.039862374,0.113632628,0.064944344
MRPL44,0.294981498,0.39716856,0.446068301,0.274562907,0.513976641
SERPINE2,0.048627037,0.005593748,0.01544175,0,0
CUL3,0.175255903,0.056920154,0.162601706,0.212301052,0.094460344
DOCK10,0.346227781,0.150074257,0.188371292,0.444968505,0.136394804
IRS1,0.010186228,0,0.029536239,0.033342659,0
RHBDD1,0.046420356,0.024237228,0.079508013,0,0.079043724
COL4A4,0,0,0.025759184,0,0
COL4A3,0,0.011688524,0.032956577,0,0
MFF,0.779216455,0.712081019,0.914674968,0.489137009,0.539264029
AGFG1,0.08140152,0.095547725,0.051655093,0.025453893,0.125079835
CCL20,0.017756576,0,0,0.064804039,0
PID1,0.024438378,0.550858158,0,0.012871007,0.068067097
TRIP12,0.261066789,0.095939273,0.182443853,0.202585413,0.088259662
FBXO36,0.009329293,0,0.015585355,0.013724199,0
AC009950.2,0.01089123,0.006884326,0,0,0
SP110,1.269280822,1.727041311,2.370889408,1.209295737,2.244618239
SP140,0.245741977,0.182382968,0.787998746,0.558303155,0.22206895
SP140L,0.36854927,0.217505052,0.609286902,0.304110737,0.213387672
SP100,1.353450755,1.097560587,2.379180623,1.545536407,0.887843285
CAB39,0.161520648,0.110789154,0.059277652,0.154236002,0.044727314
ITM2C,0.290703996,0.044974919,1.250374643,0.208404979,0.02665217
GPR55,0.011611081,0,0,0.037741546,0
PSMD1,0.202179169,0.323120779,0.200089525,0.155664892,0.217330537
NCL,1.248891415,0.912789009,1.716093408,1.061336503,1.694934526
NMUR1,0.00477674,0.017362089,0.009004434,0.067521937,0
PTMA,36.15474735,31.8521163,40.62298486,32.69582581,38.66145598
PDE6D,0.226703942,0.140675776,0.260034038,0.281933067,0.250186612
COPS7B,0.217556517,0.081421264,0.153972556,0.12984166,0.168333311
DIS3L2,0.161145518,0.112171815,0.137932835,0.282082782,0.019793436
TIGD1,0.0394102,0.031940942,0.059076761,0.062300823,0.081015058
EIF4E2,0.472387393,1.388981489,0.344366875,0.543171107,2.434286044
EFHD1,0.02269101,0,0,0,0
GIGYF2,0.105928471,0.109215539,0.078852836,0.084031882,0.13554516
INPP5D,0.280392124,0.437637692,0.413393285,0.474123009,0.686329787
ATG16L1,0.074151817,0.071282972,0.250962261,0.12660506,0
DGKD,0.136158257,0.137325456,0.217166955,0.099399687,0
USP40,0.04081919,0.020470996,0.074140348,0.045490451,0.027746713
AC097713.4,0.020285896,0,0.007142148,0.01480363,0
ARL4C,1.230645465,0.438649438,0.327634203,2.025255522,0.179413846
AGAP1,0,0,0,0.012768946,0
COPS8,0.414910445,0.203850145,0.350792717,0.767322656,0.313018987
LRRFIP1,1.884635325,3.02811957,1.666056369,1.529203986,3.580749952
RAMP1,0.01039324,0.024341135,0,0.067417092,0
UBE2F,0.490379997,0.764476898,0.379135401,0.455101993,1.334456775
SCLY,0.021561208,0.020039159,0.061784243,0.043484131,0.064116606
ILKAP,0.353739085,0.123321379,0.322904159,0.536097448,0.250455114
AC016757.3,0.01425395,0.007366401,0,0,0.014916379
HES6,0.018860896,0,0.012771589,0.029602677,0.039668245
PER2,0.021165578,0,0.020606832,0.011821169,0.013898367
TRAF3IP1,0.014641583,0.015584699,0,0.014370603,0
ASB1,0.142490955,0.098477282,0.162934079,0.305457521,0.217075155
HDAC4,0.051331086,0.110466824,0.008806809,0.045325205,0.109821951
AC062017.1,0.019700245,0.042586219,0.056692616,0.031457078,0.022190711
NDUFA10,0.781983874,0.730357986,0.818647994,0.695827921,0.655732417
MYEOV2,1.04059263,1.254771862,0.804433294,1.546527959,1.434728001
ANKMY1,0.098874489,0.065847504,0.116872156,0.08418381,0.042316449
DUSP28,0.13469145,0.186838053,0.152522621,0.184915869,0.016166528
RNPEPL1,0.584098461,0.605200898,0.518160272,0.682451714,0.420378999
CAPN10-AS1,0.026459855,0.023773229,0.074929385,0.017084161,0.023761209
CAPN10,0.08389074,0.050321126,0.031225185,0.151153337,0.101833992
GPR35,0.0424904,0.162126426,0,0.021983139,0.134570317
AC104809.3,0.00302826,0.012587641,0,0,0.028661839
SNED1,0.030052499,0.027086087,0.027432516,0,0.054981479
MTERFD2,0.511119914,0.267399191,0.95221703,0.84331545,0.210780934
PASK,0.814233989,0.035729167,0.094134209,0.184735724,0.015171422
PPP1R7,0.831283308,0.886018744,0.727204943,0.885481202,0.946475779
HDLBP,0.158968684,0.58085462,0.219697496,0.170259318,0.501654783
SEPT2,0.43837585,0.482560539,0.398101841,0.509216359,0.367210075
FARP2,0.026192288,0.026514096,0.05435716,0,0.114050975
STK25,0.21271853,0.242049269,0.338069677,0.280508516,0.139145834
BOK,0,0,0,0,0
THAP4,0.145487039,0.114707588,0.184101106,0.151793508,0.119639107
ATG4B,0.219437019,0.306797804,0.1673912,0.298498781,0.237475653
DTYMK,0.224066027,0.27248826,0.322273982,0.329336164,0.745534083
ING5,0.169443714,0.070527338,0.080465252,0.350164221,0.050575891
D2HGDH,0.081904706,0.028357848,0.033708279,0.090108874,0.059134089
PDCD1,0.057310301,0,0.038139262,0.23227073,0
AC131097.3,0.009478583,0.005493887,0.012810265,0,0
AC093642.3,0,0.015958635,0.01577521,0.025810781,0
TRNT1,0.167779419,0.041110641,0.080368304,0.173377707,0.100587753
CRBN,1.167877377,0.630208724,1.017752296,1.281042809,0.493352857
RP11-97C16.1,0.00466911,0.013706489,0,0,0
SUMF1,0.055996424,0.173846614,0.078571502,0.139348091,0.187098327
SETMAR,0.040954958,0.010986606,0,0.034546713,0.012074611
ITPR1,0.098002919,0.123370368,0.196387962,0.080571362,0.042199899
AC018816.3,0.044195151,0.00527194,0.008274769,0.013338936,0.029488499
BHLHE40-AS1,0,0.030144089,0,0,0
BHLHE40,0.149332934,0.346795202,0.124115914,0.352692732,0.140258113
ARL8B,0.11376247,0.196266489,0.183942422,0.190482813,0.121172667
AC026202.1,0.007143693,0,0,0,0
EDEM1,0.132275674,0.097212609,0.169807984,0.052104193,0.027743034
RAD18,0.051020652,0,0.051538548,0.030676278,0.011750246
SRGAP3,0.014441274,0.02092954,0.010375101,0,0.011750246
SETD5-AS1,0.401056834,0.326104268,0.843290156,0.379391212,0.339101092
THUMPD3,0.14902998,0.505612992,0.132698786,0.306489642,0.159671163
SETD5,0.244053336,0.252455719,0.264176541,0.417031515,0.116036113
RP11-58B17.2,0.009806428,0.00513027,0,0.014327982,0
MTMR14,0.342253119,0.722825865,0.574583407,0.395238808,0.818236594
BRPF1,0.044058881,0.062848714,0.034977351,0.014698533,0.039941667
OGG1,0.149530861,0.135002363,0.154951324,0.198199646,0.119674967
CAMK1,0.060890695,0.698668558,0.034055636,0.04679225,1.715907637
TADA3,0.45772658,0.449678712,0.383000961,0.565048511,0.852362375
ARPC4,1.553122548,1.88946714,1.115021011,2.127027787,2.211344417
TTLL3,0.05880631,0.060918133,0.034995787,0.050645866,0.137155057
RP11-266J6.2,0.012469179,0,0,0.016553688,0
RPUSD3,0.271419253,0.206343975,0.488762297,0.310514644,0.216300196
JAGN1,0.559054049,0.692717902,0.513356457,0.645206805,0.609148319
IL17RE,0.014038002,0,0,0.027014439,0
IL17RC,0.025065317,0.058832683,0,0.045881813,0
CRELD1,0.114350914,0.04516053,0.068740372,0.172158115,0.076055953
PRRT3,0.073791911,0.005794985,0.080395195,0.106195248,0.064511322
EMC3,0.479836737,0.73037123,0.480406918,0.51598347,0.817851302
FANCD2,0.023995468,0.007541535,0.095441435,0,0.01709656
BRK1,2.773494366,5.809337331,3.94088415,4.332276034,6.099313981
VHL,0.137119717,0.107211801,0.20670806,0.091874731,0.157014985
IRAK2,0.019991089,0,0.047410036,0.053212708,0
TATDN2,0.067146461,0.089382317,0.031882801,0.107505794,0.076774938
LINC00852,0.006842365,0.012840985,0,0,0
GHRL,0.008348415,0.065551645,0,0.012148159,0.013796491
SEC13,0.347725564,0.631397146,0.27698426,0.315512224,0.692401205
ATG7,0.066112993,0.136523033,0.080607964,0.102729091,0.10467929
VGLL4,0.140347109,0.079376993,0.134026502,0.246371102,0.043629418
TAMM41,0.182064357,0.044095849,0.167733021,0.188870745,0.124322117
TSEN2,0.067734142,0.04661265,0.122240054,0.051162964,0.011262339
MKRN2,0.205004997,0.137878559,0.244374248,0.211510804,0.134567974
RAF1,0.345986629,0.291131619,0.43476597,0.319390388,0.342396977
TMEM40,0,0.009043227,0,0.016667917,0.01647091
CAND2,0.028224288,0,0,0.007526748,0
RPL32,103.0299589,67.18148041,88.42049369,68.13372096,45.67798665
IQSEC1,0.140837206,0.418133211,0.312379848,0.25322916,0.337323734
NUP210,0.335137004,0.353448034,0.222763978,0.420936247,0.210246244
HDAC11,0.013630597,0.027082343,0,0,0
FBLN2,0.00994662,0,0.013592571,0,0
WNT7A,0.11270711,0,0,0.011208626,0
CHCHD4,0.11295991,0.084741118,0.068011509,0.085195065,0.13149722
TMEM43,0.212877342,0.224920659,0.163766832,0.430085306,0.086611108
AC093495.4,0.017658966,0.047348145,0.016411307,0.013456596,0
XPC,0.268059731,0.224308716,0.197646606,0.238852545,0.284167212
LSM3,0.622926824,0.635208058,0.713741367,0.76389604,0.710810934
SLC6A6,0.120981213,0.161109016,0.047960164,0.107764005,0.494115434
CCDC174,0.272173245,0.124179041,0.364489628,0.333233597,0.200946036
FGD5-AS1,0.187081054,0.225018972,0.21550738,0.23947718,0.145831607
NR2C2,0.01440703,0.022578862,0,0.01396219,0.014916379
MRPS25,0.280191178,0.327138719,0.23711637,0.170506342,0.31827189
ZFYVE20,0.066030326,0.035235072,0.016347844,0.013995899,0.082064858
CAPN7,0.181764998,0.057955128,0.140004899,0.103925533,0.019146671
SH3BP5-AS1,0.068911914,0.037775997,0.028975717,0.093556455,0.01479557
SH3BP5,0.682398755,0.262794862,0.730897168,0.83845314,0.160482136
METTL6,0.043938471,0.012986924,0.027944994,0.070345289,0.078368504
EAF1,0.033184953,0.040771406,0.04319709,0.103698254,0.032910849
EAF1-AS1,0.00844054,0.041861139,0.013763299,0.041104753,0
COLQ,0.008752705,0.006838659,0,0.117892685,0
HACL1,0.183399626,0.022658753,0.225551331,0.263873705,0.146362922
BTD,0.107102117,0.03513246,0.142247587,0.106222345,0.063160247
ANKRD28,0.11180551,0.098762935,0.083237056,0.06307977,0.026907629
DPH3,0.202415936,0.465071601,0.226331097,0.247480821,0.307477038
OXNAD1,1.015192181,0.141412259,0.176421903,0.590134394,0.150979249
RFTN1,0.145350257,0.094324845,0.258519378,0.198796722,0.275870815
RP11-415F23.2,0.014967553,0.022231918,0,0,0
RP11-415F23.4,0.037559775,0,0,0,0
PLCL2,0.12000166,0.100219549,0.072715827,0.079474308,0.135212224
TBC1D5,0.115521142,0.157269874,0.299068069,0.11969487,0.157162243
SATB1,0.62837154,0.136914461,0.169877736,0.609254758,0.169293112
KCNH8,0.003941676,0,0.045849246,0.026437699,0.01217401
RAB5A,0.345382159,0.164520346,0.307591,0.345446272,0.341570381
KAT2B,0.053661455,0.069011499,0.139392702,0.045385965,0.075284396
SGOL1,0.007536678,0.008925782,0.040271212,0.004312036,0
UBE2E2,0.026348878,0.307273931,0.477894636,0.015710302,0.374110818
UBE2E1,0.677849831,0.60105161,0.681841425,0.468401542,0.472531199
NKIRAS1,0.05135408,0.006668356,0.044313614,0.056156305,0.031601443
RPL15,60.86673778,44.34757911,68.19039465,51.87762865,33.61235093
NR1D2,0.084669222,0.14679439,0.045806883,0.092075202,0.040160105
TOP2B,0.319719328,0.139004255,0.107400294,0.169712338,0.067893017
NGLY1,0.2980712,0.196230306,0.36513709,0.533857122,0.138898546
OXSM,0.080934154,0.052225687,0.079253491,0.10204171,0.025703817
SLC4A7,0.186451145,0.030785592,0.135857855,0.110505698,0
RP11-222K16.2,0.040957998,0,0,0.47673265,0.014785004
EOMES,0.054295312,0.005062253,0.027637031,0.44325527,0.050399619
CMC1,0.288126412,0.302081193,0.246696582,1.187374828,0.391108654
AZI2,0.208092965,0.35165296,0.116304386,0.240106509,0.263834131
TGFBR2,0.462615664,0.210460174,0.166671706,0.41490791,0.438240635
STT3B,0.829433382,0.221972258,0.505742481,0.736284292,0.324392898
OSBPL10,0.016163401,0,0.331787696,0,0.048999827
ZNF860,0,0,0.116771813,0.020901743,0
GPD1L,0.086355616,0.02635907,0.06633513,0.104592003,0.019568935
CMTM8,0.390704081,0.023204353,0.02113306,0.052333664,0
CMTM7,1.165565625,1.113047211,0.785734827,1.362704438,1.340364544
CMTM6,0.696427369,0.763613976,0.680887972,0.658688854,1.803171484
DYNC1LI1,0.169065275,0.138929379,0.219248872,0.25580551,0.48375872
CNOT10,0.17423873,0.114797852,0.226368112,0.298881468,0.152701592
CCR4,0.051664836,0.018443492,0,0,0
GLB1,0.132765113,0.299443236,0.195036422,0.440648587,0.361427455
CRTAP,0.195428191,0.892389561,0.287121344,0.202066307,0.323901981
UBP1,0.048277062,0.033438944,0.028174368,0.054588652,0.057081729
CLASP2,0.135696764,0.129496618,0.194169496,0.06458978,0.103192764
RP11-10C24.1,0.004356709,0.007960833,0,0,0
PDCD6IP,0.437055495,0.44833412,0.564649383,0.560451322,0.470107214
TRANK1,0.173470018,0.046914265,0.184413893,0.080582573,0.076100449
EPM2AIP1,0.406527493,0.100813315,0.461002482,0.33339233,0.164975163
MLH1,0.104802384,0.095827644,0.15866908,0.176329749,0.088954252
LRRFIP2,0.168065693,0.359978295,0.093170367,0.127304777,0.325260591
RP11-259K5.2,0.006592996,0.010557377,0.008547863,0,0.013452848
GOLGA4,0.287712242,0.096332431,0.197907995,0.420517927,0.109500254
CTDSPL,0.008401945,0.15258184,0,0,0.158078118
VILL,0.073255504,0.024382252,0.075732048,0.117005043,0.020948331
PLCD1,0.076179223,0.037774554,0.010160495,0.066149001,0.092050548
DLEC1,0.005546115,0.016257427,0.008806809,0.030375854,0
ACAA1,0.480067892,0.749137268,0.491579259,0.600208893,2.014751738
MYD88,0.427223564,0.937295977,0.277874189,0.448624585,1.414578626
OXSR1,0.078908087,0.149860526,0.108545711,0.102146185,0.097355867
XYLB,0.002101212,0,0,0.018896459,0.012301803
ACVR2B,0.004771502,0,0,0.02951681,0
EXOG,0.20029251,0.034798546,0.321938231,0.288212141,0.112504209
WDR48,0.090819363,0.118753036,0.039470476,0.07252056,0.107085561
GORASP1,0.04894321,0.099315161,0.018787444,0.034118001,0.068510692
TTC21A,0.053860033,0.054305912,0.182973662,0.013608219,0.0276073
CSRNP1,0.556538929,0.581807439,0.318910694,0.457078139,0.601642979
CX3CR1,0.075296765,0.578790634,0.10402319,0.591321422,1.182680249
SLC25A38,0.436266177,0.098095235,0.467852473,0.536875753,0.068326524
RPSA,41.34661978,12.20095774,41.2774223,32.94183886,11.8943431
EIF1B,0.852041217,0.959279773,1.99875924,0.811360858,1.434204144
ENTPD3-AS1,0.280454551,0.030654522,0.063417359,0.055678724,0.069024801
RPL14,51.27180258,31.42236495,40.12312558,42.70659629,26.98457453
RP11-391M1.4,0.020762487,0,0.016496832,0,0
ZNF619,0.013567753,0,0.037656492,0,0.015260885
ZNF620,0.019036766,0,0.024947486,0,0
ZNF621,0.041371526,0.005521842,0.038886166,0.049240645,0
CTNNB1,0.330136876,0.419362181,0.348122993,0.846130875,0.196822515
ULK4,0.060269045,0.015379599,0.024082864,0.048382705,0.011761371
TRAK1,0.048772023,0.108877892,0.093705863,0.034949787,0.115773207
VIPR1,0.08096019,0.320554884,0.040183621,0.011632007,0.026927931
SEC22C,0.241839089,0.171166175,0.16143521,0.218718063,0.119452374
SS18L2,0.613658673,0.284005114,0.599324869,0.633022625,0.390524798
NKTR,0.754784597,0.318670146,0.875170386,0.848827147,0.646072145
ZBTB47,0,0.033553456,0.048963741,0,0.056936711
CCDC13,0.014995551,0,0,0,0.016174948
HIGD1A,0.197839608,0.149874769,0.188983808,0.22175245,0.355826606
RP11-70C1.1,0,0.086701877,0,0,0.097676163
POMGNT2,0.025089939,0.007486767,0.018755779,0.014125491,0.041842752
SNRK,0.223120435,0.212112395,0.240383838,0.340470902,0.114128712
ANO10,0.047112509,0.09226274,0.025352916,0.039928901,0.030962098
ABHD5,0.214398879,0.177697604,0.06111394,0.036701366,0.336144339
RP11-424N24.2,0.006238868,0.030818316,0,0,0.011321874
TCAIM,0.087553496,0.065077939,0.04097609,0.05041258,0.123065368
LINC00694,0.003148777,0.061582629,0,0,0
ZNF445,0.034139124,0.018916142,0.008547863,0.039510795,0.014071545
ZNF852,0.018036557,0,0.017214519,0.030509799,0.015393259
ZKSCAN7,0.004597581,0.013379985,0.014986864,0,0.013417974
ZNF197,0.045972801,0.044938104,0.047611304,0.072399756,0.054914921
ZNF35,0.00148773,0.028238309,0,0.004846264,0
ZNF502,0.013659624,0,0.029973728,0,0
ZNF501,0.015072327,0.015311556,0.046667521,0.026183837,0.014539279
KIAA1143,0.305507664,0.228872391,0.332308234,0.240112813,0.396381787
TMEM42,0.260585184,0.143314055,0.161730886,0.199192501,0.064526657
ZDHHC3,0.265108252,0.357268538,0.182848746,0.281667643,0.2316645
EXOSC7,0.289478501,0.197415894,0.348618334,0.402415347,0.229430107
LARS2,0.024506242,0.025629122,0.058036064,0.028826389,0
LIMD1,0.054389569,0.101676752,0.092418567,0.111196597,0.084978658
SACM1L,0.187036722,0.14859817,0.120353171,0.301540111,0.043725322
LZTFL1,0.081833452,0.054854891,0.114937891,0.036416443,0.026161997
CCR9,0.010450727,0,0,0,0
FYCO1,0.029836781,0.031102608,0.010824479,0.077248286,0.050595915
CXCR6,0.019104616,0,0,0.369031827,0.017761453
CCR1,0.030670246,0.206097739,0.020703587,0.063728348,0.120751349
CCR2,0.062042524,0.127333368,0.019861002,0.12592315,0.048652078
CCR5,0.007503978,0.083305949,0.007279006,0.107054291,0.012032507
CCRL2,0.009824358,0.046373657,0.008456524,0.011668884,0.013585258
ALS2CL,0.03426926,0.006859134,0,0.012547839,0
TMIE,0.021051444,0,0,0,0.0412703
CCDC12,1.089677604,0.916976884,1.653462698,1.307307809,4.100607656
NBEAL2,0.161572716,0.348560086,0.134664304,0.069803602,0.275398374
SETD2,0.134160277,0.183487257,0.215951448,0.157931528,0.170090645
KIF9-AS1,0.010540516,0,0,0,0
KIF9,0.033520272,0,0.016014631,0.023397665,0.016174948
KLHL18,0.084195761,0.155999978,0.105359874,0.047379619,0.167824175
RP11-708J19.1,0.054683546,0.03216196,0.118616256,0.084901636,0.033918808
PTPN23,0.05194961,0.079917557,0.027361204,0.034994598,0.026397789
SCAP,0.107453721,0.095892417,0.136998561,0.146434239,0.058676908
ELP6,0.234085645,0.095310942,0.366905646,0.226605589,0.15804153
SMARCC1,0.209107363,0.217228486,0.240183967,0.213559929,0.181571586
DHX30,0.186146764,0.202463893,0.176118348,0.396617894,0.207090398
MAP4,0.15587403,0.241056128,0.139254379,0.286665849,0.283800424
CDC25A,0,0,0.01308683,0.004846264,0
CAMP,0,0.040412979,0,0,0.011262339
ZNF589,0.037634529,0.058642662,0.017457125,0.026788824,0.027956836
NME6,0.267465787,0.08728964,0.139027493,0.194842823,0.137710011
CCDC51,0.046841362,0.041245898,0.063146135,0.038478238,0.0250088
TMA7,6.186737495,4.494186699,4.330563749,5.840315646,4.527298282
ATRIP,0.063717753,0,0.022638648,0.0373514,0.025466093
TREX1,0.444449305,1.14675796,0.592352313,0.418766172,1.083459012
SHISA5,1.01569674,1.199791251,1.150815244,1.477537013,1.286860499
PFKFB4,0.01007158,0.123823781,0,0.032019375,0.069786768
UQCRC1,0.638158196,1.843778631,0.482984848,0.84833621,1.779127377
SLC26A6,0.019107338,0.044782625,0.008274769,0.057040419,0.098367271
CELSR3,0.003864663,0,0.017142015,0,0
NCKIPSD,0.026721629,0.004744261,0,0.006097078,0.021893479
IP6K2,0.37164862,0.225417503,0.54683393,0.618974716,0.403087761
PRKAR2A,0.235271321,0.294746235,0.142141286,0.077959684,0.194283327
PRKAR2A-AS1,0.004824401,0,0,0.011274021,0.014687113
SLC25A20,0.082169569,0.144071035,0.067563634,0.214107772,0.242022822
ARIH2OS,0.180658726,0.092803806,0.157556955,0.258687177,0.126475943
ARIH2,0.227409987,0.229753026,0.216496039,0.302991101,0.198265987
RP13-131K19.2,0.009055132,0.00583434,0,0,0
RP13-131K19.7,0.009669589,0,0.00995111,0,0
P4HTM,0.248104681,0.079773373,0.113257935,0.133909697,0.079057407
WDR6,0.248898669,0.182983631,0.199340719,0.161572084,0.06663666
DALRD3,0.222700757,0.320740245,0.248916808,0.408218654,0.278631931
NDUFAF3,1.034714876,1.128115143,1.024281946,1.146786997,1.184169491
IMPDH2,0.992810152,0.406607899,1.135064625,0.670425459,0.472153793
RP13-131K19.6,0.003913318,0.009346581,0,0,0
QRICH1,0.144635156,0.319297334,0.192122357,0.146594515,0.194169859
QARS,0.521842049,0.65213211,0.604487378,0.356644451,0.715472363
USP19,0.047213175,0.057218686,0.030449681,0.322251547,0.102940936
CCDC71,0.082198894,0.115248215,0.120744651,0.155982148,0.107217386
KLHDC8B,0.012821106,0.07180023,0,0,0.028370262
C3orf62,0.043036272,0.049402192,0.016468225,0.04325226,0.06945026
USP4,0.196852947,0.277705895,0.105275382,0.226131075,0.35505816
GPX1,1.51071278,17.39055573,2.425570755,1.248310769,4.705815615
RHOA,3.062296872,6.300021772,4.668694645,4.057333615,7.506868183
TCTA,0.19101643,0.093953608,0.102060578,0.100341748,0.153109855
AMT,0.020100774,0.005689447,0,0.063264725,0.012910372
NICN1,0.055276496,0.074987318,0.075233433,0.038797383,0.07932437
DAG1,0.022311188,0.032247966,0.035860629,0.03279571,0.067909077
APEH,0.285147168,0.271636717,0.312716743,0.358833864,0.259933408
MST1,0.006333614,0.009401987,0.020585281,0.027173663,0
RNF123,0.056288635,0.051771423,0.084716489,0.042803073,0.046352308
GMPPB,0.01720062,0.021384939,0.014287878,0.014796073,0.012706997
IP6K1,0.219355879,0.129389857,0.258115184,0.176374422,0.152445337
FAM212A,0.017143235,0,0.260676295,0,0.065547328
