gse,cell.types,n.cell.types,title
GSE51941,NK cells,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE52081,Dendritic cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE52129,Naive CD4 T cells,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE5220,Monocytes,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE5224,NK cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE5225,NK cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE5231,NK cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE5237,Monocytes,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE52376,T cells,1,[HuGene-2_0-st] Affymetrix Human Gene 2.0 ST Array [HuGene20stv1_Hs_ENTREZG_17.0.0]
GSE52724,PBMC,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE52817,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE53059,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE53163,Dendritic cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE53201,endothelial,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE53232,PBMC,1,[HuGene-1_1-st] Affymetrix Human Gene 1.1 ST Array [transcript (gene) version]
GSE53316,fibroblast,1,[HuGene-2_1-st] Affymetrix Human Gene 2.1 ST Array [transcript (gene) version]
GSE53319,fibroblast,1,[HuGene-2_1-st] Affymetrix Human Gene 2.1 ST Array [transcript (gene) version]
GSE53355,NK cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE5339,fibroblast,1,[HG-U133A_2] Affymetrix Human Genome U133A 2.0 Array
GSE53441,PBMC,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE53478,NK cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE53633,Eosinophils,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE53672,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE53716,PBMC,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE53765,Macrophage,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE53798,B cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE53914,B cells,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE53929,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE54043,Eosinophils,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE54058,fibroblast,1,[HuGene-1_1-st] Affymetrix Human Gene 1.1 ST Array [transcript (gene) version]
GSE54091,NK cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array [CDF: Brainarray HGU133Plus2_Hs_ENTREZG_v17]
GSE54095,endothelial,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE5418,PBMC,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE54247,Memory CD4 T cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE54522,PBMC,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE54604,B cells,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE54654,B cells,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE54876,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE54884,Monocytes,1,[HG-U133A_2] Affymetrix Human Genome U133A 2.0 Array
GSE54964,endothelial,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE54969,endothelial,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE54970,Dendritic cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE54992,PBMC,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE5504,Monocytes,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE55091,Tregs,1,[HuGene-2_0-st] Affymetrix Human Gene 2.0 ST Array [transcript (gene) version]
GSE55098,PBMC,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE55100,PBMC,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE55170,endothelial,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE55267,Naive B cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE55395,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE55467,Plasmacytoid Dendritic Cells,1,[HuGene-2_0-st] Affymetrix Human Gene 2.0 ST Array [transcript (gene) version]
GSE5547,Dendritic cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE55537,Monocytes,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE5556,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE55608,Monocytes,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE55681,fibroblast,1,[HuGene-1_1-st] Affymetrix Human Gene 1.1 ST Array [transcript (gene) version]
GSE5579,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE55810,Macrophage,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE55811,Macrophage,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE55820,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [AltAnalyze probeset-to-Ensembl mapping]
GSE55849,Neutrophils,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE56017,Dendritic cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE56033,CD4 T cells,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE56034,Monocytes,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE56049,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE56078,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE56090,T cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE56136,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE56232,T cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE56273,B cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE56421,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE56449,B cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE56464,B cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE56465,PBMC,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE56490,Monocytes,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE56591,Macrophage,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE56599,B cells,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE56602,B cells,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE56607,PBMC,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE56608,PBMC,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE56609,PBMC,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE56649,CD4 T cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE56681,Monocytes,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE5679,Dendritic cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE56805,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE56808,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE56815,Monocytes,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE56816,Monocytes,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE5682,T cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE56825,endothelial,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE56832,fibroblast,1,[HuGene-1_1-st] Affymetrix Human Gene 1.1 ST Array [transcript (gene) version]
GSE56899,Plasma cells,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE56989,Macrophage,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE57051,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE57083,B cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE5716,T cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE57199,fibroblast,1,[HuGene-1_1-st] Affymetrix Human Gene 1.1 ST Array [transcript (gene) version]
GSE57317,Plasma cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE57356,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE57479,NK cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE57526,endothelial,1,[HG-U133A_2] Affymetrix Human Genome U133A 2.0 Array
GSE57671,Plasmacytoid Dendritic Cells,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE57711,PBMC,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [HuGene10stv1_Hs_ENTREZG_15.1.0]
GSE57731,PBMC,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [HuGene10stv1_Hs_ENTREZG_16.0.0]
GSE57864,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE5788,T cells,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE57915,Plasmacytoid Dendritic Cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE57923,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE57999,PBMC,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE58015,Dendritic cells,1,[HG-U133A_2] Affymetrix Human Genome U133A 2.0 Array
GSE58096,Monocytes,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE58203,fibroblast,1,Affymetrix Human Genome U133 Plus 2.0 Array [CDF:gahgu133plus2_2.2.0]
GSE58208,PBMC,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE58220,fibroblast,1,[HuGene-2_0-st] Affymetrix Human Gene 2.0 ST Array [transcript (gene) version]
GSE58224,B cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE5827,T cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE58312,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE58315,endothelial,1,[HuGene-1_1-st] Affymetrix Human Gene 1.1 ST Array [transcript (gene) version]
GSE58445,NKT cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE58589,NK cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE58613,B cells,1,[HG-U133A_2] Affymetrix Human Genome U133A 2.0 Array
GSE5883,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE58867,Th17 cells,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE58932,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE58959,Monocytes,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE58994,PBMC,1,[HuGene-2_0-st] Affymetrix Human Gene 2.0 ST Array [transcript (gene) version]
GSE5900,Plasma cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE59085,PBMC,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE59125,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE59126,endothelial,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE59226,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE59237,Dendritic cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE59847,fibroblast,1,[HG-U133A_2] Affymetrix Human Genome U133A 2.0 Array
GSE59867,PBMC,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE59991,Macrophage,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [HuGene10stv1_Hs_ENTREZG_16.0.0]
GSE60037,endothelial,1,[HuGene-1_1-st] Affymetrix Human Gene 1.1 ST Array [transcript (gene) version]
GSE60148,PBMC,1,[HuGene-2_1-st] Affymetrix Human Gene 2.1 ST Array [transcript (gene) version]
GSE60152,endothelial,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE60153,PBMC,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE60180,CD4 T cells,1,[HuGene-2_0-st] Affymetrix Human Gene 2.0 ST Array [transcript (gene) version]
GSE60448,NK cells,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE60518,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE6054,Monocytes,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE60601,Monocytes,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE60674,Monocytes,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [probe set (exon) version]
GSE60776,endothelial,1,[HuGene-2_0-st] Affymetrix Human Gene 2.0 ST Array [transcript (gene) version]
GSE60794,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE60795,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE60796,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE60855,CD4 T cells,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE6088,T cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE60880,fibroblast,1,[HG-U133A_2] Affymetrix Human Genome U133A 2.0 Array
GSE6090,Macrophage,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE6092,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE60937,endothelial,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE6095,Neutrophils,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE60999,endothelial,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version] custom
GSE61000,endothelial,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [probe set (exon) version]
GSE61171,Dendritic cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE61226,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE61314,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE61353,Dendritic cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE61396,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE61399,Monocytes,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE61535,Macrophage,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE61597,B cells,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE61651,B cells,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE61912,B cells,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [probe set (exon) version]
GSE61989,endothelial,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE62005,Monocytes,1,[HG-U133A_2] Affymetrix Human Genome U133A 2.0 Array
GSE62066,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE62114,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE62246,B cells,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [probe set (exon) version]
GSE62333,fibroblast,1,[HuGene-1_1-st] Affymetrix Human Gene 1.1 ST Array [transcript (gene) version]
GSE6241,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE62436,Dendritic cells,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [custom CDF: hugene10stv1_73_020.cdf]
GSE62510,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE6257,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE62572,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE62646,PBMC,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE6269,PBMC,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE62753,Monocytes,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE62754,Monocytes,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE62755,Monocytes,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE62759,Monocytes,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE63038,NK cells,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE63129,Tregs,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE6322,B cells,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE63327,Tregs,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE6357,CD8 T cells,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE63626,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE63662,Monocytes,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE63941,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE63995,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE64031,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array [CDF: Brainarray HGU133Plus2_Hs_ENTREZG_v16]
GSE64034,fibroblast,1,[HuGene-2_0-st] Affymetrix Human Gene 2.0 ST Array [HuGene20stv1_Hs_ENTREZG_16.0.0]
GSE64176,Tregs,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE64180,Effector CD4 T cells,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE64264,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE64282,Monocytes,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE64300,PBMC,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE6432,fibroblast,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE64385,Neutrophils,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE64457,Neutrophils,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE64480,Monocytes,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE6477,Plasma cells,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE64805,CD4 T cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE65055,fibroblast,1,[HuGene-2_0-st] Affymetrix Human Gene 2.0 ST Array [HuGene20stv1_Hs_ENTREZG_17.0.0]
GSE65069,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE65106,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE65134,Tregs,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE65171,fibroblast,1,[HuGene-2_0-st] Affymetrix Human Gene 2.0 ST Array [probe set (exon) version]
GSE65173,fibroblast,1,[HuGene-2_0-st] Affymetrix Human Gene 2.0 ST Array [probe set (exon) version]
GSE6550,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE65561,Monocytes,1,[HuGene-2_0-st] Affymetrix Human Gene 2.0 ST Array [transcript (gene) version]
GSE6560,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE65627,CD8 T cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE6566,Naive CD4 T cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE65806,CD4 T cells,1,[HuGene-2_0-st] Affymetrix Human Gene 2.0 ST Array [transcript (gene) version]
GSE65823,T cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE66013,T cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE66061,B cells,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE66076,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE66078,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE66196,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE66291,Plasma cells,1,"[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [hugene10st_Hs_ENTREZG, Brainarray v18]"
GSE66293,Plasma cells,1,"[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [hugene10st_Hs_ENTREZG, Brainarray v18]"
GSE66360,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE66384,Follicular helper T cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE66463,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE66503,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE666,PBMC,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE66720,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE66768,endothelial,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE66845,endothelial,1,"[HuGene-2_0-st] Affymetrix Human Gene 2.0 ST Array [CDF: hugene20st_Hs_ENTREZG, Brainarray version 18.0.0]"
GSE66936,Monocytes,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE66988,Monocytes,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE67048,fibroblast,1,[HuGene-2_0-st] Affymetrix Human Gene 2.0 ST Array [probe set (exon) version]
GSE67255,PBMC,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE67309,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE67472,Th2 cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array [CDF: Brainarray HGU133Plus2_Hs_ENTREZG 14.0.0]
GSE6751,Monocytes,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE67527,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE67627,fibroblast,1,[HuGene-2_0-st] Affymetrix Human Gene 2.0 ST Array [transcript (gene) version]
GSE67760,endothelial,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE67820,fibroblast,1,[HuGene-2_0-st] Affymetrix Human Gene 2.0 ST Array [transcript (gene) version]
GSE67823,fibroblast,1,[HuGene-2_0-st] Affymetrix Human Gene 2.0 ST Array [transcript (gene) version]
GSE67914,endothelial,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE68055,PBMC,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE68101,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE68182,Macrophage,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE68255,Monocytes,1,[HuGene-1_1-st] Affymetrix Human Gene 1.1 ST Array [transcript (gene) version]
GSE68479,PBMC,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE68527,Monocytes,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE6863,Dendritic cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE68761,NK cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array [Gene Symbol Version]
GSE68891,B cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
