Gene,mix0,mix1,mix2,mix3,mix4,mix5,mix6,mix7,mix8,mix9,mix10,mix11,mix12,mix13,mix14,mix15,mix16
CDC37L1,12.91304372,13.07470221,9.50581161,10.37409845,14.54449381,21.20934893,17.29814178,12.24788657,17.78543861,16.96491324,15.23626465,12.76700171,8.696698246,19.4587391,14.33629339,8.583044612,16.06157582
CDC40,22.42586558,13.3556702,21.17359708,21.98786296,22.64334364,24.24713487,17.43142479,20.17658082,27.73283791,22.48347186,22.20061622,27.31233115,28.82783359,16.203442,22.77386398,24.87160938,24.00274008
CDC42,200.6375339,209.2257235,331.5412834,364.2056123,239.3263112,274.8827993,282.4760723,361.8510378,292.5446628,243.3765377,260.2738618,274.8833642,409.2797569,223.7698688,250.8986098,245.9397163,251.8549949
CDC42BPA,5.002319586,4.770733663,4.343106172,2.425982014,9.369610138,3.259285813,6.573956257,1.094804776,3.178913943,5.234275475,5.267883414,3.264981969,4.131855914,6.400105199,4.749731124,4.939547267,5.732467734
CDC42BPB,54.59023398,65.5045312,39.26472087,39.54181476,43.55346202,43.41356178,49.69233408,15.86953173,20.0182284,47.74383749,47.87510896,38.27626083,24.93191646,47.34192477,44.68360871,47.93863808,48.89078088
CDC42BPG,24.4886009,18.30893531,13.26841787,8.43192799,22.70636177,18.59848959,20.30850334,4.426680069,5.710987127,18.92268949,20.50999382,16.49621023,8.776006304,15.30419304,19.90568078,19.10313704,20.63379558
CDC42EP1,3.92268749,4.966412468,8.289893518,6.792009937,7.039691871,6.046318462,7.078403647,11.7595991,6.829381518,6.187761525,6.24467618,1.081405889,6.661427847,1.969426477,5.353949502,11.03387775,4.923453988
CDC42EP2,5.409225786,6.573835006,7.989558887,13.7109578,8.87104861,7.779248772,6.691713057,14.21727192,15.01298607,9.307404281,7.862103748,9.532011048,9.770887444,14.12419024,8.518861533,5.532375378,10.22830325
CDC42EP3,8.062597164,5.617149755,23.06523723,29.34350244,8.287246837,15.03967986,19.24461729,41.82158249,22.01977265,16.00288403,16.82629666,24.03393596,44.51500113,8.089803381,25.00299446,12.63296455,14.34385517
CDC42EP4,26.35532918,26.03572515,15.84917891,19.42858177,25.71581752,27.81580568,19.56112197,11.99301186,13.1536759,26.72744045,26.60889341,16.77696304,13.14159232,22.4830335,25.58525628,24.75408951,27.32009303
CDC42EP5,5.89643516,2.980164831,0,0,0,3.011110063,0,0,0,2.440786859,1.039949057,3.175203234,0,0,1.607655078,4.516602835,1.063282539
CDC42SE1,191.6092723,207.1012927,281.3788342,308.7629135,237.5724577,250.5648326,277.6046178,395.8397821,379.6072884,258.2883231,262.535346,263.4794865,339.0506474,232.553834,272.5346803,249.112213,261.571456
CDC42SE2,68.21325749,75.41984555,125.754944,127.5671341,90.254997,99.86301753,82.11775786,193.2093793,197.2323477,83.90523118,87.44262138,96.61320002,154.5289165,57.06358292,88.8823356,79.84075659,80.37591053
CDC45,20.29934839,30.0838857,16.20961863,11.68063601,38.0690712,25.76040002,33.12612779,0,8.023172779,30.62705761,27.74623463,23.09820656,10.99507158,23.77995095,26.93204864,29.19156972,27.85739388
CDC5L,36.87990663,41.51775296,33.34916459,26.16028469,32.26358261,44.25595674,32.41472264,24.84038778,20.03285395,37.21376186,35.1963038,29.47870502,37.42161659,35.6438637,36.75128213,28.64835101,36.45369854
CDC6,22.92782096,25.79102571,14.93580876,14.2402027,19.26359971,19.98225855,26.49115909,0.824335109,4.726918685,21.31214406,21.36387678,19.27892602,6.957275528,21.51390687,20.6323383,21.12321019,22.05318539
CDC7,7.681366998,11.54144887,10.37335769,5.153540486,4.422910791,5.358632627,6.963827819,4.474207754,5.15642922,7.002647969,7.091957181,4.325667393,3.719846319,11.76305394,7.577867549,9.064472322,8.715727465
CDC73,18.53835476,18.45423623,15.54660179,18.56613128,16.34651765,14.65822606,14.0146463,13.8265085,14.95187777,19.99602134,20.17177852,19.13435759,16.79220437,13.61492111,18.99231342,16.26180816,19.34163176
CDCA2,11.91611418,3.009411162,2.881093199,3.151786014,4.57453822,5.157317255,5.528389949,0,2.608243278,6.677899114,5.997140949,4.803931852,3.724399123,8.199904336,5.807277814,3.879629155,6.300789105
CDCA3,30.29025006,32.68896563,13.98937138,16.00783351,43.57415826,21.42423044,33.24205117,0,4.517937254,28.31223444,24.14766464,13.19322934,11.11135639,20.30970701,24.57918907,28.03174564,23.52574323
CDCA4,26.38432094,26.72720789,23.53027946,17.72661613,23.58045498,16.04417861,21.06822789,13.33746886,4.96248897,21.86482316,25.1449854,18.80046795,10.637248,24.77881495,24.48242242,26.11946371,24.62699566
CDCA5,41.12555096,43.29581907,25.630972,14.94148308,35.5883557,37.3090854,30.77637209,0.973188837,8.476868275,37.36645059,36.81324318,21.38672475,12.84285392,34.80793416,37.12255959,37.94669339,40.1606684
CDCA7,4.844511773,4.08975606,8.562877147,2.962322852,6.129975289,5.811075488,5.83001631,1.028164824,1.990210014,7.841558644,7.892301299,4.461227843,5.817507042,7.294737488,7.79524819,7.0600325,8.039823784
CDCA7L,5.823887543,5.283082325,20.92291604,9.846987143,9.909510326,8.923373798,11.96395522,26.09935992,23.62134961,6.997734193,7.592840278,12.55046633,6.433022918,5.234278024,7.557247274,9.502149263,5.21270552
CDCA8,43.51015167,52.34799805,39.18559388,16.89675833,22.49684916,26.37928595,48.68261052,3.15212857,13.51523714,35.27769357,27.13991077,15.12620903,31.50081262,34.87747246,31.53957485,39.68556911,34.7121838
CDCP1,0,1.653057452,6.151702647,6.016311865,1.669555422,6.221670151,3.060753184,7.650478252,5.555745062,2.030049665,2.694266957,1.821165748,8.539889434,0.328203825,2.136383269,2.281363385,3.144039472
CDCP2,0,0,0,0,0,0,0,0,0,0,0.04207789,0,0,0,0.040892497,0,0.084400372
CDH1,333.0141387,281.0835996,167.9186982,146.1371732,243.6829495,198.1421177,263.7825921,1.050844945,54.09265346,275.2039565,273.155125,176.5751624,102.3229982,295.2132715,261.5181937,259.895249,272.797167
CDH10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007073112,0,0
CDH11,0,0,2.132489238,0,3.281184035,0,0,0,0,0.645955649,0.543347034,1.303245927,0,0,0.514865889,0.383180692,0.505836218
CDH12,0,0,0,0,0.47217921,0,0,0,0,0,0.066254437,0,0,0,0.059957984,0,0.053330312
CDH13,0.55848249,0,0.593986679,0,0.573892285,0,0,0,0,0.313844129,0.250096539,1.857126579,0,0,0.291301161,0.285720964,0.281629738
CDH15,0,1.458268089,0,0,0.73895785,0,0.74249508,0,0,0.620182377,0.676874528,0,0.820690785,0,0.661896047,1.47256933,0.76162234
CDH16,0,0,0,0,0,0,0,0,0,0.091146601,0.09054781,0,0,0,0.017605745,0,0.090862887
CDH17,0.740401806,0,0,0.809211301,0,0,0,0,0,0.972605783,0.530078413,1.566584811,0,0.710208812,0.411805558,1.13945577,0.646106786
CDH18,7.704952536,4.264332502,2.232634827,1.627444358,5.040958525,2.161263868,5.064847265,0,0,4.464520353,3.748365654,3.880982712,0.800109979,3.51946915,3.975825749,3.946264238,4.469839577
CDH19,0,0,0,0,0,0,0,0,0,0,0.066828347,0,0,0,0.085659257,0,0.068161585
CDH2,0,0,0,0,0.469670952,0,0.540149501,1.91478522,0,0.353359386,0.256940318,0.580332371,0,0,0.250577108,0,0.205525971
CDH20,0,0,0.764388056,0,0,0,0,0.872312049,0,0.223793864,0.040028502,0.7970468,0,0,0.10889693,0.368561845,0
CDH22,0,0,0,0,0,0,0,0,0,0.147640078,0.030905772,0,0,0,0.014228169,0,0.03093356
CDH23,5.715730087,4.825353934,6.140772694,16.78638428,5.812913485,10.16952899,8.165538924,19.04159066,24.79065255,18.75125297,17.31144773,12.89684139,44.80061117,19.23396799,8.965842047,6.347068651,12.49403277
CDH24,17.53828683,16.49019175,9.258621136,15.91147343,23.09366259,14.49755173,20.6558092,3.585037499,4.319537445,15.59701956,16.26983882,12.45711995,9.886397694,21.39337381,14.62231571,14.73232903,14.41690891
CDH26,0,0.608567154,0,2.529228037,2.762789641,0,1.629721694,2.334216481,3.595359048,1.363097625,0.714612953,0,0,0,0.989029936,3.449690197,1.382452429
CDH3,16.81647159,17.54864431,14.84770282,7.621587004,12.96609366,11.05853663,13.01915696,0,3.314575353,18.12034066,17.32880581,11.73598858,8.583421868,21.09023205,16.78054718,16.01302459,16.49743853
CDH4,0,0,0.70948652,0,0.686284561,0,0,0,0.784431974,0.374020216,0.372136298,0.739675684,0.763096203,0,0.498804868,1.709149882,0.223735871
CDH5,0,0,0,1.342191125,0,0,0,0,0,0,0.027242624,0,0,0,0.037122233,0,0.063938586
CDH6,0,0,0,0,0,0.816565505,0,0,0,0.0885015,0,0,0,0,0.0085483,0,0
CDH7,0,0,0.647751505,1.346559389,0,0,0.751069583,0,0,0.302169192,0.255149673,0,0,0,0.328691666,0.387483793,0.450925136
CDH8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019583494,0,0
CDH9,0,0,0,0,0,0,0,0,0,0.123265138,0,0,0,0,0.023780586,0,0.061428898
CDHR1,0.536421466,1.740301471,0,0.932272812,0.882844337,1.104018912,3.029674802,3.923424829,2.820946026,0.538046215,0.480928429,0.9532181,1.229707079,0.538258117,1.037396351,0.658964934,0.460622363
CDHR2,0,0.996008541,0.523205812,0.572458889,0,1.517346107,0.50725291,0.600065387,0,0.60904325,0.331144881,0,0,0,0.508706223,0.251433245,0.441667406
CDHR3,0.792008277,0.456647227,0.84872396,0.385984944,0.985784906,0.732910177,0.440421649,2.721966326,0.451488184,0.971916767,0.447041616,1.546825614,1.138253046,1.120562813,0.75945915,0.636897201,1.039383268
CDHR4,0,18.02237856,0,1.740870984,7.514889377,3.351998518,0,0,3.469401792,4.16239063,2.520054399,15.36345875,4.101916031,0,2.582987548,4.408294253,3.53505281
CDHR5,0,0.60111274,0,0,0.745472746,0.610364839,0.57384168,0,0,0.894555229,0.437447837,0,0,0.728748967,0.379350292,0.935899744,0.408185189
CDIP1,5.828958259,9.165148248,9.700879284,18.351873,6.877986895,11.12910872,9.136205006,21.96601927,25.88108214,9.28688039,10.16759961,15.83901262,24.04855191,5.336298021,8.40512751,8.29649362,9.137201761
CDIPT,90.16453364,75.08649183,70.16611163,95.48238334,81.62146781,81.14712006,75.92341578,68.40172558,56.36066542,91.54387508,92.66699428,82.75728336,88.90079692,85.09780804,91.51211425,90.65042545,94.53509801
CDIPT-AS1,0,0,0,0,0,0,0,0,0,0.456320531,0,0,0,4.656510844,0.281742091,0,0.541787119
CDK1,70.66268604,50.55560586,36.0999106,25.32838312,57.42862621,58.0997131,42.10936874,2.476994139,9.437276017,59.94463682,57.20401809,30.80974585,26.65062083,56.9309061,57.06386857,42.98666398,61.40731331
CDK10,59.72461788,93.81882984,56.38297549,76.5294979,95.74015926,73.72157992,84.88103445,76.53750752,85.39841848,80.65011953,84.66040788,86.93019121,65.16871194,71.1206272,78.45603268,78.74535036,87.66604294
CDK11A,54.19962288,82.17937059,104.3623166,93.00282097,75.22849621,74.57586084,111.7168344,90.29856793,79.74634359,89.80757721,81.06671221,96.26368011,44.7184698,101.1845275,78.32184265,86.56604546,89.75266245
CDK11B,147.6398063,49.32591402,123.3054024,138.0855563,75.0580842,126.6124395,144.4727027,108.9952149,101.7853362,89.58605092,96.45206354,117.7485862,187.7183006,60.09545201,100.7700948,136.0310128,108.5715729
CDK12,16.08266626,19.5581843,22.02596874,19.25072495,21.73081618,21.75685838,19.44770798,33.14354924,28.26574618,20.86636965,20.03388113,27.02748034,14.77925585,21.20703378,20.45603506,17.86776755,20.38701106
CDK13,18.04953745,19.32098679,36.48050582,35.50887428,22.76479182,23.29021089,19.67073791,38.96407219,23.43301464,21.99922643,23.04212179,22.49846282,26.26854629,18.87072863,21.87925781,20.63983,22.48682814
CDK14,4.459103271,9.001198993,4.01860735,4.851018586,3.01534954,1.725017592,4.565413063,11.28407762,9.266052883,2.212203711,2.547332332,4.898230127,5.454845269,2.342660592,2.574729358,6.117077795,2.203887953
CDK15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDK16,58.87987757,61.81443199,63.66614921,55.69221762,61.65530662,63.99430547,74.38890594,71.26879797,51.58250113,70.50750558,65.83831541,63.1221436,70.93878466,57.47650464,60.74676509,64.66869775,60.83403408
CDK17,13.28764,29.66584522,25.48002463,19.15890129,28.24088373,20.69698073,18.67321026,26.74931266,32.7263079,19.67195945,18.3840512,21.8084771,20.34037841,12.46371735,20.58255803,20.05822978,17.21616592
CDK18,11.94844806,12.76248658,9.246005712,8.242542985,24.23610422,10.763773,10.8144091,1.42160487,8.365963434,13.46656668,13.0986088,7.366702178,6.926079903,19.03449892,11.99152571,14.58552197,12.24094056
CDK19,12.84354354,12.41936334,13.95797873,15.07666886,11.13378485,9.183311656,9.731029984,20.44784563,12.71157699,13.89173905,13.02835107,15.28981156,17.68551282,9.617316775,12.89975742,12.52300828,13.32816873
CDK2,45.3520505,48.90271162,24.26673288,30.75706807,36.89506384,49.08811756,48.26781386,13.90257059,19.21699062,43.68025361,43.12381401,29.37061859,25.60281885,52.35725325,43.57838122,45.06008164,43.39502815
CDK20,9.199870019,3.594418214,4.111281311,3.077346309,6.564471832,6.577145921,7.542142581,4.269718612,1.12917821,7.727380402,6.472129663,7.248758807,6.242099821,13.76775149,7.212030268,9.351158278,7.999315025
CDK2AP1,68.39933911,59.82136133,46.73655354,42.7778784,87.82947903,44.06123409,51.62876523,10.42969131,28.27865643,72.52241042,71.41531438,43.0304097,67.87063486,63.03347442,61.56418433,51.7004212,62.00282826
CDK2AP2,100.2366918,85.85576041,73.34027123,62.9990089,48.87040142,71.83498755,64.71313688,39.04116846,49.42545645,72.58642917,69.92268247,56.05432381,88.04235034,74.97167442,70.06767839,65.73836062,64.28458418
CDK4,175.3330707,148.9538387,98.3649509,76.86796534,166.4880066,115.6044753,143.4858988,31.24205777,53.38114109,148.8681286,139.853562,116.5543359,68.01914803,165.2026529,140.8841331,136.8399643,149.9418801
CDK5,53.78028378,44.37782352,30.44458672,28.40808762,33.79551256,39.71430411,35.0109749,15.56353751,9.342505669,36.02698476,29.86851013,36.17913478,22.99024416,25.26648763,33.1979212,41.79991459,35.55221468
CDK5R1,2.751681869,2.629583872,14.26298242,3.075396649,5.595760624,5.62350017,11.30701949,4.454513901,4.31048353,4.011766694,3.276623988,5.940765688,17.82125589,2.770729334,3.919766235,6.406390769,3.281323678
CDK5R2,0,0,1.781648017,0,0.863271313,0,0,0,0,0.09358917,0.185906021,0,0.956079125,0,0.189796857,0,0.279889286
CDK5RAP1,43.78546518,27.8530386,20.1827813,42.10230393,24.93755496,27.0487999,28.07028533,30.0838682,45.82276699,31.04691891,31.95166665,29.94155061,25.55063566,29.4855969,30.70359512,27.16754325,32.48410029
CDK5RAP2,20.70287958,17.63139532,17.90200676,27.67680275,16.12759402,17.54218111,19.64943754,23.25463727,17.6093464,18.64618676,18.37476237,21.75613292,20.53800191,18.092307,18.95931709,20.89203419,18.10211989
CDK5RAP3,266.2826103,238.5686879,221.5401978,248.3487376,262.3857349,223.8394636,262.454663,181.4941915,270.7897676,260.6444828,259.3749437,257.5700715,211.46503,251.6846955,249.3364447,246.171349,268.755145
CDK6,1.328885707,2.187737563,3.374548672,3.531261802,4.403176509,3.943413239,3.771653325,7.048953919,8.932431597,3.232749696,3.283004552,5.196612127,5.38235904,2.996091659,3.568299974,1.837057849,2.735266289
CDK7,67.79467332,46.2510266,37.09372316,40.45876833,39.2019241,33.86454298,33.44048092,24.75837639,23.52872103,39.15407588,36.81626543,25.84727281,26.33689827,41.46834665,38.03695182,37.77083534,42.09660708
CDK8,14.79716706,8.74030338,9.082891874,14.16349419,15.15175737,14.11062769,13.18029692,6.068553628,8.812245055,14.97344172,13.83140523,9.837179607,7.180909659,17.98893685,13.57601456,13.84403695,13.33012971
CDK9,30.3796129,40.17808306,35.74295247,52.73527369,40.70019149,45.11194852,40.90882513,50.85150898,53.15355757,46.56115389,46.66281315,50.33440135,66.17109629,37.27569585,44.16600757,41.86795892,42.15749462
CDKAL1,9.437788388,17.74787657,17.97348024,15.03066146,11.87726493,5.035100089,14.89600144,19.06624114,18.36339516,10.81639971,11.96882436,10.38536737,23.11007117,10.7563918,12.41375263,9.893579579,12.35699555
CDKL1,2.006468567,6.090182437,2.816884957,2.272788501,0.705965139,0,4.1288744,6.956155937,4.49113497,1.781952356,2.919511086,7.316345684,0,2.017967604,2.150832987,1.389698081,2.950357394
CDKL2,0.842881426,0,2.376204859,0,0,2.347550415,0.87015348,0,0,0.727752377,0.593980556,0.467928146,2.506269337,4.616889842,0.675509629,2.344132876,0.845621229
CDKL3,4.344178985,5.987366189,5.121412326,13.09432516,4.169726072,2.031806374,5.040792909,8.307576861,5.159633633,6.282443587,5.656981728,5.355611625,8.719834835,8.77383528,5.246595859,3.888957117,5.995962392
CDKL4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064181053,0,0
CDKL5,0.591584259,0.59943201,0,0.687830841,1.2156016,0,3.662994223,2.878644219,2.089250408,1.061538511,1.420402109,0.655452441,0.677014668,2.968353796,1.109582927,0.605306636,1.157620902
CDKN1A,269.3651734,340.089825,206.5071695,220.4072007,295.2354524,210.1653974,216.8087672,216.4755932,151.9017771,285.3178674,256.5094369,150.9768283,226.2786302,270.9494923,239.902712,283.3439108,239.8452245
CDKN1B,74.53963477,68.48331329,97.25066329,115.2997021,79.14997834,79.29669207,84.92415225,101.2393061,145.462489,86.0292735,85.03952158,87.09647777,80.71730544,77.44395893,96.66089716,74.03347086,92.62527854
CDKN1C,5.591093941,7.688204618,19.59129858,58.56375807,19.39257039,33.45465179,11.72864336,8.824909248,3.874251081,41.96859491,36.76591347,50.31819972,97.54341078,28.49775198,22.58786221,5.693106214,29.62232047
CDKN2A,0,0,1.65010641,0,4.210143815,0,0,0,0,1.539415894,1.618858086,0,0,0,1.296342141,0,1.122749669
CDKN2AIP,12.35560607,12.51582638,23.68774231,23.5629982,21.13090851,19.3301065,17.29395191,35.54835068,39.61930271,16.52742732,16.90467996,23.56839387,20.32480248,13.48647313,19.31728549,17.67557819,15.53691841
CDKN2AIPNL,67.00780283,54.47520571,40.89276151,46.0721556,52.52265343,50.75693571,38.9705142,12.26194249,20.25066463,54.70380479,56.76233774,45.06655868,32.40225282,49.5736859,54.20619343,47.76795365,55.64407272
CDKN2B,3.126994417,6.337488674,2.146170912,4.854129138,1.606928322,4.149989959,2.689576419,0,1.845347375,2.522126875,3.338778856,4.623550099,1.792867256,3.137624722,2.907862428,1.866461662,3.357654755
CDKN2B-AS1,4.313440709,0,0.826605441,3.021174257,0.559860551,2.759940353,5.54944255,0,2.74500154,2.217561349,2.95437258,3.332461062,5.629356673,2.719036935,2.259729128,6.299949189,2.579369767
CDKN2C,9.112132994,10.32397001,8.611575601,9.783563099,10.45121689,5.236576129,4.203918283,8.479354846,4.725806604,9.03935775,12.21413661,7.864556897,4.611092846,5.117973801,10.09248491,6.255546044,11.3241319
CDKN2D,33.23399381,37.82504695,86.76369944,61.09474914,50.85200426,97.83597697,87.60940292,117.3249921,88.1194176,58.12894905,59.35694528,140.1332325,144.0748459,35.5174849,70.85885002,60.49606779,56.03546514
CDKN3,63.47910768,40.83658408,41.479042,27.23259123,49.85538839,53.05438163,26.67506021,3.87510761,15.67461832,53.27156421,57.67194959,31.2349362,15.58587212,72.66288972,55.27886621,61.88626412,58.81522321
CDNF,0,1.769195034,1.825641077,7.90579365,3.572184014,1.791923703,3.599304584,0,7.897019891,3.228376529,1.806016378,5.729466571,3.35753161,1.733324154,1.83583005,5.89666729,2.69101652
CDO1,0,1.388077093,0,1.571204928,0,0,0,0,0,0,0.147880357,1.504678703,0,1.377514188,0.115390283,0,0.298324051
