Symbol,myeloid.dendritic.cells,macrophages,neutrophils,B.cells,NK.cells,memory.CD4.T.cells
CNOT1,72.4,105.0,179.3,157.8,188.7,276.0
CNOT2,1.2,8.8,15.3,13.4,27.3,2.7
CNOT3,6.1,2.2,3.6,5.1,11.9,40.1
CNOT4,6.5,7.8,2.5,3.0,22.9,23.3
CNOT6,210.8,150.6,100.3,167.4,177.8,143.9
CNOT7,248.0,281.8,225.1,266.3,241.1,431.5
CNOT8,117.3,106.1,160.4,145.5,114.9,108.9
CNP,254.4,181.0,119.8,333.6,237.2,224.1
CNPPD1,5.3,5.8,13.2,6.8,9.6,14.2
CNPY2,63.0,91.8,10.6,59.5,58.8,55.3
CNPY3,147.4,70.2,502.0,215.9,176.6,9.9
CNPY4,15.4,3.0,15.0,1.8,23.4,91.8
CNR1,2.0,2.7,3.6,2.8,4.0,5.7
CNR2,45.0,67.0,93.6,70.0,108.4,145.6
CNTD2,75.1,83.5,187.9,84.8,204.5,376.3
CNTF,7.3,8.2,24.1,13.5,30.3,70.6
CNTFR,25.8,28.7,50.8,42.5,82.8,104.2
CNTLN,25.8,15.6,3.6,2.1,5.9,8.4
CNTN1,22.7,23.7,23.7,28.3,28.8,154.1
CNTN2,2.8,4.1,6.3,1.8,9.6,9.1
CNTN5,1.1,6.8,23.5,2.5,15.0,45.0
CNTN6,4.6,1.1,5.1,21.0,20.2,6.9
CNTNAP1,42.3,46.4,70.1,61.3,92.9,188.9
CNTNAP2,2.9,3.1,3.5,2.7,4.0,7.5
CNTNAP3P2,6.2,11.4,59.4,20.5,18.1,77.2
CNTRL,54.8,56.5,56.0,396.3,182.0,304.3
COA1,10.0,2.3,0.5,12.9,9.4,10.8
COA3,436.5,505.6,66.9,411.5,335.9,313.1
COA4,148.1,99.5,23.5,141.0,121.4,80.0
COA7,55.2,74.9,9.5,13.5,9.8,24.7
COASY,286.5,385.4,188.7,328.9,240.8,327.1
COBL,6.9,46.5,16.4,6.6,8.6,16.3
COBLL1,0.6,0.6,4.2,8.7,8.2,1.9
COCH,47.7,11.1,4.2,1723.2,14.9,19.8
COG2,389.2,303.0,78.9,524.1,450.6,474.6
COG4,105.7,118.7,29.2,177.5,168.0,161.6
COG5,183.8,93.7,30.9,116.1,105.5,90.1
COG7,29.5,27.0,4.1,48.5,66.5,22.0
COG8,172.6,110.3,75.9,145.7,158.6,187.4
COIL,3.5,3.1,6.4,4.0,4.1,56.2
COL10A1,1.0,0.4,13.8,5.2,6.7,15.3
COL11A1,1.7,1.1,4.1,3.0,5.0,9.0
COL11A2,7.7,20.0,14.7,9.7,11.2,17.4
COL13A1,4.0,8.5,9.1,0.4,26.3,18.9
COL14A1,2.6,2.6,5.0,2.4,4.6,7.8
COL15A1,19.3,47.5,16.1,10.8,37.0,45.6
COL16A1,1.9,1.1,6.9,7.5,8.8,9.1
COL17A1,2.0,10.2,4.7,3.7,5.5,4.8
COL18A1,3.4,2.3,144.2,47.7,7.7,84.5
COL19A1,16.5,10.0,15.1,21.2,4.6,44.1
COL1A1,3.4,2.5,10.6,0.8,7.0,5.8
COL1A2,4.8,1.0,14.8,14.6,12.4,8.0
COL21A1,1.8,5.8,22.0,7.2,14.2,1.9
COL2A1,1.4,1.4,12.4,0.6,4.2,13.5
COL3A1,1.6,1.2,3.4,2.5,3.8,6.2
COL4A1,1.0,4.7,4.9,2.4,5.6,11.2
COL4A2,7.0,3.2,5.2,12.5,36.2,60.2
COL4A3,1.0,3.8,1.9,3.3,3.8,3.1
COL4A3BP,81.7,183.0,181.5,32.4,12.7,73.8
COL4A4,0.9,0.9,4.6,2.9,4.4,5.5
COL4A5,4.4,8.6,28.6,8.6,26.3,13.7
COL4A6,1.8,2.7,4.9,6.3,17.3,6.6
COL5A1,0.9,0.6,1.4,1.6,2.4,8.1
COL5A2,1.3,2.4,2.5,2.7,3.1,23.5
COL5A3,28.6,4.9,25.9,5.3,6.3,11.2
COL6A1,1.9,1.5,1.6,1.8,2.6,4.2
COL6A2,1.7,22.2,8.1,1.4,6.7,52.1
COL6A3,15.9,23.0,4.5,3.9,7.2,29.3
COL7A1,9.6,16.7,12.6,10.7,9.4,21.7
COL8A1,0.4,1.4,14.5,5.5,7.0,18.0
COL8A2,67.2,369.5,3.4,0.9,7.3,14.0
COL9A1,3.5,1.5,5.4,3.0,7.2,21.5
COL9A2,93.5,104.0,61.7,51.9,58.3,86.6
COL9A3,0.8,1.4,16.8,33.5,2.3,4.6
COLEC10,4.4,11.7,36.5,12.3,29.0,40.8
COLEC11,3.2,20.5,1.9,11.6,9.6,23.5
COLEC12,123.1,733.2,62.8,11.3,47.6,40.4
COLGALT1,292.0,421.7,420.8,278.1,222.9,339.4
COLGALT2,26.3,30.4,76.3,40.8,156.5,80.9
COLQ,25.3,45.5,26.8,9.3,157.6,68.2
COMMD10,250.8,363.7,20.6,174.3,159.9,293.8
COMMD3,907.2,503.1,107.4,1290.0,582.1,396.8
COMMD3-BMI1,494.2,214.0,19.3,982.3,812.3,405.0
COMMD4,27.9,32.3,5.9,25.8,54.9,30.6
COMMD8,1197.3,928.4,371.6,1167.8,957.7,193.6
COMMD9,216.9,286.9,33.1,133.7,164.9,127.0
COMP,7.1,0.8,12.1,1.7,2.5,3.8
COMT,6.9,3.4,3.7,19.6,9.4,17.0
COPA,31.5,16.6,14.4,13.9,10.1,26.1
COPB1,1107.6,1134.9,289.9,1121.1,1113.6,632.7
COPB2,1144.8,923.7,360.4,754.3,552.7,284.5
COPE,3.6,2.7,31.2,6.0,1.4,19.7
COPG1,105.1,278.3,110.4,33.7,64.4,136.6
COPG2IT1,20.0,23.5,21.9,23.6,29.2,43.2
COPS2,45.6,84.7,13.8,122.1,73.5,80.4
COPS3,300.9,226.5,245.8,320.4,283.9,228.2
COPS4,753.8,608.2,85.8,640.7,620.6,395.2
COPS5,436.4,441.7,188.3,659.1,575.2,246.6
COPS6,131.1,122.4,111.0,137.4,131.9,205.9
COPS7A,123.3,151.8,110.0,95.2,157.3,125.2
COPS7B,62.9,104.3,15.6,136.3,110.2,225.8
COPS8,33.3,31.9,5.4,61.7,48.4,30.3
COPZ1,409.0,395.4,120.6,324.0,450.8,286.4
COPZ2,32.7,58.5,19.4,5.5,13.7,41.8
COQ10B,400.0,432.1,1619.7,298.7,409.9,272.1
COQ2,199.6,239.8,189.4,87.1,101.3,60.0
COQ3,71.3,77.5,7.6,61.0,85.9,109.1
COQ4,71.3,58.0,1.9,54.1,34.2,74.2
COQ6,39.2,42.3,47.4,71.1,99.3,159.7
COQ7,42.0,53.3,63.7,56.1,44.3,29.9
COQ9,189.6,240.5,34.0,176.3,230.4,203.5
CORIN,2.0,1.7,20.6,6.0,1.7,14.6
CORO1A,135.8,124.9,2336.3,827.2,774.6,1742.8
CORO1B,14.3,20.8,4.7,1.1,5.3,3.9
CORO1C,1920.8,3016.0,1395.6,351.7,155.9,150.4
CORO2A,47.4,32.0,3.8,2.4,9.9,9.6
CORO2B,2.9,1.5,11.2,73.3,4.0,17.8
CORO7,29.8,66.0,66.2,99.0,75.4,172.7
CORT,19.6,28.5,31.7,22.0,9.3,36.0
COTL1,1620.1,620.2,6490.6,913.9,767.5,808.8
COX10,160.7,202.7,119.4,213.8,207.1,321.9
COX11,8.5,6.6,10.0,6.5,9.1,4.3
COX15,101.4,53.4,14.3,50.3,22.1,57.8
COX16,123.7,94.7,76.8,147.2,132.9,154.6
COX17,291.6,322.4,47.1,310.2,270.4,79.0
COX20,23.4,17.7,13.7,39.9,39.7,89.9
COX4I1,29.0,16.4,7.5,72.4,102.6,10.5
COX5A,2177.7,1825.2,141.0,1167.5,886.6,360.0
COX5B,75.3,198.0,119.8,276.6,149.1,113.9
COX6A1,1324.9,1713.4,719.1,770.4,655.7,668.1
COX6A2,30.2,16.7,39.2,39.8,81.7,85.0
COX6B1,507.2,966.3,329.9,364.6,308.5,492.6
COX6B1P3,16.8,31.6,83.0,18.4,52.2,14.7
COX6C,1883.3,2732.9,55.8,1665.4,2092.0,1491.3
COX6CP1,31.1,38.9,7.1,15.8,22.2,16.3
COX6CP2,1.9,1.0,14.2,1.3,1.5,2.7
COX7A1,3.8,7.5,4.6,4.9,3.8,7.9
COX7A2,1415.4,2259.8,419.6,1134.4,746.1,800.3
COX7A2L,826.2,890.2,405.1,1097.6,947.0,863.2
COX7A2P2,231.8,393.4,199.5,221.9,190.5,169.6
COX7B,2188.7,2003.7,369.6,835.2,804.8,278.1
COX7BP1,444.8,478.2,94.7,168.4,225.4,97.2
COX7C,198.5,307.1,5.8,498.5,283.2,184.6
COX8A,545.2,1161.7,369.6,500.7,467.8,408.9
CP,7.4,30.9,13.1,21.7,7.9,39.4
CPA1,0.7,0.9,2.7,0.4,4.4,8.6
CPA2,60.3,42.9,93.1,73.5,91.5,205.1
CPA3,6.0,3.1,71.3,31.2,51.1,42.8
CPA4,33.3,44.8,43.0,44.7,98.7,116.5
CPB1,24.5,21.2,63.2,26.7,46.5,67.1
CPB2,5.1,13.3,0.8,16.1,16.7,62.0
CPD,76.9,296.5,513.9,3.0,75.1,69.3
CPE,5.0,92.2,9.4,1.8,3.9,2.9
CPEB1,27.2,40.5,9.0,3.3,8.2,10.4
CPEB3,39.5,23.1,48.4,62.6,36.9,44.4
CPED1,21.4,63.7,68.7,30.4,53.6,59.0
CPLX2,3.7,10.7,24.8,1.0,3.6,20.1
CPLX3,2.0,3.6,33.9,7.7,16.6,20.1
CPM,29.2,43.9,3.2,5.0,1.4,17.0
CPN1,19.8,28.7,58.1,32.2,38.2,71.7
CPN2,7.0,7.3,5.2,13.9,27.5,31.9
CPNE1,26.8,21.5,190.8,196.0,320.8,435.4
CPNE3,85.0,105.2,57.3,41.7,50.2,185.3
CPNE6,4.1,2.5,2.9,2.0,3.0,12.3
CPNE7,29.3,21.6,26.2,28.2,71.1,97.2
CPOX,580.3,238.6,7.1,449.0,361.9,171.4
CPPED1,37.8,34.2,374.6,5.9,17.4,3.5
CPQ,166.4,224.8,498.0,3.8,92.3,14.3
CPS1,8.3,7.2,1.9,2.3,3.1,3.4
CPS1-IT1,1.9,1.9,23.4,3.0,4.5,10.0
CPSF1,3.1,5.7,5.5,2.6,13.3,88.4
CPSF3L,108.3,119.5,81.5,185.7,198.5,261.6
CPSF4,186.0,217.7,79.7,225.3,288.1,271.1
CPSF6,35.8,47.5,5.5,98.7,50.4,222.3
CPSF7,153.7,176.0,554.0,269.3,308.7,399.4
CPT1A,13.3,11.0,7.8,23.0,44.2,8.4
CPT1B,15.2,19.7,120.1,68.7,101.5,86.3
CPT2,98.3,131.3,13.0,41.7,27.6,21.7
CPTP,66.1,42.3,70.9,27.3,92.0,103.6
CPVL,469.4,287.1,5.6,13.7,124.3,15.4
CPZ,2.4,2.6,6.6,3.5,3.0,11.2
CR1,70.7,23.1,158.1,52.0,2.1,9.3
CR2,17.8,3.7,22.4,701.8,8.6,44.8
CRABP1,2.2,20.6,38.4,6.4,5.7,9.4
CRABP2,373.9,2598.9,6.7,18.9,1.9,75.2
CRADD,91.5,114.2,137.5,72.3,101.3,120.1
CRAT,13.0,20.8,7.9,35.9,48.5,25.9
CRB1,8.6,23.5,12.2,35.7,51.5,16.2
CRBN,97.4,104.7,123.9,236.5,257.6,662.7
CRCP,36.5,41.0,55.2,47.6,78.2,65.7
CRCT1,5.8,1.8,14.2,5.0,4.1,5.9
CREB1,27.3,36.8,118.6,48.9,34.6,119.5
CREB3,136.2,274.9,105.9,94.0,120.4,112.1
CREB3L1,7.1,10.0,19.1,6.4,15.7,58.0
CREB3L2,321.9,453.0,149.0,240.5,297.5,295.5
CREB5,17.8,1.4,529.1,1.1,4.7,3.2
CREBBP,10.3,2.9,66.0,3.5,19.6,17.5
CREBL2,291.6,260.4,52.1,123.4,102.5,424.6
CREBZF,3.4,2.7,6.3,1.3,1.8,25.7
CREG1,3811.7,2411.2,499.9,117.1,165.0,120.4
CRELD1,34.7,47.4,35.1,71.9,69.2,68.4
CRELD2,217.3,145.2,173.3,536.2,724.0,410.6
CREM,0.3,0.6,1.7,0.8,2.7,5.1
CRH,1.1,2.5,2.1,2.7,7.3,11.0
CRHBP,24.2,18.3,55.8,12.9,42.6,47.0
CRHR1,1.1,1.7,4.3,3.2,4.7,32.8
CRHR2,4.8,3.3,22.1,2.5,5.5,2.1
CRIM1,60.2,15.4,9.6,18.7,43.3,8.9
CRIP1,95.5,197.2,7.0,1212.8,417.2,515.9
CRIP2,2.8,1.9,6.5,39.0,15.6,112.5
CRIPT,144.9,119.6,67.1,128.1,113.4,47.0
CRISP1,3.0,4.0,9.6,2.5,8.8,23.1
CRISP2,2.1,0.5,17.8,9.0,4.8,38.4
CRISP3,7.5,8.1,6.7,1.2,1.4,3.3
CRISPLD2,4.5,19.1,4301.9,35.0,56.3,64.2
CRK,56.1,112.7,157.5,36.7,62.4,72.7
CRKL,50.6,65.2,69.0,51.3,86.3,200.4
CRLF1,2.1,1.4,3.8,0.8,1.9,2.5
CRLF2,21.2,25.8,10.9,4.2,8.9,32.7
CRLF3,482.3,516.0,1739.8,1663.3,1378.0,1247.9
CRMP1,22.6,14.0,51.3,42.0,38.4,149.6
CRNKL1,163.8,154.8,112.4,145.5,239.2,82.6
CRNN,5.3,4.3,2.0,14.3,18.6,38.6
CROCC,6.1,1.3,6.9,27.0,24.7,13.8
CROCCP2,212.7,189.4,43.5,897.2,726.8,579.8
CROCCP3,1.4,2.2,6.0,1.1,2.3,8.6
CROT,230.3,185.7,78.6,109.2,290.5,186.9
CRP,0.9,1.0,4.2,1.5,9.5,2.2
CRTAC1,13.2,29.0,76.4,12.6,32.8,120.1
CRTAM,165.3,351.4,4.2,6.0,157.4,4.6
CRTAP,95.4,141.0,55.2,80.8,66.8,124.8
CRTC1,16.3,10.4,13.1,13.5,15.1,22.2
CRTC3,323.0,320.9,431.3,848.8,1157.9,721.2
CRX,2.7,7.2,11.3,3.0,14.0,6.7
CRY1,117.7,91.7,18.2,99.3,280.5,113.3
CRY2,5.1,10.7,19.0,2.3,22.9,5.6
CRYAA,3.6,12.6,16.4,17.5,26.3,11.1
CRYAB,29.4,6.0,16.6,23.7,38.5,116.1
CRYBA1,6.0,2.2,1.3,2.7,5.0,8.2
CRYBA2,0.7,0.7,10.0,0.9,2.3,4.1
CRYBA4,0.9,1.7,1.6,5.1,2.8,4.6
CRYBB1,1.2,1.4,3.1,1.9,2.3,3.8
CRYBB2,5.9,5.1,3.8,1.8,3.0,7.3
CRYBB2P1,13.3,12.1,3.8,15.2,3.0,7.3
CRYBB3,1.1,1.4,2.8,1.3,2.3,5.7
CRYBG3,465.9,220.1,40.1,180.0,81.7,385.2
CRYGA,2.1,3.5,40.4,4.6,24.0,8.8
CRYGB,18.3,21.5,9.0,8.0,19.5,12.9
CRYGC,9.3,10.7,11.5,3.8,14.6,62.7
CRYGD,6.4,14.2,15.0,4.7,15.0,83.7
CRYGEP,2.7,2.6,22.8,3.8,21.1,39.6
CRYL1,115.0,138.0,71.1,111.7,119.2,122.9
CRYM,28.9,28.8,58.0,87.7,46.1,197.7
CRYZ,606.1,231.0,4.3,418.6,568.4,397.3
CRYZL1,95.5,100.8,34.3,75.3,75.4,127.0
CS,733.7,726.9,459.3,504.6,606.4,618.4
CSAD,53.7,30.0,365.2,147.8,155.5,103.1
CSAG2,0.7,1.1,2.0,1.4,1.5,2.9
CSAG3,0.7,1.1,2.0,1.4,1.5,2.9
CSDC2,4.6,3.0,6.2,1.4,4.1,8.6
CSDE1,845.1,776.6,452.1,715.4,547.5,1114.8
CSE1L,7.3,4.7,12.8,61.8,55.8,20.8
CSF1,2.8,111.4,3.8,3.9,1.8,3.1
CSF1R,353.5,378.2,72.1,20.6,285.9,79.0
CSF2,1.7,3.9,16.5,4.1,6.5,10.4
CSF2RA,23.3,28.1,82.6,0.7,2.1,3.1
CSF2RB,1709.6,628.3,7002.9,700.7,151.2,139.7
CSF3,1.6,15.0,17.8,3.0,3.4,14.1
CSF3R,39.0,79.1,4067.4,10.8,10.1,41.2
CSGALNACT1,30.0,19.8,1405.0,1227.0,282.5,494.0
CSGALNACT2,643.0,416.3,392.1,285.8,398.5,62.5
CSH1,0.6,0.7,1.2,1.0,1.3,3.9
CSH2,0.6,1.1,1.2,1.0,1.3,4.4
CSHL1,0.6,0.7,1.2,1.0,1.3,3.5
CSK,480.7,315.8,2182.8,1186.0,1420.5,780.3
CSN1S1,0.9,14.1,2.8,11.3,13.5,11.3
CSN2,11.1,16.0,50.7,32.6,39.9,87.0
CSN3,3.6,2.9,5.7,2.5,8.2,9.6
CSNK1A1,5.6,1.4,5.1,8.6,4.5,64.7
CSNK1D,12.4,29.9,39.4,3.3,30.6,9.6
CSNK1E,4.1,10.1,9.0,3.6,8.9,14.1
CSNK1G1,6.6,20.2,15.4,5.7,32.7,83.8
CSNK1G2,19.3,34.1,66.7,5.4,4.8,122.7
CSNK1G3,192.1,281.5,128.3,398.9,151.4,149.0
CSNK2A1,26.9,75.7,9.1,29.1,15.2,91.6
CSNK2A2,150.1,204.6,64.2,151.0,156.3,156.2
CSNK2B,595.4,735.6,356.6,542.4,547.8,308.2
CSPG4,2.8,4.3,3.6,1.3,3.5,30.8
CSPG4P1Y,1.3,4.7,8.7,1.7,3.0,8.5
CSPG5,2.5,4.2,4.7,2.2,3.2,11.3
CSPP1,9.9,15.6,13.9,7.0,2.7,9.8
CSRNP2,112.9,131.5,86.7,169.2,263.8,104.3
CSRNP3,1.9,2.2,2.4,3.3,5.3,11.5
CSRP1,438.2,466.5,115.3,119.3,91.6,523.2
CSRP2,41.4,264.4,2.3,2.9,2.7,18.7
CSRP3,1.5,1.0,1.7,0.9,1.2,3.0
CST1,1.5,2.4,23.5,2.8,8.2,9.7
CST2,6.0,4.4,7.2,5.7,8.0,20.4
CST3,1823.6,973.8,151.9,30.3,215.4,47.2
CST4,83.1,23.0,76.3,4.1,15.2,115.9
CST5,2.0,18.7,10.0,3.7,3.8,8.1
CST6,29.4,49.0,4.5,16.2,25.9,5.6
CST7,55.1,6.4,2379.7,4.6,2403.5,210.5
CST8,24.0,29.0,49.2,30.4,53.3,45.6
CSTA,1148.9,2387.7,1393.1,39.8,136.9,3.0
CSTB,4770.4,4858.1,578.0,274.5,716.8,427.2
CSTF1,40.1,56.3,20.3,66.4,46.2,44.3
CSTF2,80.2,90.4,13.1,77.1,99.5,106.6
CSTF2T,56.3,74.9,12.5,51.6,116.8,12.8
CSTF3,694.9,465.1,93.6,624.0,472.4,468.3
CT55,4.9,1.4,8.6,4.9,22.5,31.9
CT62,1.2,1.9,23.1,3.1,3.4,8.3
CTAG1A,1.1,1.1,2.7,0.9,2.8,3.8
CTAG1B,1.1,1.1,2.7,0.9,2.8,3.8
CTAG2,1.1,1.7,5.5,2.0,3.6,6.2
CTAGE1,14.6,22.3,33.6,26.6,55.4,70.8
CTAGE11P,10.1,14.5,4.0,16.3,22.8,65.6
CTAGE15,52.4,57.3,194.4,159.8,116.4,272.5
CTAGE4,46.1,57.3,117.5,70.8,44.6,254.7
CTAGE5,13.7,11.6,28.4,16.3,57.5,51.3
CTAGE8,46.1,57.3,117.5,70.8,44.6,254.7
CTAGE9,46.1,57.3,117.5,70.8,44.6,254.7
CTB-102L5.7,1.2,1.5,3.2,3.6,2.4,10.1
CTB-176F20.3,2.3,4.1,12.6,11.6,15.3,9.0
CTBP1,165.2,219.5,115.4,337.6,541.0,254.6
CTBP2,2.2,6.8,40.4,12.4,6.5,7.7
CTBS,256.6,316.6,1067.7,117.6,64.9,82.5
CTC-338M12.4,11.6,16.7,20.1,115.4,66.2,45.8
CTC-425F1.4,283.2,135.7,57.3,91.7,225.3,61.4
CTC-428G20.3,67.7,38.7,105.0,205.3,154.5,198.5
CTC1,82.2,84.4,129.9,238.3,174.1,282.5
CTCF,301.4,222.0,388.3,758.3,510.7,618.1
CTD-2269F5.1,9.6,25.0,45.9,27.1,34.2,67.7
CTD-3126B10.1,3.4,5.3,5.6,3.9,7.3,8.7
CTDNEP1,165.9,113.0,357.6,174.8,313.0,228.9
CTDP1,7.2,8.3,134.7,35.9,30.0,112.4
CTDSP1,141.7,135.9,695.1,269.9,631.6,494.5
CTDSP2,173.8,254.9,592.2,219.8,252.6,283.5
CTDSPL,2.5,26.7,4.8,1.3,3.8,5.0
CTF1,25.7,22.4,49.1,39.0,62.2,30.0
CTGF,7.9,0.6,30.6,23.9,1.6,2.8
CTGLF12P,100.0,106.5,192.1,240.2,220.4,474.2
CTH,8.4,11.2,0.9,17.4,27.2,22.7
CTIF,29.7,23.4,8.4,8.3,5.8,41.2
CTLA4,8.6,18.8,73.9,24.6,11.2,275.7
CTNNA1,38.0,35.0,100.7,64.3,85.6,16.4
CTNNA2,3.0,0.8,4.5,13.3,21.2,11.0
CTNNA3,1.4,2.8,9.0,1.4,8.5,15.3
CTNNAL1,1436.2,229.1,49.3,63.1,59.9,44.6
CTNNAP1,0.8,1.0,1.6,0.7,1.1,2.8
CTNNB1,767.1,1129.8,183.1,630.9,637.7,716.9
CTNNBIP1,31.9,35.1,26.4,34.8,72.5,89.1
CTNNBL1,115.8,109.5,53.0,195.6,179.6,116.5
CTNND1,94.6,88.7,7.9,42.3,53.9,42.4
CTNND2,3.1,4.8,4.0,9.5,16.9,9.7
CTNS,14.0,22.5,45.9,20.3,38.9,34.6
CTPS1,92.6,98.0,31.1,119.9,132.6,48.1
CTPS2,49.7,52.1,35.7,63.6,39.7,52.2
CTR9,575.4,497.4,130.1,616.3,660.0,244.9
CTRB1,4.7,6.5,43.3,8.9,5.5,34.7
CTRB2,4.7,6.5,43.3,8.9,5.5,34.7
CTRC,28.5,19.0,106.6,20.6,72.4,66.7
CTRL,26.2,17.2,96.6,42.8,62.3,95.6
CTSA,617.9,958.1,510.9,162.3,240.5,263.5
CTSB,2311.1,2015.0,115.5,36.9,107.7,89.4
CTSC,2853.5,1622.2,2423.3,230.9,2003.7,272.5
CTSD,530.5,1419.7,87.3,9.3,72.7,62.9
CTSE,16.1,26.3,89.4,20.9,51.5,94.1
CTSF,41.6,99.4,83.8,29.6,109.2,69.1
CTSG,24.1,25.4,12.9,40.9,44.3,31.9
CTSH,2122.1,2113.5,179.8,2030.7,290.1,422.1
CTSK,108.5,1903.8,213.7,137.6,211.9,205.7
CTSL,1457.7,1965.4,9.5,1.3,198.5,10.5
CTSO,300.0,266.6,94.7,236.1,516.5,283.0
CTSS,747.4,624.1,560.9,165.6,128.5,36.7
CTSV,237.2,349.3,5.3,1.7,25.5,25.5
CTSW,2.9,3.5,7.0,3.0,1743.2,16.2
CTSZ,61.9,54.5,12.5,26.5,32.4,15.3
CTTN,1.7,7.4,4.0,1.1,3.2,6.9
CUBN,5.0,5.1,9.6,6.4,47.2,12.6
CUEDC1,3.4,2.3,10.4,1.6,2.8,7.9
CUEDC2,244.4,357.5,205.4,305.3,413.3,357.9
CUL1,192.5,182.6,25.6,389.1,436.3,467.1
CUL2,94.9,81.9,11.5,86.8,53.7,37.7
CUL3,9.2,6.5,7.3,34.7,12.3,2.5
CUL4A,123.3,143.3,23.4,256.4,168.8,132.4
CUL4B,32.9,37.1,154.1,69.6,38.8,113.4
CUL5,35.9,25.7,3.2,4.5,28.5,12.7
CUL7,10.6,14.9,5.0,2.3,2.3,5.9
CUL9,73.4,21.1,33.7,92.6,89.8,66.8
CUTA,1058.3,1094.9,61.6,1625.7,1130.3,1164.7
CUTC,99.1,86.1,174.2,406.6,328.3,178.9
CUX1,143.3,99.1,126.9,30.4,52.1,12.1
CUX2,7.1,11.1,14.3,10.3,21.0,19.8
CUZD1,33.3,16.4,25.6,42.7,73.5,96.7
CWC25,112.5,75.2,508.3,209.2,257.7,276.3
CWF19L1,28.4,39.5,5.5,60.6,35.2,245.2
CWH43,0.2,0.5,1.3,1.1,0.9,8.8
CX3CL1,6.2,8.6,5.9,7.4,8.1,24.7
CX3CR1,48.6,7.1,989.9,35.8,6860.7,138.3
CXADR,9.1,119.9,31.5,36.0,34.1,126.6
CXCL1,6.0,1817.2,7876.5,9.4,38.6,71.6
CXCL10,72.8,121.2,92.2,41.5,64.1,90.3
CXCL11,3.1,0.5,1.1,2.3,0.9,1.8
CXCL12,0.9,1.4,4.2,2.4,3.3,5.6
CXCL13,3.8,1.2,6.7,1.8,14.1,55.1
CXCL14,1.4,20.5,31.1,0.4,14.7,19.8
CXCL2,87.0,1324.5,669.2,11.2,35.0,5.9
CXCL3,6.4,975.8,24.3,12.0,10.5,23.9
CXCL5,0.4,33.5,1.4,5.5,2.2,13.3
CXCL6,8.3,262.0,89.9,4.2,27.4,30.8
CXCL8,7.9,1180.4,10151.6,4.5,19.0,46.8
CXCL9,48.2,23.5,75.1,28.6,51.9,70.1
CXCR1,13.2,5.4,2861.7,5.2,92.9,16.7
CXCR2,121.4,30.0,4373.7,12.5,143.6,9.1
CXCR3,1.3,1.6,2.5,4.7,12.7,26.6
CXCR4,139.7,298.0,4730.1,1718.0,443.3,1626.6
CXCR5,2.7,1.7,4.9,3.3,3.5,42.2
CXCR6,11.1,10.0,19.0,0.7,14.3,21.5
CXXC1,64.5,67.5,45.9,152.8,177.0,295.4
CXXC4,10.1,11.1,75.4,13.4,27.6,35.4
CXorf21,25.5,30.2,119.3,40.6,29.6,28.4
CXorf36,2.2,4.4,9.5,6.2,6.8,18.0
CXorf40A,124.5,119.7,97.6,109.4,169.6,167.7
CXorf40B,88.7,105.8,69.6,124.0,173.5,237.5
CXorf56,44.0,31.8,26.5,42.7,49.9,37.7
CXorf57,1.1,4.1,0.7,7.8,2.6,1.8
CYAT1,1.5,4.5,5.9,3.6,4.4,8.8
CYB561,15.9,32.3,73.3,14.3,40.5,81.8
CYB561D2,160.1,188.4,191.3,142.8,285.2,159.3
CYB5A,6.4,1.6,1.9,2.8,1.8,2.0
CYB5B,75.8,103.9,11.8,38.8,49.8,91.4
CYB5R1,378.4,550.9,413.0,226.1,322.6,255.7
CYB5R2,17.2,31.8,23.4,29.2,6.0,5.6
CYB5R3,1393.7,1141.7,977.8,897.0,734.0,393.3
CYB5R4,390.8,298.1,1618.7,478.3,264.2,151.6
CYBA,923.0,2127.4,1062.4,354.2,366.6,800.4
CYBB,9.3,15.3,26.9,6.3,26.2,8.5
CYBRD1,52.7,43.4,2.3,0.9,2.2,4.1
CYC1,451.5,509.0,47.9,256.5,337.7,214.6
CYCS,2959.6,2755.7,40.2,1838.9,1426.6,495.9
CYCSP19,4.5,10.0,9.0,7.5,7.0,8.5
CYCSP33,17.8,11.2,19.9,1.7,10.8,24.9
CYCSP44,7.4,4.8,4.8,0.6,1.3,16.5
CYFIP1,3872.2,2440.6,8.2,364.9,227.7,263.8
CYFIP2,34.0,38.8,125.4,534.3,862.9,517.4
CYHR1,21.3,26.6,63.7,25.9,10.6,20.7
CYLC1,6.3,8.3,9.3,10.1,20.7,24.4
CYLC2,4.6,11.5,37.9,13.3,34.1,70.3
CYLD,4.0,3.9,78.0,2.6,33.4,56.0
CYP11A1,12.1,14.0,30.2,0.8,25.9,38.1
CYP11B1,13.4,16.6,56.8,14.9,43.8,110.7
CYP11B2,3.3,2.8,4.4,2.4,4.2,23.3
CYP17A1,15.1,17.3,58.7,17.2,37.9,42.3
CYP19A1,31.2,48.1,48.2,14.2,16.9,85.7
CYP1A1,10.7,4.4,44.6,2.4,23.0,49.5
CYP1A2,2.3,9.3,5.2,2.3,5.6,6.5
CYP1B1,5.4,80.6,2.8,4.5,17.2,12.7
CYP20A1,82.7,58.1,1.9,52.8,52.5,54.9
CYP21A1P,12.0,14.8,31.3,13.8,6.4,10.6
CYP21A2,12.0,14.8,31.3,13.8,6.4,10.6
CYP24A1,9.7,0.5,6.0,8.2,12.9,33.9
