,mix0,mix1,mix2,mix3,mix4,mix5,mix6,mix7,mix8
SCPEP1,104.908466,74.490829,77.80823,124.42629,127.434119,110.39102,122.9818,145.88803,106.138759
SCRG1,0.1070182,0.536508,0.0934545,0.215216,0.0495376,0,0.138664,0,0.144793
SCRIB,16.68337,20.42767,34.97637,34.71242,16.70577,18.54437,16.028874,19.894928,16.94153
SCRN1,13.43094943,7.2127229,9.763373113,14.85897903,10.22407129,9.013584039,11.44818835,10.56993065,11.21357501
SCRN2,14.8278,16.961705,22.2661,27.12297,14.102667,13.39503,14.83186,13.469097,13.538484
SCRN3,7.864282,4.226952,6.36567,7.969767956,5.164556381,4.874412,4.192342,4.2767481,5.68869
SCRT1,0,0,0,0,0.0226662,0,0.00421944,0,0
SCRT2,0,0,0,0,0,0,0.00419072,0,0
SCTR,0,0,0.0889745,0,0,0,0,0,0
SCT,1.36269,9.73134,3.37262,5.70443,0.911242,3.59196,3.6577,4.02689,2.31534
SCUBE1,0.185688,0.158315,0.049206,0.118713,0.140071,0.00356217,0.0743136,0.132395,0.102686
SCUBE2,0.0549979,0,0.435348,0.157264,0.0367183,0,0.0284978,0.281878,0.0489422
SCUBE3,0,0.087576657,0.412495466,0.320705,0.005268938,0.002679903,0.011770102,0,0.129926348
SCX,0.55337,0,3.43554,1.02559,0.0950802,0.16926,0.1858466,0.373486,0.3802
SCYL1,39.51545,29.76608,46.944762,48.806799,42.08881,36.16746501,34.929367,43.72234038,36.589923
SCYL2,16.68714,7.45915,15.949466,24.34555,18.48221,13.26425,14.977783,12.371186,18.44285
SCYL3,7.191188,4.197044,8.437450559,7.484112938,4.36257676,6.24024,3.78615,4.9117,5.51528
SDAD1,25.886255,15.12387,20.02269776,21.0991,19.87014,17.56531,17.333487,16.11763,27.63731
SDC1,0.44402568,0.2282558,0.3790452,0.0970428,0.480645,0.192188,0.2204911,0.4381394,0.2745668
SDC2,0.328755,0.337999,0.0773122,0.33828,0.35551191,0.188054,0.555898,0.545487,0.272078
SDC3,1.84667,1.98167,2.02963,3.58264,2.06163,1.86188,1.53738,2.39094,2.00693
SDC4,1.674844,0.982575,1.59745,1.23422,1.560559741,0.872647,1.275536265,1.86462,1.57314
SDCBP2,0.93397,1.0155,2.320995,1.197016,0.9825268,1.008695,1.0246849,0.41395,0.322782
SDCBP,168.6950706,109.5621826,80.285037,138.1249001,169.1922513,118.8406047,133.78825,155.7088035,149.5827642
NEMF,41.22210703,58.029177,84.351779,65.45034553,35.75674,56.479067,43.91485634,32.712217,38.59116437
SDCCAG3,21.15163,17.5483,38.37971,35.52448,21.599015,20.04455,17.03732,23.20137,20.341363
SDCCAG8,17.072461,15.06196799,33.20223098,20.86794,14.7632,13.47874919,14.599281,15.18747046,15.94098
