Gene Name,tumor-mcf7,cafs-hs,normal_breast,lymphocytes
ITGA9-AS1,1,16,4,2
RPL21P135,0,0,0,0
NDUFAF4P3,0,1,0,1
CTDSPL,394,923,502,413
MIR26A1,0,0,0,0
VILL,34,1,62,28
PLCD1,165,77,189,143
DLEC1,5,5,9,7
PPP2R2DP1,0,0,0,0
ACAA1,1492,433,1569,1171
MYD88,1844,659,1874,1455
OXSR1,2694,2324,3120,2415
SLC22A13,4,4,0,2
AP006193.1,1,0,0,0
SLC22A14,1,7,1,0
RNU6-235P,0,0,0,0
DLEC1P1,0,0,0,0
XYLB,223,95,227,163
ACVR2B-AS1,50,12,39,32
ACVR2B,585,135,668,447
EXOG,325,154,456,314
DDTP1,1,1,0,1
RPL18AP7,2,4,1,2
SCN5A,14,3,11,6
SCN10A,0,0,0,0
AC116038.1,0,0,0,0
SCN11A,9,0,15,8
RNU6-1227P,0,0,0,0
WDR48,1006,629,1159,837
GORASP1,1749,579,1852,1331
TTC21A,84,65,98,74
MIR6822,0,0,0,0
CSRNP1,694,156,798,561
AC092053.3,43,2,54,40
AC092053.2,6,0,4,1
XIRP1,0,1,1,0
DSTNP4,0,0,0,0
CX3CR1,5,1,4,0
AC092053.1,0,0,0,0
CCR8,0,0,0,0
HNRNPA1P21,1,0,0,0
AC104850.1,0,0,0,0
EEF1A1P24,3,0,2,1
SLC25A38,1626,466,1769,1327
RPSA,12986,12661,14951,11200
SNORA6,0,0,0,0
MOBP,0,0,1,0
NFU1P1,0,0,0,0
MYRIP,113,1,123,89
RNU4-56P,0,0,0,0
EIF1B-AS1,24,7,21,12
RN7SL411P,0,0,0,0
SNORA64,0,0,0,0
EIF1B,757,441,990,627
ENTPD3-AS1,59,18,58,45
PGAM1P3,0,0,1,0
ENTPD3,2,7,5,4
RPL14,9118,7571,10377,8000
ZNF619,251,80,283,201
RNU5B-2P,0,0,1,0
ZNF620,233,14,244,167
ZNF621,923,587,1088,763
RPL5P10,2,0,0,0
EEF1GP3,0,0,0,0
AC122683.1,0,0,0,0
HMGN2P24,0,0,0,0
AC099560.2,2,1,1,4
AC099560.1,0,0,0,0
AC099541.1,0,0,0,0
AC009743.1,0,0,0,0
AC104307.1,0,0,0,0
CTNNB1,8373,5359,9568,7100
ULK4,115,71,133,92
RN7SKP58,0,0,0,0
ATP6V0E1P2,0,0,0,0
RPL36P20,0,0,0,0
GEMIN2P2,0,0,0,1
TRAK1,766,1600,1136,867
AC093414.1,0,0,0,0
TPMTP2,0,0,0,0
RNU4-78P,0,0,0,1
CCK,0,0,4,1
AC018358.1,0,0,0,0
SALL4P6,0,0,0,0
EIF4BP4,0,0,0,0
LYZL4,0,0,0,0
AC092047.1,0,0,0,0
VIPR1,257,23,269,171
VIPR1-AS1,10,0,10,10
SEC22C,951,1080,1136,808
SS18L2,386,197,401,291
NKTR,2256,1457,2690,1827
AC006059.1,5,9,3,4
ZBTB47,106,174,147,113
RN7SL567P,0,0,0,0
KLHL40,0,0,0,0
HHATL,0,0,1,0
CCDC13,2,7,1,2
HHATL-AS1,0,0,0,0
CCDC13-AS1,1,1,2,1
AC099329.3,0,0,0,0
LINC02158,0,3,0,1
HIGD1A,1152,639,1176,943
AC099329.1,2,0,0,0
ACKR2,25,4,34,26
AC099329.2,7,0,6,6
AC092042.3,0,3,0,2
KRBOX1,0,34,3,6
CYP8B1,2,0,1,1
HNRNPA1P22,0,0,1,0
ZNF662,1,0,0,2
KRBOX1-AS1,0,1,0,0
FAM198A,25,40,33,24
AC092042.2,0,0,1,0
POMGNT2,394,177,419,328
AC092042.1,1,0,1,0
SNRK,422,413,577,421
RN7SL517P,0,0,0,0
AC104184.1,4,1,3,5
SNRK-AS1,2,1,2,4
ANO10,1285,757,1465,1052
AC097638.1,0,0,0,0
ABHD5,862,609,972,704
AC006055.1,0,0,0,0
AC006058.2,0,1,0,0
AC006058.3,0,3,2,1
RNU6-367P,0,0,0,0
MIR138-1,0,1,0,0
AC006058.4,0,109,9,15
AC006058.1,0,320,34,36
TOPAZ1,0,0,0,0
AC104187.1,1,0,0,0
TCAIM,785,487,826,657
LINC00694,0,0,0,0
LINC01988,0,0,0,0
ZNF445,665,391,826,547
ZNF852,6,3,6,2
EI24P3,0,0,0,0
AC099669.2,0,0,0,0
ZKSCAN7,1,0,1,1
AC099669.1,0,0,0,0
ZNF660,0,0,0,0
MPRIPP1,0,0,0,0
ZNF197,27,49,21,11
ZNF197-AS1,0,0,1,0
ZNF35,6,3,14,7
AC124045.1,0,0,0,0
SOCS5P3,0,0,0,0
ZNF502,0,0,0,0
ZNF501,0,0,0,0
KIAA1143,35,32,51,41
KIF15,527,304,626,485
TMEM42,9,9,19,10
MIR564,0,0,0,0
TGM4,0,5,0,0
AC098649.1,0,0,0,0
ZDHHC3,1411,756,1541,1148
RPL12P44,2,1,0,2
EXOSC7,568,545,639,474
CLEC3B,0,1,0,1
RNU5B-3P,0,0,0,0
CDCP1,0,3760,376,530
RPS24P8,1,5,4,2
TMEM158,15,96,54,40
LARS2,805,578,1015,753
LARS2-AS1,0,0,0,0
LIMD1,1191,456,1299,946
LIMD1-AS1,3,0,4,2
SACM1L,977,835,1118,822
RN7SL145P,0,1,1,2
AC098476.1,0,0,0,0
SLC6A20,2,0,3,2
LZTFL1,217,362,230,172
AC099782.1,0,0,0,0
CCR9,0,0,0,0
FYCO1,1242,535,1478,1023
CXCR6,6,1,6,11
XCR1,0,0,0,0
NRBF2P2,0,0,0,0
FLT1P1,0,0,0,0
CCR3,6,2,11,2
CCR1,32,1,26,14
UQCRC2P1,0,0,0,0
CCR2,0,0,0,0
AC098613.1,1,0,0,0
CCR5,0,0,0,0
CCRL2,6,0,3,4
LINC02009,1,3,2,1
LTF,4,1,0,1
RTP3,0,0,0,0
LRRC2,1,5,8,6
LRRC2-AS1,0,0,1,1
TDGF1,0,0,0,0
AC104304.1,0,0,0,0
FAM240A,0,0,0,0
SNORD77,0,0,0,0
ALS2CL,285,3127,612,693
TMIE,3,5,2,0
PRSS50,0,0,0,0
PRSS46,0,0,0,0
PRSS45,0,0,0,0
AC109583.3,0,0,0,0
AC109583.1,0,0,0,0
PRSS44,0,0,0,0
PRSS42,0,0,0,0
MYL3,3,1,1,0
PTH1R,6,1,6,13
AC109583.2,1,1,2,2
CCDC12,626,230,641,488
NBEAL2,6632,744,6717,5053
NRADDP,15,1,19,17
SETD2,2754,1748,3255,2322
MRPL57P3,0,0,0,0
KIF9-AS1,51,36,64,43
KIF9,99,76,105,99
SNORD13P3,0,0,0,0
KLHL18,669,427,800,551
AC104447.1,45,24,52,33
AC099778.1,29,9,33,26
PTPN23,2512,1476,2793,2112
SCAP,2185,1155,2488,1885
AC099778.2,0,0,5,3
ELP6,868,374,948,713
BOLA2P2,9,0,7,6
RN7SL870P,0,0,0,0
CSPG5,127,3,124,92
SMARCC1,5166,3504,6156,4381
AC112512.1,1,0,2,0
AC130472.1,0,1,0,0
DHX30,3009,1442,3316,2619
MIR1226,0,0,0,0
MAP4,6594,8782,8468,6516
VPS26BP1,0,0,0,0
AC124916.2,0,0,0,0
RN7SL664P,0,0,0,1
AC124916.1,1,0,0,0
CDC25A,617,414,872,609
SNRPFP4,0,0,2,0
RNU7-128P,0,0,0,0
NDUFB1P1,1,3,0,0
MIR4443,0,0,0,0
CAMP,5,0,9,2
ZNF589,160,128,191,152
MRPS18AP1,0,0,0,0
FCF1P2,67,35,96,60
NME6,630,262,630,473
SPINK8,4,0,3,0
MIR2115,0,0,0,0
FBXW12,8,1,9,13
RN7SL321P,0,0,0,0
PLXNB1,4193,2217,4538,3425
CCDC51,407,358,550,343
TMA7,159,67,203,137
AC134772.1,0,0,0,0
ATRIP,6,6,10,7
AC134772.2,4,4,4,3
TREX1,0,0,0,0
SHISA5,4289,1973,4671,3440
PFKFB4,367,315,405,306
MIR6823,0,0,0,0
UCN2,0,123,15,26
COL7A1,171,10833,1412,1726
MIR711,0,0,0,0
UQCRC1,4224,3495,4795,3591
TMEM89,5,3,2,2
SLC26A6,1133,840,1240,915
MIR6824,0,0,0,0
CELSR3,817,555,962,709
MIR4793,0,0,0,0
CELSR3-AS1,4,2,4,3
AC141002.1,3,2,2,0
NCKIPSD,829,416,879,660
IP6K2,1945,904,1944,1576
PRKAR2A,2480,1515,2824,2030
PRKAR2A-AS1,50,12,60,43
SLC25A20,202,53,256,168
ARIH2OS,23,3,16,20
ARIH2,1640,1027,2049,1471
AC137630.2,5,0,8,2
AC137630.1,12,0,13,4
AC137630.4,0,0,0,0
P4HTM,1865,81,1797,1385
WDR6,6660,2083,7211,5230
DALRD3,803,449,878,664
MIR425,1,0,1,2
NDUFAF3,920,408,1013,764
MIR191,0,0,0,0
IMPDH2,4674,5175,5165,4110
AC137630.3,5,0,5,2
QRICH1,2637,1325,2779,2045
RN7SL182P,0,0,0,0
QARS,3774,3149,4433,3381
MIR6890,0,0,0,0
USP19,2229,954,2417,1754
LAMB2,5199,3428,5944,4528
AC135506.1,1,6,6,1
CCDC71,510,315,515,432
KLHDC8B,238,134,218,147
C3orf84,0,0,0,0
CCDC36,0,0,4,1
AC121247.2,0,0,0,0
AC121247.1,1,0,2,1
C3orf62,132,107,177,114
MIR4271,0,0,0,0
USP4,1517,527,1581,1218
GPX1,0,3029,466,525
RHOA,11330,9709,12556,9677
RHOA-IT1,0,0,5,4
TCTA,697,150,650,510
AMT,5,2,2,2
AC104452.1,3,3,0,2
NICN1,0,0,0,0
RNA5SP130,0,0,0,0
DAG1,7797,1859,8311,5979
BSN-AS2,11,0,11,6
BSN,103,32,108,87
BSN-AS1,0,0,0,0
APEH,4337,1700,4605,3338
MST1,159,25,149,112
AC099668.1,0,0,0,0
RNF123,871,468,896,672
AMIGO3,0,0,0,0
GMPPB,1011,371,1127,804
IP6K1,1497,977,1706,1294
COX6CP14,0,0,0,1
AC139451.1,0,0,0,0
CDHR4,4,5,1,1
FAM212A,4,108,23,19
UBA7,7,138,40,30
MIR5193,0,0,0,0
TRAIP,557,220,606,439
CAMKV,2,0,25,10
RN7SL217P,0,0,0,0
ACTBP13,0,0,1,0
MST1R,287,248,366,217
AC105935.2,0,0,0,0
AC105935.1,2,0,4,1
MON1A,226,153,281,183
RBM6,2162,1235,2379,1689
RBM5,1538,1003,1736,1261
RBM5-AS1,5,1,3,4
SEMA3F-AS1,34,15,26,24
SEMA3F,2666,2112,2967,2340
MIR566,0,0,0,0
GNAT1,5,1,4,0
SLC38A3,38,0,33,25
GNAI2,5856,5080,6779,5082
MIR5787,1,0,0,0
U73169.1,2,3,1,1
U73166.1,77,3,67,42
SEMA3B-AS1,34,1,25,20
SEMA3B,2846,221,2866,2159
MIR6872,0,0,0,0
LSMEM2,2,0,5,2
IFRD2,1888,1196,1990,1556
HYAL3,101,106,104,77
NAT6,193,161,236,153
HYAL1,14,16,14,8
HYAL2,826,333,830,633
TUSC2,850,231,857,619
RASSF1,457,307,535,392
RASSF1-AS1,2,0,2,0
ZMYND10-AS1,0,0,0,0
ZMYND10,66,8,83,45
NPRL2,328,295,376,295
CYB561D2,397,155,460,316
Z84492.1,0,0,0,0
TMEM115,891,552,910,728
CACNA2D2,81,3,80,63
RNA5SP131,0,0,0,0
C3orf18,21,4,40,25
HEMK1,561,327,624,433
AC096920.2,1,0,0,1
CISH,711,61,694,524
MAPKAPK3,1178,1100,1267,958
LINC02019,2,24,3,4
MIR4787,0,0,0,0
DOCK3,73,9,91,63
AC096920.1,0,0,0,0
AC126120.1,0,0,0,0
ZNF652P1,0,0,0,0
ST13P14,0,0,0,0
MANF,1082,1221,1248,908
RBM15B,2642,1210,2913,2227
DCAF1,1357,715,1462,1081
RAD54L2,615,436,815,572
RNU6ATAC29P,0,0,0,0
TEX264,1028,532,1131,896
RNA5SP132,0,3,0,0
GRM2,9,2,11,5
IQCF6,0,0,0,1
IQCF4,0,0,0,0
IQCF3,0,0,0,0
IQCF2,0,0,0,0
RN7SL504P,0,0,0,0
IQCF5-AS1,0,0,0,0
IQCF5,0,0,0,0
IQCF1,0,1,0,0
RRP9,740,553,769,591
PARP3,103,188,147,114
AC115284.2,1,0,0,3
GPR62,1,0,0,0
PCBP4,319,274,386,281
AC115284.1,0,0,0,0
ABHD14B,429,325,469,365
ABHD14A,53,37,58,45
ABHD14A-ACY1,0,0,1,0
ACY1,26,7,28,27
RPL29,10728,7675,11307,8817
DUSP7,220,2458,485,552
POC1A,699,373,792,583
ALDOAP1,0,0,1,0
ALAS1,1008,614,1129,899
AC097637.2,0,0,4,2
TLR9,0,0,0,0
AC097637.1,0,0,0,0
TWF2,598,759,746,568
AC006252.1,10,8,13,5
PPM1M,129,18,169,119
WDR82,3286,2945,3814,2774
MIRLET7G,0,0,0,0
GLYCTK,77,49,72,68
GLYCTK-AS1,2,0,3,3
MIR135A1,0,1,1,0
DNAH1,122,120,149,126
AC092045.1,4,5,3,2
BAP1,1670,1281,1992,1480
PHF7,64,92,91,51
SEMA3G,15,0,11,14
TNNC1,5,2,2,3
NISCH,1745,1302,2139,1577
STAB1,2,1,4,0
NT5DC2,1888,1652,2226,1767
SMIM4,235,110,252,201
PBRM1,1912,1312,2276,1637
RNU6-856P,1,0,0,1
RNU6ATAC16P,1,0,0,1
GNL3,1839,2205,2026,1632
SNORD19B,0,0,0,0
SNORD19,10,15,5,6
SNORD69,3,5,6,2
GLT8D1,713,1029,918,649
SPCS1,2206,1234,2340,1706
NEK4,855,393,971,720
AC104446.1,4,3,5,0
AC006254.2,0,0,0,1
AC006254.3,0,0,0,0
ITIH1,0,0,0,0
ITIH3,1,0,1,0
ITIH4,0,2,0,0
AC006254.1,4,3,6,6
ITIH4-AS1,0,0,0,0
MUSTN1,1,0,1,0
TMEM110-MUSTN1,1,5,6,5
TMEM110,28,20,31,27
MIR8064,0,0,0,0
AC099667.1,3,0,3,2
SFMBT1,814,175,893,715
AC096887.1,0,2,1,0
AC096887.2,49,1,42,22
SERBP1P3,0,0,0,0
RFT1,575,423,713,490
PRKCD,2616,598,2688,2017
TKT,15069,11188,16261,12532
DCP1A,655,538,775,587
CACNA1D,406,0,412,316
SNORD38C,0,0,0,0
AC092035.1,0,0,0,0
SNORD63,4,3,4,2
AC012467.1,1,0,1,1
CHDH,1016,1,989,728
IL17RB,392,27,413,278
AC012467.2,59,31,88,64
ACTR8,780,425,773,604
SELENOK,573,370,590,413
CABYRP1,0,0,0,0
CACNA2D3,4,11,5,4
RPS15P5,1,1,1,0
ESRG,0,0,0,0
CACNA2D3-AS1,0,0,0,0
LRTM1,0,1,0,0
AC092059.1,0,0,0,0
LINC02017,0,1,1,0
LINC02030,0,0,0,0
AC121764.2,0,0,0,0
AC121764.3,0,0,0,0
WNT5A,27,5351,778,736
WNT5A-AS1,3,286,38,35
AC121764.1,0,1,1,0
ERC2,36,24,36,26
AC025572.1,0,0,0,0
ERC2-IT1,0,0,0,0
MIR3938,0,0,0,0
RN7SKP45,0,0,0,0
RNA5SP133,0,0,0,0
CCDC66,247,207,265,224
FAM208A,2965,1751,3491,2547
ARHGEF3,218,396,241,204
ARHGEF3-AS1,0,0,0,0
SPATA12,6,0,5,3
AC097358.2,2,0,0,0
IL17RD,121,38,117,92
AC097358.1,0,0,0,0
HESX1,10,14,15,12
APPL1,1618,1632,1771,1416
ASB14,10,18,13,17
DNAH12,1,1,2,0
RNU6-1181P,0,0,0,0
RNF7P1,0,0,0,0
AC092418.1,0,0,0,0
RNU6-108P,0,0,0,0
RNU6-483P,0,0,1,0
PDE12,1234,546,1394,945
ARF4,4371,4173,5314,3801
ARF4-AS1,2,1,2,0
RNU6ATAC26P,0,0,0,0
DENND6A,924,672,1060,852
DENND6A-AS1,1,0,0,2
AC114480.1,0,0,0,1
SLMAP,1438,1752,1733,1306
AC099777.1,0,0,0,0
PPIAP16,1,0,2,2
FLNB,15790,15621,18026,14199
FLNB-AS1,92,38,98,87
AC137936.1,1,1,1,1
AC137936.2,6,6,9,9
DNASE1L3,0,0,1,0
ABHD6,139,40,137,87
RPP14,375,275,458,307
HTD2,1,0,6,4
AC098479.1,1,0,0,1
PXK,162,1019,369,259
AC135507.2,0,0,1,0
PDHB,1235,643,1334,1007
AC135507.1,0,0,3,2
AC116036.2,2,0,2,2
KCTD6,185,89,202,130
ACOX2,68,18,59,56
AC116036.1,0,0,0,0
FAM107A,0,0,0,2
AC119424.1,0,0,0,0
FAM3D-AS1,1,0,0,0
FAM3D,1,1,2,1
C3orf67,163,54,172,122
C3orf67-AS1,0,0,0,0
AC114400.1,0,0,0,0
AC138057.1,0,0,0,0
AC126121.2,0,0,0,0
AC126121.1,0,0,0,0
FHIT,30,17,48,31
AC104164.3,0,0,0,0
MIR548BB,0,0,0,0
AC104164.2,0,0,0,0
AC104164.1,0,0,0,0
AC104164.4,0,0,0,0
PTPRG,1803,1509,2077,1617
AC096919.1,10,25,28,19
RNU2-10P,0,0,0,0
AC104849.1,0,0,0,0
PTPRG-AS1,403,80,365,289
C3orf14,5503,374,5310,3771
FEZF2,0,0,0,0
CADPS,2,1,88,36
AC012519.1,0,0,0,0
RN7SL863P,0,0,0,0
RNU6-139P,0,0,0,0
AC096915.1,0,0,0,0
LINC00698,0,0,0,0
KRT8P35,10,0,10,6
UBL5P3,0,0,0,0
SYNPR,0,0,0,0
SYNPR-AS1,2,0,4,1
RNA5SP134,0,0,0,0
SNTN,1,0,2,4
AC104162.1,44,3,52,49
C3orf49,11,3,15,11
THOC7,9416,1167,9681,6929
THOC7-AS1,3,0,2,7
ATXN7,2230,542,2521,1828
AC012557.3,11,1,18,9
PSMD6-AS2,33,12,40,30
AC012557.1,10,7,18,13
PSMD6,32500,1352,31525,22480
PSMD6-AS1,0,0,0,0
AC012557.2,25,1,20,11
PRICKLE2-AS1,101,1,96,68
LINC00994,52,2,56,42
PRICKLE2,1187,394,1271,912
PRICKLE2-AS2,13,0,13,1
PRDX3P4,1,0,0,0
PRICKLE2-AS3,1,0,3,0
AC096888.1,2,0,2,4
RNU6-739P,0,0,0,0
ADAMTS9,270,22,296,225
ADAMTS9-AS1,4,1,6,3
ADAMTS9-AS2,0,6,1,1
LINC02040,0,0,0,0
MAGI1,1215,37,1288,902
AC121493.1,3,0,4,1
ILF2P1,0,0,0,0
RPL17P17,0,0,0,0
MAGI1-IT1,2,0,3,2
MAGI1-AS1,0,0,0,0
AC106827.1,0,0,0,0
SLC25A26,217,145,242,163
RNU6-787P,0,0,0,0
RN7SL482P,0,0,0,0
LRIG1,494,47,619,459
AC104440.1,0,0,0,0
RPL21P41,0,0,0,0
KBTBD8,122,80,112,92
MIR4272,0,0,0,0
AC114401.1,0,0,0,0
SUCLG2,1555,1393,1839,1349
NDUFB4P1,0,0,1,1
SUCLG2-AS1,12,29,27,20
FAM19A1,0,0,0,0
COPS8P2,0,3,1,2
AC107626.1,0,0,0,0
AC096922.1,0,0,0,0
PSMC1P1,19,8,25,16
FAM19A4,1,0,2,4
RNA5SP135,0,0,0,0
EOGT,421,1257,591,467
AC109587.1,38,16,37,24
TMF1,1658,1240,1817,1231
MIR3136,2,1,2,2
UBA3,843,1036,991,702
ARL6IP5,2144,2355,2461,1845
LMOD3,3,0,6,1
FRMD4B,125,1006,229,217
RBM43P1,0,0,0,0
AC099328.1,0,0,0,0
AC099328.2,0,0,0,0
AC104445.1,0,0,0,0
MITF,213,116,206,158
RN7SL418P,0,0,0,0
SAMMSON,1,0,0,0
AC139700.1,0,0,0,1
UQCRHP4,0,0,0,0
MDFIC2,0,0,0,0
COX6CP6,0,0,0,0
HMGB1P36,0,0,0,0
RNU6-281P,0,0,0,0
FOXP1,1616,747,1776,1328
AC138058.1,0,0,0,0
FOXP1-AS1,0,0,0,1
MIR1284,0,0,0,0
AC097634.2,0,0,0,0
FOXP1-IT1,2,0,1,2
AC097634.3,1,0,3,3
AC097634.1,35,4,36,22
EIF4E3,526,323,580,450
GPR27,540,0,525,347
PROK2,0,0,0,0
RN7SL271P,0,0,0,0
UBE2Q2P9,0,0,0,0
LINC00877,0,0,5,3
AC105265.3,0,0,0,0
AC105265.4,0,0,0,0
AC105265.1,0,0,0,0
AC105265.2,0,0,0,0
LINC00870,1,0,0,0
AC112219.2,0,0,0,0
AC112219.1,0,0,0,0
AC134508.1,0,0,1,0
RYBP,132,53,115,117
AC104435.2,0,0,0,0
RNU1-62P,0,0,0,0
AC104435.1,0,0,0,0
RNA5SP136,0,0,0,0
SHQ1,759,545,887,651
AC134050.1,0,0,0,0
AC114876.1,1,1,1,0
LAPTM4BP2,1,0,1,0
GXYLT2,67,117,87,68
FTH1P23,20,17,22,9
PPP4R2,2848,1168,3044,2228
RNU7-19P,0,0,0,0
EBLN2,34,22,36,23
RNU6-557P,0,0,0,0
RNU2-64P,0,0,0,0
CCDC75P1,0,0,0,0
RNU6-1270P,0,0,0,0
PDZRN3,467,37,490,372
RNU7-119P,0,0,0,0
PDZRN3-AS1,0,0,0,0
AC117489.1,2,0,6,4
AC108725.1,0,1,0,0
LINC02005,11,0,9,10
LINC02047,0,0,1,0
AC016930.1,0,0,0,0
AKR1B1P2,0,0,0,0
CNTN3,4,20,27,15
NIPA2P2,0,0,0,0
RN7SL294P,0,0,0,0
MIR4444-2,0,0,1,0
HNRNPA3P6,47,13,44,24
MYLKP1,0,0,0,0
AC131233.1,0,0,0,0
OR7E22P,4,0,3,4
AC139453.1,0,0,0,0
AC139453.3,2,0,2,1
LSP1P2,0,0,0,0
AC139453.2,0,0,0,1
ALG1L6P,18,22,18,15
FAM86DP,201,121,198,154
LINC02018,5,3,4,0
ENPP7P2,0,0,2,0
SNRPCP10,0,0,0,0
AC133041.1,0,0,0,1
RPS3AP15,0,0,0,0
AC108724.1,0,0,0,0
OR7E121P,0,0,0,0
UNC93B3,6,0,1,5
RPL23AP49,2,1,0,0
AC108724.2,0,0,0,0
CLUHP10,0,0,0,0
MIR1324,0,0,1,0
AGGF1P3,1,0,4,5
RARRES2P1,0,0,0,0
FRG2C,1,0,0,0
DUX4L26,1,0,1,4
LINC00960,105,0,115,87
ZNF717,1,80,25,18
MIR4273,0,0,0,0
ROBO2,0,1,1,0
AC026877.1,32,37,28,26
RNU6-386P,0,0,0,0
VDAC1P7,0,1,0,0
RNU6-217P,0,0,0,0
LINC02077,0,0,0,0
AC117462.1,0,0,0,0
RN7SL647P,0,0,0,0
RN7SKP61,0,0,0,0
AC108752.1,0,0,0,0
MRPS17P3,0,0,0,0
ROBO1,938,1054,1167,881
AC055731.1,0,0,0,0
RN7SL751P,0,0,0,1
MIR3923,0,0,0,0
HMGB1P38,0,0,0,0
OSBPL9P1,0,0,0,0
HNRNPA3P8,0,0,0,0
AC108740.1,0,0,0,0
AC068756.1,7,7,5,7
LINC02050,0,1,0,0
LINC02027,0,0,0,0
AC099542.2,0,0,0,0
AC099542.1,0,0,1,0
AC107302.1,0,0,0,0
GBE1,944,1828,1383,1059
RNU2-28P,0,2,1,1
SETP6,0,0,0,0
AC017015.1,0,0,0,0
AC017015.2,1,0,0,3
AC129807.1,0,0,0,0
LINC02008,0,0,0,0
RPL7AP23,0,0,0,0
CYP51A1P1,4,0,1,0
SRRM1P2,1,0,0,0
LINC00971,0,0,0,0
AC117482.1,0,0,0,0
LINC02025,0,0,0,0
CADM2,1,0,2,1
MIR5688,0,0,0,0
CADM2-AS2,0,0,0,0
CADM2-AS1,0,0,0,0
THAP12P2,0,0,0,0
snoZ40,0,0,0,0
RNU6-1129P,0,0,0,0
AC108733.1,0,0,0,0
RN7SKP284,0,0,0,0
LINC02070,0,0,0,0
AC108706.1,0,0,0,0
VGLL3,1,3021,398,385
PPATP1,0,0,0,0
LINC00506,0,1,0,0
MIR4795,0,0,0,0
CHMP2B,3106,809,3064,2215
POU1F1,0,0,0,0
KRT8P25,0,0,1,1
APOOP2,0,0,0,0
PSMC1P6,0,0,0,0
AC117513.1,0,0,0,1
RNU6-873P,0,0,0,0
RNU6ATAC6P,0,0,0,0
HTR1F,0,0,5,1
CGGBP1,4003,1885,4582,3277
ZNF654,857,553,985,699
CBX5P1,2,0,0,0
C3orf38,1017,328,1075,803
ABCF2P1,1,0,0,0
AC108750.1,0,0,0,0
NDUFA5P5,0,0,0,0
ICE2P2,0,0,0,0
GAPDHP50,0,0,0,0
EPHA3,30,1,35,24
MTCO2P6,0,0,0,0
MTCO1P6,0,0,0,0
RNU6-712P,0,0,0,0
PROS2P,0,0,0,0
HSPE1P19,0,0,0,0
Clostridiales-1,0,0,0,0
ABBA01000935.2,0,0,0,0
RNU6-488P,0,0,0,0
PROS1,164,24,257,168
RNU6-511P,0,0,0,0
ARL13B,638,253,651,508
HMGN1P7,0,0,1,0
STX19,2,0,3,4
DHFR2,240,124,317,177
NSUN3,395,135,476,284
RBBP4P2,2,1,6,11
ARMC10P1,4,1,4,4
AC140059.1,0,0,0,0
WDR82P1,1,0,0,1
LINC00879,0,0,0,0
RPS18P6,0,0,0,0
MTHFD2P1,0,1,0,0
AC107304.1,0,0,0,0
HNRNPKP4,25,13,31,17
MIR8060,0,0,0,0
AC107015.1,0,0,0,0
RNU6-1094P,0,0,0,0
MTRNR2L12,6,1,1,7
RPL18AP8,0,0,0,0
RCC2P5,0,0,0,0
CDV3P1,0,0,0,1
EPHA6,199,23,214,166
AC117470.1,0,0,0,0
AC110491.1,3,0,6,2
ARL6,121,96,167,98
AC110491.3,0,0,0,0
CRYBG3,66,472,112,124
AC110491.2,0,0,0,0
RIOX2,578,483,703,501
GABRR3,0,0,0,0
OR5BM1P,0,0,0,0
OR5AC1,0,0,0,0
OR5AC2,0,0,0,0
AC117460.1,0,1,0,0
OR5AC4P,0,0,0,1
POU5F1P7,0,0,0,0
OR5H1,0,0,0,0
OR5H14,0,0,0,0
OR5H15,0,0,0,0
OR5H5P,0,0,0,0
OR5H3P,0,0,0,0
OR5H4P,0,0,0,0
AC117473.1,0,0,0,0
OR5H7P,0,0,0,0
OR5H6,0,0,0,0
OR5H2,0,0,0,0
OR5H8,0,0,0,0
OR5K4,0,0,0,0
OR5K3,0,0,0,0
UBFD1P1,0,0,0,0
OR5K1,0,0,0,0
OR5K2,0,0,0,0
CLDND1,951,829,1152,823
CPOX,693,632,792,570
AC021660.2,0,0,0,0
RPL38P4,0,0,0,0
GPR15,0,0,0,0
AC021660.1,0,0,0,0
WWP1P1,9,1,6,5
ST3GAL6-AS1,0,3,0,1
ST3GAL6,1,67,3,10
PDLIM1P4,0,0,0,0
DCBLD2,1603,5206,2706,2101
RNU6-26P,1,1,0,1
AC091212.1,2,0,0,2
RNU6-1263P,0,0,0,0
LINC00973,0,7,0,1
ACTG1P13,0,0,0,0
AC107297.1,0,0,0,0
AC078828.1,0,0,0,0
AC107029.1,0,0,0,0
AC107029.2,0,0,0,0
COL8A1,2,1221,769,502
AC069222.1,2,1,4,2
CMSS1,849,703,930,694
FILIP1L,353,0,391,275
MIR3921,0,0,0,0
TMEM30CP,0,0,0,0
DUSP12P1,0,0,0,0
VTI1BP1,0,1,0,1
TBC1D23,1258,1075,1522,1197
NIT2,1824,745,1925,1381
TOMM70,3170,2121,3664,2721
LNP1,56,58,128,54
TMEM45A,19,467,85,72
ADGRG7,0,0,0,0
GMFBP1,0,0,0,0
TFG,3988,2404,4361,3399
ABI3BP,2,2769,500,443
AC080014.1,0,0,0,0
RNU6-865P,0,0,0,0
ACTR3P3,0,0,0,0
IMPG2,2,1,5,2
SENP7,758,205,826,556
ZNF90P1,0,0,2,0
AC110994.1,0,0,0,1
AC110994.2,9,5,4,4
FAM172BP,1,7,1,1
TRMT10C,1016,518,1048,880
PCNP,3857,2610,4405,3122
AC073861.1,51,76,96,74
AC084198.1,1,0,0,0
RNU6-1256P,0,0,0,0
ZBTB11,2007,750,2110,1504
RNY1P12,2,0,1,0
