"","Cell","Batch","Group","ExpLibSize","sizeFactor"
"Cell1166","Cell1166","Batch1","Group1",236646.949454043,1.216417404589
"Cell1167","Cell1167","Batch1","Group3",85703.0555313273,0.443854803826905
"Cell1168","Cell1168","Batch1","Group3",265071.129278472,1.37020051461959
"Cell1169","Cell1169","Batch1","Group2",399558.008393716,2.05082554762758
"Cell1170","Cell1170","Batch1","Group2",296800.878664596,1.52752265260378
"Cell1171","Cell1171","Batch1","Group3",107808.658595312,0.554778639279794
"Cell1172","Cell1172","Batch1","Group3",141124.743532089,0.72069629428503
"Cell1173","Cell1173","Batch1","Group3",159778.081759881,0.830174683727797
"Cell1174","Cell1174","Batch1","Group3",402233.657653466,2.07572219776633
"Cell1175","Cell1175","Batch1","Group1",363581.314489371,1.85835489509833
"Cell1176","Cell1176","Batch1","Group1",158007.797175174,0.81679016231023
"Cell1177","Cell1177","Batch1","Group3",260306.769084319,1.33321047099402
"Cell1178","Cell1178","Batch1","Group1",54426.0307609249,0.282360933763678
"Cell1179","Cell1179","Batch1","Group1",174702.138936173,0.901202151726938
"Cell1180","Cell1180","Batch1","Group2",184776.648700978,0.9514223986907
"Cell1181","Cell1181","Batch1","Group3",137799.977548784,0.718854765204519
"Cell1182","Cell1182","Batch1","Group1",75395.0767668925,0.390532763467758
"Cell1183","Cell1183","Batch1","Group3",141478.319824144,0.72561904101701
"Cell1184","Cell1184","Batch1","Group2",146905.100184797,0.761446555111305
"Cell1185","Cell1185","Batch1","Group1",124494.552892692,0.643928193733235
"Cell1186","Cell1186","Batch1","Group2",129180.846751073,0.664421634673891
"Cell1187","Cell1187","Batch1","Group3",72934.3071041311,0.377708931071911
"Cell1188","Cell1188","Batch1","Group3",227990.346971282,1.17533793186007
"Cell1189","Cell1189","Batch1","Group1",122321.475572691,0.634216442604731
"Cell1190","Cell1190","Batch1","Group1",66752.9785347099,0.346104588416442
"Cell1191","Cell1191","Batch1","Group1",110591.737359829,0.56772078220316
"Cell1192","Cell1192","Batch1","Group3",311010.488251871,1.59406460842916
"Cell1193","Cell1193","Batch1","Group3",170339.204387115,0.879160386056579
"Cell1194","Cell1194","Batch1","Group3",140253.136272415,0.724261041918533
"Cell1195","Cell1195","Batch1","Group2",235584.249756718,1.21029097683792
"Cell1196","Cell1196","Batch1","Group3",80077.2303402783,0.408809168001431
"Cell1197","Cell1197","Batch1","Group2",229168.525301013,1.18953005122635
"Cell1198","Cell1198","Batch1","Group3",327997.902370023,1.67783874978447
"Cell1199","Cell1199","Batch1","Group3",450167.817400727,2.30727133192865
"Cell1200","Cell1200","Batch1","Group3",192072.532289122,0.99006878970153
"Cell1201","Cell1201","Batch1","Group2",109735.138612371,0.568981046518034
"Cell1202","Cell1202","Batch1","Group3",520858.976782396,2.6490704459306
"Cell1203","Cell1203","Batch1","Group3",229015.493204748,1.19067200501371
"Cell1204","Cell1204","Batch1","Group3",202637.704650296,1.05264991482302
"Cell1205","Cell1205","Batch1","Group1",123271.965758234,0.632997329777689
"Cell1206","Cell1206","Batch1","Group2",250460.477218558,1.28151905834024
"Cell1207","Cell1207","Batch1","Group3",134167.961612686,0.691550753027561
"Cell1208","Cell1208","Batch1","Group3",61516.6439819815,0.317612327028316
"Cell1209","Cell1209","Batch1","Group3",258019.634778176,1.34319485072942
"Cell1210","Cell1210","Batch1","Group1",117408.922716598,0.603373402474166
"Cell1211","Cell1211","Batch1","Group3",222354.99501959,1.12434095056346
"Cell1212","Cell1212","Batch1","Group2",128453.129454986,0.662394923898133
"Cell1213","Cell1213","Batch1","Group3",283906.564096853,1.46608862520562
"Cell1214","Cell1214","Batch1","Group3",205382.129034197,1.062737173278
"Cell1215","Cell1215","Batch1","Group3",223441.705678974,1.13862566077737
"Cell1216","Cell1216","Batch1","Group2",117959.343490035,0.608131543254815
"Cell1217","Cell1217","Batch1","Group3",366601.495393811,1.87603460305843
"Cell1218","Cell1218","Batch1","Group2",33852.434057745,0.175115012535832
"Cell1219","Cell1219","Batch1","Group2",1048915.81487946,5.38137491993871
"Cell1220","Cell1220","Batch1","Group2",288074.476863718,1.48068197157828
"Cell1221","Cell1221","Batch1","Group3",167531.315304826,0.860858261843011
"Cell1222","Cell1222","Batch1","Group1",122543.032847387,0.624252638613253
"Cell1223","Cell1223","Batch1","Group1",184526.74089897,0.944627259262334
"Cell1224","Cell1224","Batch1","Group1",115020.032902364,0.591429183130741
"Cell1225","Cell1225","Batch1","Group3",116446.237109034,0.607889778263798
"Cell1226","Cell1226","Batch1","Group3",81713.991319156,0.421149470415245
"Cell1227","Cell1227","Batch1","Group1",147444.798989691,0.751410736016119
"Cell1228","Cell1228","Batch1","Group3",314857.488019186,1.61229471753903
"Cell1229","Cell1229","Batch1","Group2",246189.855742399,1.26075813272867
"Cell1230","Cell1230","Batch1","Group3",103793.430542415,0.539130786031431
"Cell1231","Cell1231","Batch1","Group1",123799.54939606,0.628887324930404
"Cell1232","Cell1232","Batch1","Group2",191419.83585304,0.998756897570197
"Cell1233","Cell1233","Batch1","Group2",68526.2084412787,0.352421341798752
"Cell1234","Cell1234","Batch1","Group3",233507.289433617,1.21068191597233
"Cell1235","Cell1235","Batch1","Group1",181647.505580167,0.937250855068333
"Cell1236","Cell1236","Batch1","Group1",207035.607682033,1.05599347320942
"Cell1237","Cell1237","Batch1","Group3",273531.465666102,1.4119744187057
"Cell1238","Cell1238","Batch1","Group3",246934.581821652,1.26716233302263
"Cell1239","Cell1239","Batch1","Group2",97375.9679023199,0.500638713099973
"Cell1240","Cell1240","Batch1","Group2",85500.6086381821,0.436046309010661
"Cell1241","Cell1241","Batch1","Group2",87508.7384491849,0.447604733155655
"Cell1242","Cell1242","Batch1","Group3",123645.479354246,0.638295583836142
"Cell1243","Cell1243","Batch1","Group2",279994.269666067,1.43193803424051
"Cell1244","Cell1244","Batch1","Group3",119272.394126278,0.614360849725481
"Cell1245","Cell1245","Batch1","Group3",135082.099323739,0.702553632086814
"Cell1246","Cell1246","Batch1","Group3",363759.716332163,1.8610194539355
"Cell1247","Cell1247","Batch1","Group3",59122.0801144163,0.302494299185798
"Cell1248","Cell1248","Batch1","Group2",209990.614569019,1.0807100855889
"Cell1249","Cell1249","Batch1","Group1",105950.820021601,0.540864292456381
"Cell1250","Cell1250","Batch1","Group1",66917.2724095976,0.34443795315922
"Cell1251","Cell1251","Batch1","Group3",189574.135086153,0.977455858680825
"Cell1252","Cell1252","Batch1","Group1",692642.829445135,3.56066849227126
"Cell1253","Cell1253","Batch1","Group3",270098.528850937,1.39217026518624
"Cell1254","Cell1254","Batch1","Group1",168324.869551092,0.866146228029506
"Cell1255","Cell1255","Batch1","Group1",202278.889324164,1.03873556799961
"Cell1256","Cell1256","Batch1","Group1",199185.366096357,1.03989809753088
"Cell1257","Cell1257","Batch1","Group3",232294.620648905,1.1895917784581
"Cell1258","Cell1258","Batch1","Group3",145502.101059353,0.757604034934931
"Cell1259","Cell1259","Batch1","Group2",106104.772549331,0.551481376317203
"Cell1260","Cell1260","Batch1","Group3",201076.762923362,1.03248568578503
"Cell1261","Cell1261","Batch1","Group3",206479.804078758,1.06181640873774
"Cell1262","Cell1262","Batch1","Group1",205645.995971469,1.05488752697392
"Cell1263","Cell1263","Batch1","Group2",179469.98442826,0.930985541045813
"Cell1264","Cell1264","Batch1","Group3",227354.125906104,1.16589880933845
"Cell1265","Cell1265","Batch1","Group3",169748.776274016,0.871187285289004
"Cell1266","Cell1266","Batch1","Group1",447605.537604312,2.28547647518529
"Cell1267","Cell1267","Batch1","Group2",283016.077347785,1.46137677984879
"Cell1268","Cell1268","Batch1","Group2",46767.2665646509,0.245237147802655
"Cell1269","Cell1269","Batch1","Group3",312109.870437221,1.60928037105528
"Cell1270","Cell1270","Batch1","Group3",85754.586340047,0.439616200580143
"Cell1271","Cell1271","Batch1","Group1",198805.364816464,1.01651890850596
"Cell1272","Cell1272","Batch1","Group3",116426.779594167,0.603363114602207
"Cell1273","Cell1273","Batch1","Group3",183824.320196496,0.939442171795421
"Cell1274","Cell1274","Batch1","Group3",147389.085728559,0.759785063790062
"Cell1275","Cell1275","Batch1","Group2",172905.619281549,0.899715554228984
"Cell1276","Cell1276","Batch1","Group2",128468.631913779,0.659930978564154
"Cell1277","Cell1277","Batch1","Group2",122134.70443919,0.629206248961107
"Cell1278","Cell1278","Batch1","Group2",145869.019394403,0.758571094898999
"Cell1279","Cell1279","Batch1","Group3",130304.33072231,0.669560426716992
"Cell1280","Cell1280","Batch1","Group3",230293.017598372,1.18832122627127
"Cell1281","Cell1281","Batch1","Group3",80320.3029667268,0.410959333240687
"Cell1282","Cell1282","Batch1","Group1",357349.071662024,1.8386176127466
"Cell1283","Cell1283","Batch1","Group3",213792.89634898,1.09982495168717
"Cell1284","Cell1284","Batch1","Group1",399782.985585116,2.05309916733034
"Cell1285","Cell1285","Batch1","Group3",340011.118243589,1.75131473130965
"Cell1286","Cell1286","Batch1","Group3",303521.374304694,1.55463119521353
"Cell1287","Cell1287","Batch1","Group1",132979.542903448,0.688171187089305
"Cell1288","Cell1288","Batch1","Group3",177358.850190698,0.907235988630399
"Cell1289","Cell1289","Batch1","Group3",408498.948286009,2.09966207581297
"Cell1290","Cell1290","Batch1","Group1",166509.406671455,0.858198846941827
"Cell1291","Cell1291","Batch1","Group1",245381.45050626,1.26581462179611
"Cell1292","Cell1292","Batch1","Group3",324252.683067179,1.66570420480982
"Cell1293","Cell1293","Batch1","Group2",229635.613264668,1.17788932410569
"Cell1294","Cell1294","Batch1","Group3",145165.935856142,0.745803845798921
"Cell1295","Cell1295","Batch1","Group3",88492.8979161968,0.457805158202171
"Cell1296","Cell1296","Batch1","Group2",166496.588484451,0.852627964276483
"Cell1297","Cell1297","Batch1","Group3",291846.092483995,1.50680802241602
"Cell1298","Cell1298","Batch1","Group3",176397.688740387,0.909458168973362
"Cell1299","Cell1299","Batch1","Group3",147899.793915791,0.754332491652236
"Cell1300","Cell1300","Batch1","Group3",86720.2795420512,0.446447347560362
"Cell1301","Cell1301","Batch1","Group2",143525.772225924,0.73792333587897
"Cell1302","Cell1302","Batch1","Group3",334357.290026044,1.72043053969125
"Cell1303","Cell1303","Batch1","Group3",152915.154734992,0.786615833856945
"Cell1304","Cell1304","Batch1","Group3",80960.6649504994,0.419379956438441
"Cell1305","Cell1305","Batch1","Group1",214142.268838697,1.10597195518217
"Cell1306","Cell1306","Batch1","Group3",67717.4018117836,0.350764994413488
"Cell1307","Cell1307","Batch1","Group1",50842.5494257335,0.263359234256955
"Cell1308","Cell1308","Batch1","Group1",471471.732594064,2.44893532879253
"Cell1309","Cell1309","Batch1","Group3",133494.406116154,0.685655802395535
"Cell1310","Cell1310","Batch1","Group1",172742.518324437,0.888187993699865
"Cell1311","Cell1311","Batch1","Group2",482133.312108657,2.46990715577924
"Cell1312","Cell1312","Batch1","Group3",171653.49668934,0.878342500235905
"Cell1313","Cell1313","Batch1","Group2",175672.597942695,0.902328673706357
"Cell1314","Cell1314","Batch1","Group3",224557.778088853,1.15316756779023
"Cell1315","Cell1315","Batch1","Group1",92294.4191830511,0.467671227410047
"Cell1316","Cell1316","Batch1","Group2",85097.0858149082,0.432502137121075
"Cell1317","Cell1317","Batch1","Group3",203455.049523594,1.04039191538487
"Cell1318","Cell1318","Batch1","Group1",125852.297559089,0.644025928516838
"Cell1319","Cell1319","Batch1","Group3",202537.087700108,1.03536628993331
"Cell1320","Cell1320","Batch1","Group1",59261.5287813129,0.30511256259915
"Cell1321","Cell1321","Batch1","Group2",103773.739839509,0.53382224410102
"Cell1322","Cell1322","Batch1","Group3",105954.301295334,0.549701574468441
"Cell1323","Cell1323","Batch1","Group3",179915.925997594,0.916171005426062
"Cell1324","Cell1324","Batch1","Group2",145081.672425789,0.744677323819503
"Cell1325","Cell1325","Batch1","Group1",86831.0229679955,0.447404119652471
"Cell1326","Cell1326","Batch1","Group1",104475.823551175,0.537911673204389
"Cell1327","Cell1327","Batch1","Group1",140187.531129919,0.716735463581138
"Cell1328","Cell1328","Batch1","Group1",173497.716794157,0.892529475666209
"Cell1329","Cell1329","Batch1","Group3",230690.89634038,1.19316681396356
"Cell1330","Cell1330","Batch1","Group3",288710.785862171,1.48272411416197
"Cell1331","Cell1331","Batch1","Group1",67367.0342058633,0.348599397366296
"Cell1332","Cell1332","Batch1","Group3",204605.555637729,1.0561220716089
"Cell1333","Cell1333","Batch1","Group2",41076.576655013,0.21338589622019
"Cell1334","Cell1334","Batch1","Group2",70027.6409050302,0.357863626064619
"Cell1335","Cell1335","Batch1","Group3",131767.007173534,0.671165334742465
"Cell1336","Cell1336","Batch1","Group3",210228.247797817,1.08243844807788
"Cell1337","Cell1337","Batch1","Group3",300731.44227934,1.5553770659305
"Cell1338","Cell1338","Batch1","Group3",142054.288267071,0.730634378596613
"Cell1339","Cell1339","Batch1","Group3",128804.955734721,0.664277604466477
"Cell1340","Cell1340","Batch1","Group1",97776.0949944646,0.505252823673208
"Cell1341","Cell1341","Batch1","Group2",43715.8471530079,0.220551399039049
"Cell1342","Cell1342","Batch1","Group2",386098.097148293,1.99094498889511
"Cell1343","Cell1343","Batch1","Group3",156580.017751516,0.802402573376742
"Cell1344","Cell1344","Batch1","Group3",43729.4911169875,0.22697617507692
"Cell1345","Cell1345","Batch1","Group1",120995.467695194,0.622349382300993
"Cell1346","Cell1346","Batch1","Group2",299126.055777543,1.53424063299246
"Cell1347","Cell1347","Batch1","Group2",165461.491210528,0.845333863058147
"Cell1348","Cell1348","Batch1","Group2",304457.170157238,1.57675526385956
"Cell1349","Cell1349","Batch1","Group2",150574.389874485,0.771163450175787
"Cell1350","Cell1350","Batch1","Group2",210470.47367027,1.09150206327302
"Cell1351","Cell1351","Batch1","Group3",268918.923191712,1.39422783957787
"Cell1352","Cell1352","Batch1","Group3",180075.228554095,0.940944201101313
"Cell1353","Cell1353","Batch1","Group3",79130.7088691409,0.40836678950723
"Cell1354","Cell1354","Batch1","Group1",117916.435772965,0.603039046635525
"Cell1355","Cell1355","Batch1","Group2",448175.802467362,2.30802749051758
"Cell1356","Cell1356","Batch1","Group3",56940.0449670164,0.289078914152357
"Cell1357","Cell1357","Batch1","Group1",65189.5977155075,0.334803361070402
"Cell1358","Cell1358","Batch1","Group2",204461.147474451,1.0583854034397
"Cell1359","Cell1359","Batch1","Group1",272693.147370524,1.40051887328029
"Cell1360","Cell1360","Batch1","Group1",163674.785924779,0.847437732873591
"Cell1361","Cell1361","Batch1","Group1",202763.214488577,1.0453763893486
"Cell1362","Cell1362","Batch1","Group3",98142.0775253173,0.504650983163656
"Cell1363","Cell1363","Batch1","Group1",149769.174250606,0.767727300941762
"Cell1364","Cell1364","Batch1","Group2",73881.3441334221,0.378557680508459
"Cell1365","Cell1365","Batch1","Group1",267340.764221613,1.37229924049905
"Cell1366","Cell1366","Batch1","Group1",157885.851532804,0.813909558161945
"Cell1367","Cell1367","Batch1","Group1",196008.274682,1.01848903598595
"Cell1368","Cell1368","Batch1","Group2",166821.244284409,0.860544481748287
"Cell1369","Cell1369","Batch1","Group3",55551.793132805,0.285843378421515
"Cell1370","Cell1370","Batch1","Group2",115859.409136811,0.59322441678744
"Cell1371","Cell1371","Batch1","Group3",387627.057003688,2.00742615977208
"Cell1372","Cell1372","Batch1","Group1",173405.720554132,0.899412062006218
"Cell1373","Cell1373","Batch1","Group1",149841.197531856,0.769579117894231
"Cell1374","Cell1374","Batch1","Group1",234474.546049302,1.20691655483564
"Cell1375","Cell1375","Batch1","Group2",169666.920394028,0.878193326092512
"Cell1376","Cell1376","Batch1","Group1",166620.242334461,0.857684453343919
"Cell1377","Cell1377","Batch1","Group3",221744.508127281,1.14414510408292
"Cell1378","Cell1378","Batch1","Group1",184135.946409272,0.943130373892422
"Cell1379","Cell1379","Batch1","Group3",97120.1519531048,0.500983356810571
"Cell1380","Cell1380","Batch1","Group3",142999.476404073,0.734584921428547
"Cell1381","Cell1381","Batch1","Group2",206654.32248446,1.06603443624059
"Cell1382","Cell1382","Batch1","Group3",176938.133210638,0.90717940533463
"Cell1383","Cell1383","Batch1","Group1",328636.736210991,1.70059552255592
"Cell1384","Cell1384","Batch1","Group3",101089.290604621,0.524439704875178
"Cell1385","Cell1385","Batch1","Group1",93378.3486571349,0.483169906515016
"Cell1386","Cell1386","Batch1","Group2",167494.372268871,0.864438441284451
"Cell1387","Cell1387","Batch1","Group3",117971.107120714,0.606217999070597
"Cell1388","Cell1388","Batch1","Group3",138632.340809176,0.715536926498012
"Cell1389","Cell1389","Batch1","Group3",71117.5052203181,0.367950884519596
